,CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,community_id
23,JE430574,11/01/2021 06:35:00 PM,011XX W 79TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,N,N,612,17.0,14,1170236,1852419,41.750525098000004,-87.651747821,"(41.750525098, -87.651747821)",71
24,JF157527,02/27/2022 09:37:00 AM,0000X W TERMINAL ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,Y,N,1653,41.0,26,1101811,1934419,41.976762981,-87.900983721,"(41.976762981, -87.900983721)",76
25,JE187879,04/03/2021 03:43:00 AM,034XX W ROOSEVELT RD,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,1021,24.0,15,1153720,1894499,41.866341526999996,-87.71115430100001,"(41.866341527, -87.711154301)",29
26,JE193437,04/01/2021 05:00:00 PM,002XX N CLARK ST,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",COMMERCIAL / BUSINESS OFFICE,N,N,122,42.0,11,1175498,1901865,41.886093334,-87.630984425,"(41.886093334, -87.630984425)",32
27,JE362080,09/05/2021 03:00:00 AM,013XX W HASTINGS ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,1233,25.0,04B,1167650,1893851,41.864274935,-87.66003471399999,"(41.864274935, -87.660034714)",28
28,JE460161,11/29/2021 11:40:00 AM,083XX S BUFFALO AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,SIDEWALK,N,Y,424,10.0,04B,1199593,1850204,41.74375846,-87.544246407,"(41.74375846, -87.544246407)",46
29,JE464935,11/12/2021 10:00:00 AM,080XX S ALBANY AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,N,N,835,18.0,11,1157108,1851211,41.747485462,-87.699887835,"(41.747485462, -87.699887835)",70
30,JE432889,11/01/2021 05:30:00 PM,049XX W MELROSE ST,0560,ASSAULT,SIMPLE,ALLEY,N,N,1634,31.0,08A,1142942,1921156,41.939698873000005,-87.750056387,"(41.939698873, -87.750056387)",15
31,JE461444,11/30/2021 02:00:00 PM,001XX W 79TH ST,0810,THEFT,OVER $500,DEPARTMENT STORE,N,N,623,17.0,06,1176766,1852607,41.75089655,-87.62781330700001,"(41.75089655, -87.627813307)",69
32,JE232776,05/17/2021 07:00:00 AM,069XX N SHERIDAN RD,0460,BATTERY,SIMPLE,APARTMENT,N,N,2431,49.0,08B,1166857,1945941,42.007229555,-87.661447148,"(42.007229555, -87.661447148)",1
33,JE188686,04/03/2021 09:01:00 PM,021XX W ADAMS ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,Y,Y,1223,27.0,08B,1161999,1899054,41.878672187,-87.680634127,"(41.878672187, -87.680634127)",28
34,JE188272,04/03/2021 02:12:00 PM,075XX N SHERIDAN RD,0890,THEFT,FROM BUILDING,APARTMENT,N,N,2422,49.0,06,1165634,1950058,42.018552917,-87.665828657,"(42.018552917, -87.665828657)",1
35,JE461543,11/30/2021 03:45:00 PM,005XX W DIVISION ST,0560,ASSAULT,SIMPLE,STREET,N,N,1823,27.0,08A,1172537,1908272,41.903740503,-87.641668112,"(41.903740503, -87.641668112)",8
36,JE430404,11/01/2021 04:21:00 PM,065XX S ASHLAND AVE,5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,STREET,Y,N,725,16.0,26,1166795,1861401,41.775247024,-87.664101191,"(41.775247024, -87.664101191)",67
37,JE430758,11/01/2021 09:41:00 PM,039XX W 67TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,833,13.0,08B,1151249,1859550,41.770485427,-87.721139735,"(41.770485427, -87.721139735)",65
38,JE188397,04/03/2021 04:00:00 PM,036XX W 26TH ST,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,N,N,1032,22.0,06,1152705,1886489,41.844381272,-87.71509220899999,"(41.844381272, -87.715092209)",30
39,JE188224,04/03/2021 01:35:00 PM,089XX S MORGAN ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,2222,21.0,15,1171215,1845442,41.731357924,-87.64836381399999,"(41.731357924, -87.648363814)",73
40,JE187867,04/03/2021 02:58:00 AM,014XX W GREGORY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,2013,48.0,08B,1165341,1936944,41.982574075,-87.667282235,"(41.982574075, -87.667282235)",77
41,JE190531,04/03/2021 11:00:00 PM,036XX N SHEFFIELD AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,ATM (AUTOMATIC TELLER MACHINE),N,N,1923,44.0,03,1168954,1924442,41.948190326,-87.654358906,"(41.948190326, -87.654358906)",6
42,JE188242,04/03/2021 12:45:00 PM,046XX W NORTH AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,DEPARTMENT STORE,Y,N,2533,37.0,18,1145011,1910225,41.909664252,-87.742728815,"(41.909664252, -87.742728815)",25
43,JE461889,11/30/2021 09:44:00 PM,090XX S STONY ISLAND AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE - HANDGUN,STREET,Y,N,413,8.0,15,1188493,1845354,41.730721694,-87.585071496,"(41.730721694, -87.585071496)",48
44,JE464837,08/15/2021 10:00:00 AM,017XX W PRYOR AVE,0810,THEFT,OVER $500,SCHOOL - PUBLIC GROUNDS,N,N,2212,19.0,06,1166533,1831078,41.692041778000004,-87.665923635,"(41.692041778, -87.665923635)",75
45,JE462716,11/30/2021 03:25:00 PM,037XX W AINSLIE ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,1712,39.0,04A,1150707,1932303,41.970138529,-87.72122482299999,"(41.970138529, -87.721224823)",14
46,JF142307,01/20/2022 02:50:00 PM,050XX N LINCOLN AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,N,N,2031,40.0,26,1158752,1933529,41.973341196999996,-87.69160911200001,"(41.973341197, -87.691609112)",4
47,JE188223,04/03/2021 01:42:00 PM,012XX N KOSTNER AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,N,N,2534,37.0,04B,1146819,1907714,41.902739453,-87.73615114100001,"(41.902739453, -87.736151141)",23
48,JE188129,04/03/2021 11:40:00 AM,023XX W LOGAN BLVD,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1432,32.0,06,1160418,1917765,41.930049491999995,-87.68592073299999,"(41.930049492, -87.685920733)",22
49,JE188297,04/03/2021 02:08:00 PM,076XX S CICERO AVE,0330,ROBBERY,AGGRAVATED,RESTAURANT,N,N,833,18.0,03,1145727,1853720,41.754592961,-87.74152853700001,"(41.754592961, -87.741528537)",65
50,JE363926,09/05/2021 12:38:00 PM,074XX S CLYDE AVE,0810,THEFT,OVER $500,RESIDENCE,N,N,333,7.0,06,1191506,1856149,41.760271725,-87.573684925,"(41.760271725, -87.573684925)",43
51,JE190293,04/03/2021 02:00:00 PM,009XX E 131ST ST,1340,CRIMINAL DAMAGE,TO STATE SUPPORTED PROPERTY,LIBRARY,N,N,533,9.0,14,1184993,1818567,41.657297496,-87.598729919,"(41.657297496, -87.598729919)",54
52,JE187900,04/03/2021 02:00:00 AM,026XX N KILPATRICK AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2521,31.0,08B,1144603,1917291,41.929061773,-87.744049283,"(41.929061773, -87.744049283)",19
53,JE362091,09/05/2021 03:50:00 AM,036XX W 67TH PL,041A,BATTERY,AGGRAVATED - HANDGUN,RESIDENCE,N,N,833,13.0,04B,1153272,1859607,41.77060209,-87.71372262700001,"(41.77060209, -87.713722627)",65
54,JE362388,09/05/2021 09:54:00 AM,004XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1834,42.0,06,1177361,1903270,41.889906681,-87.624100509,"(41.889906681, -87.624100509)",8
55,JE363034,09/05/2021 10:45:00 PM,071XX S STATE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,323,6.0,08B,1177519,1857812,41.765162688000004,-87.624896894,"(41.765162688, -87.624896894)",69
56,JE430679,11/01/2021 07:15:00 PM,075XX N CLAREMONT AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,N,2411,49.0,08A,1159348,1949924,42.018317404,-87.68896381,"(42.018317404, -87.68896381)",2
57,JE188775,04/03/2021 11:06:00 PM,015XX W HOLLYWOOD AVE,0560,ASSAULT,SIMPLE,APARTMENT,Y,Y,2012,40.0,08A,1164767,1937869,41.985124533000004,-87.66936689299999,"(41.985124533, -87.669366893)",77
58,JF102121,01/03/2022 12:40:00 PM,009XX E 40TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,214,4.0,08B,1183198,1878599,41.822073733,-87.603434976,"(41.822073733, -87.603434976)",36
59,JE191661,03/29/2021 07:00:00 PM,013XX N HUDSON AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,N,N,1821,27.0,08B,1173068,1909520,41.907153315,-87.639680572,"(41.907153315, -87.639680572)",8
60,JE188374,04/03/2021 04:00:00 PM,015XX W HOWARD ST,0460,BATTERY,SIMPLE,SIDEWALK,N,N,2422,49.0,08B,1164890,1950347,42.019361825,-87.668558186,"(42.019361825, -87.668558186)",1
61,JE188192,04/03/2021 12:58:00 PM,103XX S CALUMET AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,N,512,9.0,08A,1180407,1836439,41.70644688,-87.614965468,"(41.70644688, -87.614965468)",49
62,JE188123,04/03/2021 12:00:00 PM,039XX W MADISON ST,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,N,N,1122,28.0,26,1150223,1899725,41.880751096,-87.723855981,"(41.880751096, -87.723855981)",26
63,JE187186,04/02/2021 02:00:00 AM,001XX N CLARK ST,0610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,N,N,122,42.0,05,1175523,1901017,41.883765812,-87.63091811,"(41.883765812, -87.63091811)",32
64,JE187839,04/03/2021 02:13:00 AM,057XX S TALMAN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,824,16.0,15,1159690,1866401,41.789116493,-87.690010236,"(41.789116493, -87.690010236)",63
65,JE381412,09/20/2021 09:45:00 PM,002XX W ONTARIO ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,1831,42.0,15,1174523,1904441,41.893183866,-87.634487765,"(41.893183866, -87.634487765)",8
66,JE187994,04/03/2021 07:54:00 AM,006XX N LAMON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,N,Y,1532,37.0,14,1143572,1903963,41.892507688,-87.748172063,"(41.892507688, -87.748172063)",25
67,JE461874,11/30/2021 09:10:00 PM,109XX S DOTY AVE W,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,Y,N,513,9.0,08B,1185440,1832668,41.695982095,-87.59665314200001,"(41.695982095, -87.596653142)",50
68,JE222071,05/05/2021 04:30:00 AM,054XX S CORNELL AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,N,N,234,5.0,04A,1188189,1869081,41.795837911,-87.58542939700001,"(41.795837911, -87.585429397)",41
69,JE396746,10/03/2021 01:30:00 AM,004XX N WABASH AVE,0460,BATTERY,SIMPLE,STREET,N,N,1834,42.0,08B,1176659,1903440,41.890389063,-87.626673392,"(41.890389063, -87.626673392)",8
70,JF137294,02/08/2022 03:45:00 AM,077XX S ADA ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,612,17.0,14,1168787,1853358,41.753133218,-87.657030586,"(41.753133218, -87.657030586)",71
71,JE188093,04/03/2021 10:30:00 AM,019XX N CICERO AVE,0460,BATTERY,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2533,36.0,08B,1144087,1912517,41.915971151,-87.746065586,"(41.915971151, -87.746065586)",19
72,JE187850,04/03/2021 02:30:00 AM,041XX W 21ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,1012,24.0,08B,1149205,1889771,41.853455918,-87.727851822,"(41.853455918, -87.727851822)",29
73,JF159593,02/27/2022 09:00:00 AM,081XX S KEDZIE AVE,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,834,18.0,06,1156464,1850404,41.745283908000005,-87.70226935,"(41.745283908, -87.70226935)",70
74,JE381262,09/20/2021 06:54:00 PM,034XX W 55TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,822,14.0,15,1154564,1867937,41.793435216,-87.70876482,"(41.793435216, -87.70876482)",63
75,JE188078,04/03/2021 11:30:00 AM,038XX S DR MARTIN LUTHER KING JR DR,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,Y,N,212,4.0,06,1179489,1879516,41.824675709,-87.617013434,"(41.824675709, -87.617013434)",35
76,JE189033,04/03/2021 05:00:00 PM,079XX S CLYDE AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,414,8.0,06,1191580,1852675,41.750736985,-87.57352616600001,"(41.750736985, -87.573526166)",46
77,JE463391,11/30/2021 02:30:00 PM,052XX W NORTH AVE,0265,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER,COMMERCIAL / BUSINESS OFFICE,N,N,2532,37.0,02,1141096,1910133,41.909484866,-87.75711332,"(41.909484866, -87.75711332)",25
78,JE462070,11/30/2021 05:30:00 PM,020XX W 69TH PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,735,17.0,07,1163862,1858562,41.767518551,-87.67493290799999,"(41.767518551, -87.674932908)",67
79,JF104813,01/02/2022 08:00:00 AM,114XX S CHAMPLAIN AVE,0810,THEFT,OVER $500,STREET,N,N,531,9.0,06,1182622,1829208,41.686553064,-87.607077575,"(41.686553064, -87.607077575)",50
80,JE221659,05/05/2021 06:00:00 PM,060XX S ARCHER AVE,0560,ASSAULT,SIMPLE,RESTAURANT,N,N,811,23.0,08A,1138535,1868368,41.79492248,-87.76753240200001,"(41.79492248, -87.767532402)",56
81,JE187859,04/03/2021 01:33:00 AM,040XX N LAVERGNE AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,Y,N,1624,45.0,07,1142307,1926296,41.95381534,-87.75226216200001,"(41.95381534, -87.752262162)",15
82,JE363514,09/05/2021 11:59:00 AM,027XX S DRAKE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1032,22.0,14,1153142,1885665,41.842111470999996,-87.713510304,"(41.842111471, -87.713510304)",30
83,JE362143,09/05/2021 04:34:00 AM,083XX S DR MARTIN LUTHER KING JR DR,0610,BURGLARY,FORCIBLE ENTRY,CLEANING STORE,N,N,632,6.0,05,1180364,1849889,41.743356333,-87.614711765,"(41.743356333, -87.614711765)",44
84,JF139791,02/08/2022 06:00:00 PM,015XX W 78TH ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,612,17.0,05,1167306,1853003,41.752190866999996,-87.662468031,"(41.752190867, -87.662468031)",71
85,JE193442,03/22/2021 10:24:00 AM,075XX N BELL AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,2411,49.0,06,1160011,1950101,42.018789374,-87.68651916399999,"(42.018789374, -87.686519164)",2
86,JE188417,04/03/2021 03:47:00 PM,033XX S HALSTED ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESTAURANT,Y,N,913,11.0,04A,1171508,1882943,41.834258578000004,-87.646192596,"(41.834258578, -87.646192596)",60
87,JE188191,04/03/2021 01:05:00 PM,031XX E 91ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,424,10.0,08B,1198780,1845226,41.730118871,-87.547391801,"(41.730118871, -87.547391801)",46
88,JE188367,04/03/2021 04:01:00 PM,040XX W MONTROSE AVE,0460,BATTERY,SIMPLE,SIDEWALK,N,N,1722,39.0,08B,1148853,1928939,41.960943618,-87.72812949799999,"(41.960943618, -87.728129498)",14
89,JE188537,04/03/2021 05:30:00 PM,111XX S MICHIGAN AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,531,9.0,06,1178789,1831299,41.692378887,-87.621046145,"(41.692378887, -87.621046145)",49
90,JE188661,04/03/2021 07:00:00 PM,122XX S GREEN ST,0560,ASSAULT,SIMPLE,RESIDENCE,N,N,524,34.0,08A,1172874,1823735,41.671754235,-87.642923771,"(41.671754235, -87.642923771)",53
91,JE461923,11/30/2021 11:13:00 PM,076XX S YATES BLVD,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,414,7.0,15,1193525,1854868,41.756707398,-87.566327248,"(41.756707398, -87.566327248)",43
92,JE431761,11/01/2021 06:00:00 PM,061XX W SCHUBERT AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2512,30.0,07,1135037,1917301,41.929264244,-87.779201669,"(41.929264244, -87.779201669)",19
93,JE461705,11/30/2021 06:00:00 PM,001XX E 58TH ST,0560,ASSAULT,SIMPLE,STREET,N,Y,232,20.0,08A,1178280,1866596,41.789249657,-87.62184124299999,"(41.789249657, -87.621841243)",40
94,JE381468,09/20/2021 09:58:00 PM,114XX S PARNELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,2233,34.0,08B,1174683,1829064,41.686337893,-87.63614504,"(41.686337893, -87.63614504)",49
95,JE188568,04/03/2021 06:33:00 PM,013XX S SPAULDING AVE,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,N,N,1021,24.0,06,1154577,1893618,41.86390688,-87.70803171600001,"(41.86390688, -87.708031716)",29
96,JE429694,11/01/2021 04:26:00 AM,073XX S KENWOOD AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE - HANDGUN,SIDEWALK,Y,N,324,8.0,15,1186476,1856701,41.761906875,-87.592102276,"(41.761906875, -87.592102276)",43
97,JE429610,11/01/2021 12:40:00 AM,037XX N BROADWAY,0460,BATTERY,SIMPLE,BAR OR TAVERN,N,N,1925,46.0,08B,1170406,1925185,41.950197458000005,-87.648999894,"(41.950197458, -87.648999894)",6
98,JE432641,11/01/2021 05:00:00 PM,021XX W ARTHUR AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,N,2412,50.0,06,1160625,1943125,41.999634284,-87.68445431,"(41.999634284, -87.68445431)",2
99,JF102136,01/03/2022 11:00:00 AM,025XX N MARMORA AVE,0810,THEFT,OVER $500,STREET,N,N,2515,30.0,06,1136632,1916210,41.926241982,-87.77336660700001,"(41.926241982, -87.773366607)",19
100,JF139750,02/08/2022 09:00:00 AM,053XX W FLETCHER ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,N,N,2514,30.0,05,1140142,1920424,41.937742009000004,-87.760365346,"(41.937742009, -87.760365346)",19
101,JE187970,04/03/2021 08:47:00 AM,080XX S LAFAYETTE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,623,17.0,08B,1177333,1851793,41.748650061,-87.625760085,"(41.748650061, -87.625760085)",44
102,JE188237,04/03/2021 12:33:00 PM,069XX S LAFLIN ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,734,16.0,05,1167536,1858631,41.767629931,-87.66146410200001,"(41.767629931, -87.661464102)",67
103,JE220723,05/05/2021 03:31:00 PM,005XX W MELROSE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1925,44.0,08B,1172155,1921906,41.941161268,-87.64266791700001,"(41.941161268, -87.642667917)",6
104,JE188722,04/03/2021 10:14:00 PM,034XX W MONROE ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,Y,N,1123,28.0,15,1153524,1899323,41.879582998000004,-87.711745595,"(41.879582998, -87.711745595)",27
105,JE188734,04/03/2021 10:20:00 PM,057XX S ELIZABETH ST,0460,BATTERY,SIMPLE,RESIDENCE,N,N,713,16.0,08B,1168971,1866645,41.789590448,-87.65597280899999,"(41.789590448, -87.655972809)",67
106,JE362689,09/05/2021 03:15:00 PM,0000X E MONROE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,HOTEL / MOTEL,Y,N,112,42.0,11,1176591,1899936,41.880775433000004,-87.627029031,"(41.880775433, -87.627029031)",32
107,JE362241,09/05/2021 07:34:00 AM,007XX W ALDINE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1925,44.0,14,1170703,1922133,41.941816143000004,-87.64799786200001,"(41.941816143, -87.647997862)",6
108,JE381665,09/20/2021 11:00:00 PM,002XX W ONTARIO ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1831,42.0,07,1174494,1904440,41.89318177,-87.6345943,"(41.89318177, -87.6345943)",8
109,JE192262,03/29/2021 12:00:00 AM,067XX W DEVON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,N,N,1611,41.0,14,1130264,1942018,41.9971736,-87.796171947,"(41.9971736, -87.796171947)",10
