CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JE481104,12/17/2021 06:51:00 PM,0000X S CLARK ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,COMMERCIAL / BUSINESS OFFICE,Y,Y,112,42,08B,1175543,1900196,41.881512491,-87.630869346,"(41.881512491, -87.630869346)"
JE436455,11/06/2021 08:52:00 PM,028XX N CLYBOURN AVE,1330,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,N,N,1931,32,26,1162340,1918779,41.932791929,-87.678829433,"(41.932791929, -87.678829433)"
JE481203,12/17/2021 06:30:00 PM,0000X E 11TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,123,4,07,1177126,1895753,41.869284939,-87.625191299,"(41.869284939, -87.625191299)"
JE480201,12/17/2021 02:45:00 AM,114XX S INDIANA AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,531,9,06,1179611,1829249,41.686734702,-87.618099007,"(41.686734702, -87.618099007)"
JE436847,11/06/2021 11:34:00 PM,054XX W MADISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,1522,29,08B,1139716,1899481,41.880279804,-87.762443285,"(41.880279804, -87.762443285)"
JE481111,12/17/2021 07:14:00 PM,026XX S CHRISTIANA AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,1032,12,06,1154459,1886183,41.843506743,-87.708663447,"(41.843506743, -87.708663447)"
JE481485,12/17/2021 08:00:00 PM,033XX N MARSHFIELD AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1922,47,06,1164729,1922247,41.942257928,-87.669951491,"(41.942257928, -87.669951491)"
JE314549,07/26/2021 09:30:00 AM,064XX N NORTHWEST HWY,0580,STALKING,SIMPLE,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,N,N,1611,41,08A,1126784,1942403,41.998289267,-87.808965094,"(41.998289267, -87.808965094)"
JF103726,01/05/2022 02:20:00 AM,106XX S LAWNDALE AVE,033A,ROBBERY,ATTEMPT ARMED - HANDGUN,STREET,N,N,2211,19,03,1153562,1833853,41.699922892,-87.713339652,"(41.699922892, -87.713339652)"
JE475391,12/12/2021 09:37:00 PM,042XX N MARINE DR,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,1915,46,14,1170986,1928779,41.960046783,-87.646762046,"(41.960046783, -87.646762046)"
JE481833,12/17/2021 07:15:00 PM,021XX N ELSTON AVE,0810,THEFT,OVER $500,DEPARTMENT STORE,N,N,1432,32,06,1164551,1914302,41.92046017,-87.67083136,"(41.92046017, -87.67083136)"
JE480479,12/17/2021 05:15:00 AM,073XX S DAMEN AVE,031A,ROBBERY,ARMED - HANDGUN,ALLEY,N,N,735,17,03,1164296,1855931,41.760289593,-87.67341609,"(41.760289593, -87.67341609)"
JF162295,03/03/2022 01:50:00 PM,022XX W TOUHY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,N,Y,2411,50,08B,1159935,1947716,42.012246448,-87.686865116,"(42.012246448, -87.686865116)"
JF161627,03/03/2022 05:00:00 AM,126XX S TORRENCE AVE,0560,ASSAULT,SIMPLE,FACTORY / MANUFACTURING BUILDING,N,N,433,10,08A,1195862,1821766,41.665814864,-87.558853882,"(41.665814864, -87.558853882)"
JE438380,11/06/2021 10:30:00 AM,055XX S DR MARTIN LUTHER KING JR DR,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,PARK PROPERTY,N,Y,233,20,08B,1179873,1868199,41.793612114,-87.615951236,"(41.793612114, -87.615951236)"
JE485579,12/15/2021 08:00:00 AM,117XX S MORGAN ST,0890,THEFT,FROM BUILDING,SCHOOL - PUBLIC BUILDING,N,N,524,34,06,1171767,1827035,41.680834251,-87.646879157,"(41.680834251, -87.646879157)"
JE436409,11/06/2021 07:30:00 PM,100XX W OHARE ST,0460,BATTERY,SIMPLE,OTHER COMMERCIAL TRANSPORTATION,N,N,1651,41,08B,1100658,1934241,41.976290414,-87.905227221,"(41.976290414, -87.905227221)"
JE437483,11/06/2021 10:00:00 AM,006XX S KEELER AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1132,24,06,1148488,1896905,41.873046325,-87.730299568,"(41.873046325, -87.730299568)"
JE465895,12/03/2021 10:00:00 PM,063XX S ARTESIAN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,825,16,07,1161126,1862627,41.778730518,-87.684849239,"(41.778730518, -87.684849239)"
JE450196,11/19/2021 10:03:00 AM,003XX E 132ND ST,0460,BATTERY,SIMPLE,APARTMENT,N,N,533,9,08B,1180795,1817919,41.655616434,-87.614110781,"(41.655616434, -87.614110781)"
JE453603,11/19/2021 01:30:00 PM,071XX W ARCHER AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,811,23,04A,1129460,1867227,41.791950446,-87.80083714,"(41.791950446, -87.80083714)"
JE436386,11/06/2021 06:25:00 PM,088XX S LOWE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,2223,21,08B,1173516,1846358,41.733820993,-87.639907371,"(41.733820993, -87.639907371)"
JE450162,11/19/2021 08:35:00 AM,028XX E 79TH ST,0560,ASSAULT,SIMPLE,STREET,N,N,421,7,08A,1196122,1853124,41.751857803,-87.556867599,"(41.751857803, -87.556867599)"
JE432280,10/12/2021 04:15:00 PM,028XX N Drake Ave,0810,THEFT,OVER $500,RESIDENCE,N,N,1412,35,06,1152222,1918879,41.933272271,-87.716009605,"(41.933272271, -87.716009605)"
JE432392,10/29/2021 12:30:00 PM,047XX N ROCKWELL ST,0820,THEFT,$500 AND UNDER,ALLEY,N,N,1911,40,06,1158180,1931437,41.96761238,-87.693769921,"(41.96761238, -87.693769921)"
JE426896,10/29/2021 01:00:00 PM,0000X E HARRISON ST,0890,THEFT,FROM BUILDING,HOTEL / MOTEL,N,N,123,42,06,1177081,1897625,41.874422837,-87.625299815,"(41.874422837, -87.625299815)"
JE426810,10/29/2021 02:30:00 PM,011XX W DIVISION ST,0870,THEFT,POCKET-PICKING,SMALL RETAIL STORE,N,N,1822,27,06,1168476,1908159,41.903519306,-87.656588302,"(41.903519306, -87.656588302)"
JE480386,12/17/2021 11:25:00 AM,005XX E 79TH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,624,6,06,1181026,1852740,41.751164599,-87.612198632,"(41.751164599, -87.612198632)"
JE435847,11/06/2021 09:31:00 AM,064XX S PEORIA ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENCE - YARD (FRONT / BACK),N,N,723,16,15,1171413,1862175,41.777271109,-87.647149558,"(41.777271109, -87.647149558)"
JE483571,12/17/2021 06:41:00 PM,009XX N Michigan Ave,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1833,2,06,1177320,1906851,41.899734047,-87.624142375,"(41.899734047, -87.624142375)"
JE481223,12/17/2021 11:00:00 PM,046XX N BEACON ST,0460,BATTERY,SIMPLE,APARTMENT,N,N,1913,46,08B,1166304,1930839,41.96580115,-87.663916013,"(41.96580115, -87.663916013)"
JE484812,12/17/2021 12:00:00 AM,003XX W 112TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,522,34,14,1176148,1830658,41.69067941,-87.630734368,"(41.69067941, -87.630734368)"
JE480299,12/17/2021 07:35:00 AM,080XX S KENWOOD AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,STREET,N,N,411,8,04A,1186607,1851902,41.748734863,-87.591773761,"(41.748734863, -87.591773761)"
JE476536,12/13/2021 07:00:00 PM,049XX S WASHINGTON PARK CT,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,RESIDENCE - GARAGE,Y,N,223,4,03,1180088,1872321,41.804918321,-87.615036549,"(41.804918321, -87.615036549)"
JE480205,12/17/2021 01:00:00 AM,035XX S HALSTED ST,0320,ROBBERY,STRONG ARM - NO WEAPON,OTHER RAILROAD PROPERTY / TRAIN DEPOT,N,N,915,11,03,1171544,1881570,41.830490151,-87.646100807,"(41.830490151, -87.646100807)"
JE481013,12/17/2021 05:45:00 PM,031XX W ARMITAGE AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,N,N,1414,32,06,1155045,1913118,41.917407385,-87.70579017,"(41.917407385, -87.70579017)"
JE485851,12/06/2021 07:15:00 PM,118XX S Avenue O,0860,THEFT,RETAIL THEFT,DRUG STORE,N,N,433,10,06,1200937,1827157,41.680481664,-87.540099953,"(41.680481664, -87.540099953)"
JE437208,11/06/2021 12:15:00 PM,053XX S DREXEL AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,N,233,5,06,1183145,1869969,41.79839359,-87.603898124,"(41.79839359, -87.603898124)"
JE480450,12/17/2021 11:00:00 AM,034XX S DR MARTIN LUTHER KING JR DR,0560,ASSAULT,SIMPLE,LIBRARY,N,N,211,4,08A,1179379,1882201,41.832046069,-87.617334891,"(41.832046069, -87.617334891)"
JE480674,12/17/2021 12:55:00 PM,086XX S KEDZIE AVE,0460,BATTERY,SIMPLE,CAR WASH,N,N,834,18,08B,1156552,1847060,41.736105647,-87.702036786,"(41.736105647, -87.702036786)"
JE437722,11/06/2021 11:00:00 PM,034XX W 117TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - PORCH / HALLWAY,N,N,2211,19,14,1155606,1826813,41.680563159,-87.706042993,"(41.680563159, -87.706042993)"
JE439926,11/05/2021 10:14:00 PM,119XX S MICHIGAN AVE,2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,TAVERN / LIQUOR STORE,Y,N,532,9,22,1178981,1825999,41.677830552,-87.620503762,"(41.677830552, -87.620503762)"
JE485877,12/15/2021 02:00:00 AM,019XX S MICHIGAN AVE,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,131,3,06,1177518,1891016,41.856277428,-87.62389589,"(41.856277428, -87.62389589)"
JE481817,12/17/2021 08:00:00 PM,005XX N COLUMBUS DR,0890,THEFT,FROM BUILDING,HOTEL / MOTEL,N,N,1834,42,06,1178412,1903766,41.891243826,-87.620225683,"(41.891243826, -87.620225683)"
JE480172,12/17/2021 12:21:00 AM,020XX W 35TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,912,12,07,1163509,1881470,41.830388344,-87.675584296,"(41.830388344, -87.675584296)"
JE485952,07/01/2021 12:00:00 PM,017XX W EDMAIRE ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,N,2234,34,26,1166953,1828884,41.686012128,-87.664448321,"(41.686012128, -87.664448321)"
JE485807,10/18/2021 01:30:00 PM,026XX N ORCHARD ST,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,SCHOOL - PRIVATE GROUNDS,N,N,1935,43,02,1171150,1917755,41.929792911,-87.646483878,"(41.929792911, -87.646483878)"
JE447000,11/10/2021 05:55:00 PM,052XX S BLACKSTONE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,Y,234,4,08A,1186800,1870814,41.80062644,-87.590467932,"(41.80062644, -87.590467932)"
JE450921,11/19/2021 09:40:00 PM,060XX S THROOP ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,713,16,08B,1168694,1864653,41.784130147,-87.657045934,"(41.784130147, -87.657045934)"
JE450090,11/19/2021 08:32:00 AM,0000X W 111TH ST,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,Y,N,513,34,26,1178040,1831365,41.692576964,-87.623786349,"(41.692576964, -87.623786349)"
JE469849,11/17/2021 05:50:00 PM,085XX W BRYN MAWR AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1614,41,06,1118388,1936070,41.981047745,-87.839986199,"(41.981047745, -87.839986199)"
JE450095,11/19/2021 01:00:00 AM,017XX N CICERO AVE,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2533,37,06,1144138,1910955,41.9116839,-87.745917518,"(41.9116839, -87.745917518)"
JE432830,08/23/2021 04:30:00 PM,0000X S WABASH AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER (SPECIFY),N,N,112,42,11,1176813,1900286,41.881730836,-87.626203285,"(41.881730836, -87.626203285)"
JE426304,10/29/2021 06:00:00 AM,017XX S PAULINA ST,031A,ROBBERY,ARMED - HANDGUN,STREET,N,N,1234,25,03,1165314,1891700,41.858422352,-87.668671214,"(41.858422352, -87.668671214)"
JE484603,12/17/2021 03:40:00 AM,022XX W GARFIELD BLVD,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,932,16,06,1162241,1868144,41.79384675,-87.680608,"(41.79384675, -87.680608)"
JE481232,12/17/2021 11:40:00 PM,051XX S INDIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,Y,Y,231,3,08B,1178468,1871084,41.80156088,-87.621015557,"(41.80156088, -87.621015557)"
JE481174,12/17/2021 09:50:00 PM,084XX S MARYLAND AVE,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,N,Y,632,8,04A,1183362,1849239,41.741503434,-87.603747222,"(41.741503434, -87.603747222)"
JE485924,12/16/2021 08:10:00 PM,011XX E 46TH ST,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,222,4,06,1184679,1874739,41.811446972,-87.598123087,"(41.811446972, -87.598123087)"
JE486098,05/09/2021 11:50:00 PM,076XX S OGLESBY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,414,7,08B,1193197,1854669,41.756169345,-87.567535777,"(41.756169345, -87.567535777)"
JE480143,12/17/2021 12:33:00 AM,079XX S GREEN ST,0460,BATTERY,SIMPLE,APARTMENT,N,N,621,17,08B,1172016,1852202,41.749890743,-87.64523144,"(41.749890743, -87.64523144)"
JE480162,12/17/2021 01:05:00 AM,067XX S JEFFERY BLVD,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,N,N,331,5,26,1190704,1860699,41.772776688,-87.576477486,"(41.772776688, -87.576477486)"
JE481274,12/17/2021 11:20:00 PM,091XX S STONY ISLAND AVE,0560,ASSAULT,SIMPLE,RESTAURANT,Y,N,413,8,08A,1188390,1844597,41.728646864,-87.585472909,"(41.728646864, -87.585472909)"
JE480431,12/17/2021 09:00:00 AM,019XX S LEAVITT ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1234,25,08B,1162010,1890493,41.855179771,-87.680832666,"(41.855179771, -87.680832666)"
JE480393,12/17/2021 09:26:00 AM,042XX N LINCOLN AVE,0460,BATTERY,SIMPLE,OTHER (SPECIFY),N,N,1911,47,08B,1161505,1928056,41.958265994,-87.681638768,"(41.958265994, -87.681638768)"
JE481137,12/17/2021 08:25:00 PM,053XX W MADISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,1522,29,08B,1140616,1899502,41.880320955,-87.759138019,"(41.880320955, -87.759138019)"
JE481187,12/17/2021 03:00:00 PM,107XX S LAFAYETTE AVE,0460,BATTERY,SIMPLE,STREET,N,N,513,34,08B,1177828,1833803,41.699271976,-87.624489055,"(41.699271976, -87.624489055)"
JE480204,12/17/2021 03:20:00 AM,011XX W TAYLOR ST,0610,BURGLARY,FORCIBLE ENTRY,TAVERN / LIQUOR STORE,N,N,1232,25,05,1168736,1895738,41.869429573,-87.655993399,"(41.869429573, -87.655993399)"
JE480519,12/17/2021 11:00:00 AM,080XX S HARPER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,411,8,08B,1187870,1852080,41.749193349,-87.587140079,"(41.749193349, -87.587140079)"
JE481186,12/17/2021 09:44:00 PM,049XX W BLOOMINGDALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,Y,2533,37,14,1142968,1911510,41.913228788,-87.750201927,"(41.913228788, -87.750201927)"
JE322255,08/02/2021 01:04:00 AM,056XX S ST LOUIS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,Y,N,822,14,01A,1154009,1866904,41.79061156,-87.710827405,"(41.79061156, -87.710827405)"
JE480872,12/17/2021 12:00:00 PM,061XX S DR MARTIN LUTHER KING JR DR,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,311,20,05,1179976,1864328,41.782987366,-87.615692028,"(41.782987366, -87.615692028)"
JE484837,11/30/2021 12:00:00 AM,067XX S CRANDON AVE,1790,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,APARTMENT,N,Y,331,5,26,1192485,1860644,41.772582569,-87.569950725,"(41.772582569, -87.569950725)"
JE480676,12/17/2021 09:00:00 AM,051XX S LOTUS AVE,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC BUILDING,N,N,814,14,08B,1140898,1869991,41.799333259,-87.758827342,"(41.799333259, -87.758827342)"
JE481318,12/17/2021 10:00:00 PM,050XX W CORNELIA AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,Y,1634,31,06,1142144,1922800,41.944225027,-87.752948403,"(41.944225027, -87.752948403)"
JE481069,12/17/2021 10:31:00 AM,083XX S STEWART AVE,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,N,N,622,21,08A,1175078,1849610,41.742710224,-87.634088181,"(41.742710224, -87.634088181)"
JE481032,12/17/2021 06:20:00 PM,013XX S CANAL ST,0820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,N,N,124,11,06,1173336,1893976,41.864493678,-87.639158,"(41.864493678, -87.639158)"
JE483346,12/17/2021 11:00:00 PM,014XX N LINDER AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,2532,37,06,1139415,1908966,41.906313304,-87.763317162,"(41.906313304, -87.763317162)"
JE464305,12/03/2021 02:18:00 AM,015XX E 84TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,Y,412,8,14,1187934,1849258,41.741447983,-87.586995252,"(41.741447983, -87.586995252)"
JE464268,12/03/2021 01:26:00 AM,026XX E 76TH ST,033A,ROBBERY,ATTEMPT ARMED - HANDGUN,GAS STATION,N,N,421,7,03,1195685,1855095,41.757277185,-87.558403912,"(41.757277185, -87.558403912)"
JE449987,11/19/2021 04:00:00 AM,074XX N RIDGE BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,2424,49,08B,1160600,1949495,42.017114262,-87.68436864,"(42.017114262, -87.68436864)"
JE451716,11/19/2021 08:00:00 AM,007XX W 111TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2233,34,07,1173447,1831254,41.692374956,-87.640605331,"(41.692374956, -87.640605331)"
JE450819,11/19/2021 05:30:00 PM,069XX S LOOMIS BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,734,6,08B,1168194,1858757,41.767961562,-87.659048619,"(41.767961562, -87.659048619)"
JE481056,12/17/2021 06:00:00 PM,001XX S PULASKI RD,0820,THEFT,$500 AND UNDER,STREET,N,N,1122,28,06,1149743,1899280,41.879539307,-87.725630086,"(41.879539307, -87.725630086)"
JE480901,12/17/2021 03:00:00 PM,070XX S WOLCOTT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - YARD (FRONT / BACK),N,N,735,17,14,1164903,1858027,41.766028507,-87.671132276,"(41.766028507, -87.671132276)"
JE480348,12/17/2021 07:47:00 AM,054XX S WABASH AVE,0560,ASSAULT,SIMPLE,STREET,Y,Y,225,3,08A,1177641,1868927,41.795660635,-87.62411372,"(41.795660635, -87.62411372)"
JE436573,11/06/2021 11:55:00 PM,009XX W BELMONT AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESTAURANT,Y,N,1924,44,04A,1169537,1921439,41.939937278,-87.652303638,"(41.939937278, -87.652303638)"
JE481067,12/17/2021 07:11:00 PM,017XX W 48TH ST,041A,BATTERY,AGGRAVATED - HANDGUN,APARTMENT,N,N,931,15,04B,1165647,1872873,41.806752043,-87.667984156,"(41.806752043, -87.667984156)"
JE480909,12/17/2021 12:58:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,111,42,06,1176338,1901346,41.884650262,-87.627915459,"(41.884650262, -87.627915459)"
JE480144,12/17/2021 12:42:00 AM,005XX E 41ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,214,4,08B,1180603,1877928,41.820292556,-87.612975392,"(41.820292556, -87.612975392)"
JE435960,11/06/2021 12:21:00 PM,005XX E 89TH ST,031A,ROBBERY,ARMED - HANDGUN,ALLEY,N,N,632,9,03,1181408,1846089,41.732904706,-87.611003385,"(41.732904706, -87.611003385)"
JE483710,12/17/2021 05:00:00 PM,027XX N HAMPDEN CT,0460,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,N,N,1935,43,08B,1172369,1918405,41.931549654,-87.641985159,"(41.931549654, -87.641985159)"
JE480546,12/17/2021 10:00:00 AM,019XX W HOOD AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,N,Y,2413,40,02,1162490,1940767,41.993124874,-87.677659877,"(41.993124874, -87.677659877)"
JE480818,12/17/2021 01:47:00 PM,008XX N PULASKI RD,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1112,37,06,1149574,1905214,41.895826124,-87.726096446,"(41.895826124, -87.726096446)"
JE441910,10/30/2021 01:00:00 AM,060XX W 64TH ST,0810,THEFT,OVER $500,STREET,N,N,812,13,06,1137189,1861474,41.776028311,-87.772633144,"(41.776028311, -87.772633144)"
JE481050,12/17/2021 06:15:00 PM,012XX S KOSTNER AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,1011,24,04A,1147241,1894140,41.86548278,-87.73494871,"(41.86548278, -87.73494871)"
JE436346,11/06/2021 06:13:00 PM,043XX S HONORE ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,924,15,04B,1164741,1875985,41.815310929,-87.671219136,"(41.815310929, -87.671219136)"
JF104539,01/05/2022 10:47:00 PM,071XX S RIDGEWAY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,833,13,08B,1152603,1856969,41.763376194,-87.716244325,"(41.763376194, -87.716244325)"
JF141289,02/11/2022 01:30:00 AM,006XX W WAYMAN ST,0810,THEFT,OVER $500,STREET,N,N,1214,42,06,1171706,1902341,41.88748383,-87.644895356,"(41.88748383, -87.644895356)"
JE436766,11/06/2021 03:00:00 PM,0000X E SUPERIOR ST,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,N,N,1833,42,05,1176716,1905378,41.895705744,-87.626405424,"(41.895705744, -87.626405424)"
JF104048,01/05/2022 02:00:00 AM,042XX W ADAMS ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1115,28,07,1148252,1898676,41.877910702,-87.731120423,"(41.877910702, -87.731120423)"
JE486120,11/11/2021 03:00:00 AM,024XX W 63RD ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,SMALL RETAIL STORE,N,N,825,16,11,1161320,1862817,41.779247887,-87.684132758,"(41.779247887, -87.684132758)"
JE480929,12/17/2021 04:45:00 PM,014XX N WESTERN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOSPITAL BUILDING / GROUNDS,N,Y,1424,1,08B,1160147,1909510,41.907402786,-87.687145162,"(41.907402786, -87.687145162)"
JE470613,11/01/2021 09:00:00 AM,009XX E 60TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,235,20,07,1183236,1865417,41.785900395,-87.603706086,"(41.785900395, -87.603706086)"
JE455476,11/15/2021 08:00:00 AM,043XX S MICHIGAN AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,Y,215,3,26,1177883,1876224,41.815678779,-87.623005155,"(41.815678779, -87.623005155)"
JE450644,11/19/2021 03:20:00 PM,075XX S COLFAX AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,421,7,14,1194836,1855409,41.758159768,-87.561504981,"(41.758159768, -87.561504981)"
JE464491,12/03/2021 08:15:00 AM,071XX S JEFFERY BLVD,0560,ASSAULT,SIMPLE,STREET,N,Y,333,5,08A,1190776,1858184,41.76587359,-87.576294705,"(41.76587359, -87.576294705)"
