CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JF151209,02/21/2022 10:04:00 AM,013XX S HOMAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,N,Y,1021,24,14,1153919,1893396,41.863310813,-87.710453129,"(41.863310813, -87.710453129)"
JF151924,02/21/2022 12:00:00 AM,019XX S MAY ST,0810,THEFT,OVER $500,APARTMENT,N,N,1235,25,06,1169097,1891008,41.856442245,-87.654805322,"(41.856442245, -87.654805322)"
JF150982,02/21/2022 12:34:00 AM,001XX W 35TH ST,0460,BATTERY,SIMPLE,CTA TRAIN,N,N,915,11,08B,1175739,1881773,41.830954079,-87.630703226,"(41.830954079, -87.630703226)"
JE219765,05/03/2021 08:00:00 PM,046XX N POTAWATOMIE AVE,0810,THEFT,OVER $500,STREET,N,N,1614,38,06,1117672,1929891,41.964103109,-87.84274962,"(41.964103109, -87.84274962)"
JF150947,02/21/2022 12:31:00 AM,052XX W IOWA ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,1524,37,15,1141048,1905489,41.896742076,-87.757404189,"(41.896742076, -87.757404189)"
JF151951,02/21/2022 08:47:00 PM,002XX S STATE ST,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,CTA TRAIN,Y,N,113,42,18,1176417,1899156,41.878638996,-87.627691486,"(41.878638996, -87.627691486)"
JF115525,01/17/2022 12:00:00 AM,026XX W GREENLEAF AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2411,50,08B,1157411,1946673,42.00943635,-87.696180685,"(42.00943635, -87.696180685)"
JF152546,02/21/2022 06:55:00 PM,078XX S SAWYER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,835,18,08B,1156075,1852433,41.750859635,-87.703640316,"(41.750859635, -87.703640316)"
JF151443,02/21/2022 12:00:00 PM,097XX S CHAPPEL AVE,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",RESIDENCE,N,Y,431,7,04B,1191547,1840835,41.718247711,-87.574029863,"(41.718247711, -87.574029863)"
JF151058,02/21/2022 05:11:00 AM,072XX W IRVING PARK RD,0610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,N,N,1631,38,05,1127206,1925815,41.952762963,-87.807787031,"(41.952762963, -87.807787031)"
JE218972,05/03/2021 07:03:00 PM,100XX W OHARE ST,0460,BATTERY,SIMPLE,CTA STATION,N,N,1651,41,08B,1100658,1934241,41.976290414,-87.905227221,"(41.976290414, -87.905227221)"
JE234780,05/19/2021 12:17:00 AM,025XX E 83RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,423,7,08B,1194723,1850435,41.744513504,-87.562082512,"(41.744513504, -87.562082512)"
JF151950,02/21/2022 09:30:00 PM,028XX W WALTON ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,N,N,1211,26,03,1157079,1906081,41.898056183,-87.698508533,"(41.898056183, -87.698508533)"
JE218742,05/03/2021 07:05:00 PM,006XX E 81ST ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,631,6,15,1181878,1851434,41.747561155,-87.609116788,"(41.747561155, -87.609116788)"
JE256627,05/26/2021 10:20:00 AM,021XX N Clark St,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1814,43,06,1173602,1914491,41.920782106,-87.637570843,"(41.920782106, -87.637570843)"
JE418044,10/21/2021 07:35:00 PM,062XX S WESTERN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,Y,Y,825,16,08B,1161444,1863172,41.780219486,-87.683668326,"(41.780219486, -87.683668326)"
JE316614,07/27/2021 09:03:00 PM,012XX E 79TH ST,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,Y,N,411,8,18,1186039,1852870,41.751404565,-87.593824606,"(41.751404565, -87.593824606)"
JF115273,01/17/2022 07:10:00 AM,061XX N BROADWAY,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,2433,48,06,1167193,1940774,41.993043969,-87.660360363,"(41.993043969, -87.660360363)"
JF151986,02/21/2022 10:30:00 PM,020XX N DAMEN AVE,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,N,N,1432,32,06,1162706,1913430,41.918106256,-87.677634735,"(41.918106256, -87.677634735)"
JE218611,05/03/2021 05:04:00 PM,089XX S LOOMIS ST,2851,PUBLIC PEACE VIOLATION,ARSON THREAT,APARTMENT,N,N,2222,21,24,1168564,1845472,41.731497731,-87.658074565,"(41.731497731, -87.658074565)"
JF152170,02/21/2022 05:30:00 PM,060XX N NAGLE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,N,N,1611,41,07,1132612,1939750,41.990909269,-87.78758759,"(41.990909269, -87.78758759)"
JE234876,05/19/2021 04:26:00 AM,067XX S OGLESBY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,331,5,07,1192929,1860668,41.7726376,-87.568322393,"(41.7726376, -87.568322393)"
JE221987,05/03/2021 07:36:00 PM,054XX S ALBANY AVE,1751,OFFENSE INVOLVING CHILDREN,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,N,N,923,14,17,1156637,1868426,41.794735521,-87.701150056,"(41.794735521, -87.701150056)"
JE321514,07/23/2021 05:26:00 PM,002XX S DESPLAINES ST,0890,THEFT,FROM BUILDING,APARTMENT,N,N,121,42,06,1171966,1899235,41.878955035,-87.64403218,"(41.878955035, -87.64403218)"
JF150950,02/21/2022 12:04:00 AM,015XX N LUNA AVE,1330,CRIMINAL TRESPASS,TO LAND,ALLEY,Y,N,2532,37,26,1139055,1909637,41.908161164,-87.764623257,"(41.908161164, -87.764623257)"
JF151715,02/21/2022 01:45:00 PM,089XX S ESCANABA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,Y,Y,423,10,14,1196941,1846285,41.733070736,-87.554093346,"(41.733070736, -87.554093346)"
JE316180,07/27/2021 01:30:00 AM,105XX S CORLISS AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,512,9,05,1183438,1835407,41.70354502,-87.603898184,"(41.70354502, -87.603898184)"
JE316590,07/27/2021 08:45:00 PM,015XX W ROOSEVELT RD,0820,THEFT,$500 AND UNDER,GAS STATION,N,N,1233,28,06,1166240,1894783,41.866862652,-87.665184141,"(41.866862652, -87.665184141)"
JF151053,02/21/2022 12:15:00 AM,053XX S WABASH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,225,3,07,1177624,1869542,41.797348638,-87.624157454,"(41.797348638, -87.624157454)"
JE217783,05/03/2021 12:45:00 AM,107XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,513,9,08B,1180814,1833870,41.699387874,-87.613553689,"(41.699387874, -87.613553689)"
JE320333,07/26/2021 12:01:00 AM,048XX W BARRY AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,2521,31,11,1143575,1920174,41.93699233,-87.747754548,"(41.93699233, -87.747754548)"
JF151010,02/21/2022 03:15:00 AM,002XX W 37TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CHA APARTMENT,N,Y,915,3,14,1175050,1880426,41.827273233,-87.633271463,"(41.827273233, -87.633271463)"
JF150981,02/21/2022 01:34:00 AM,0000X E GRAND AVE,0810,THEFT,OVER $500,STREET,N,N,1834,42,06,1176367,1903908,41.891679873,-87.627731607,"(41.891679873, -87.627731607)"
JE287045,06/19/2021 08:44:00 AM,016XX W 37TH ST,4651,OTHER OFFENSE,SEX OFFENDER - FAIL TO REGISTER NEW ADDRESS,RESIDENCE,Y,N,912,12,26,1165805,1880191,41.826830085,-87.667196593,"(41.826830085, -87.667196593)"
JF151413,02/21/2022 01:30:00 PM,104XX S WESTERN AVE,0820,THEFT,$500 AND UNDER,RESTAURANT,N,N,2212,19,06,1162236,1835317,41.703764623,-87.6815382,"(41.703764623, -87.6815382)"
JE316050,07/27/2021 02:00:00 AM,075XX S COTTAGE GROVE AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,GAS STATION,N,N,624,6,05,1182871,1855089,41.757567866,-87.605364858,"(41.757567866, -87.605364858)"
JE303222,05/13/2021 04:32:00 AM,002XX E HURON ST,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,HOSPITAL BUILDING / GROUNDS,N,N,1834,42,17,1178046,1905133,41.895003278,-87.62152816,"(41.895003278, -87.62152816)"
JE319079,07/27/2021 03:34:00 PM,076XX S DAMEN AVE,1751,OFFENSE INVOLVING CHILDREN,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,N,N,611,18,17,1164352,1853949,41.754849524,-87.673266583,"(41.754849524, -87.673266583)"
JE315858,07/27/2021 10:36:00 AM,019XX E 67TH ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,N,N,332,5,15,1190615,1860945,41.77345388,-87.576795798,"(41.77345388, -87.576795798)"
JE415191,10/19/2021 09:40:00 AM,037XX W OGDEN AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1014,24,06,1151570,1889668,41.853127184,-87.719174068,"(41.853127184, -87.719174068)"
JE396494,10/03/2021 11:00:00 AM,034XX W 60TH ST,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,N,Y,823,23,20,1154543,1864622,41.78433879,-87.708930108,"(41.78433879, -87.708930108)"
JE315817,07/27/2021 10:20:00 AM,087XX S EXCHANGE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,423,10,08B,1197284,1847497,41.736388033,-87.552796535,"(41.736388033, -87.552796535)"
JE315578,07/27/2021 02:30:00 AM,0000X N HOMAN BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,N,N,1123,28,07,1153708,1900256,41.882139587,-87.71104513,"(41.882139587, -87.71104513)"
JE477750,12/14/2021 02:00:00 PM,0000X E CHICAGO AVE,0810,THEFT,OVER $500,RESTAURANT,N,N,1833,42,06,1176802,1905744,41.896708121,-87.626078488,"(41.896708121, -87.626078488)"
JE316203,07/27/2021 12:00:00 PM,0000X S MICHIGAN AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESTAURANT,N,N,112,42,11,1177318,1900243,41.881601409,-87.624350265,"(41.881601409, -87.624350265)"
JF133978,02/04/2022 04:44:00 PM,010XX W NORTH AVE,0810,THEFT,OVER $500,SMALL RETAIL STORE,N,N,1811,2,06,1169336,1910832,41.910835515,-87.653351515,"(41.910835515, -87.653351515)"
JE347529,08/23/2021 04:00:00 PM,041XX S MICHIGAN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,213,3,08A,1177845,1877581,41.819403364,-87.623103401,"(41.819403364, -87.623103401)"
JE381420,09/20/2021 09:13:00 PM,009XX E 133RD ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,533,9,04A,1185306,1817293,41.653794128,-87.597624398,"(41.653794128, -87.597624398)"
JE319324,06/30/2021 09:00:00 AM,020XX N KOSTNER AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,N,N,2522,36,26,1146729,1913130,41.917603229,-87.736343266,"(41.917603229, -87.736343266)"
JE315624,07/27/2021 05:45:00 AM,027XX S STATE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,133,3,08B,1176730,1886544,41.844023772,-87.626923253,"(41.844023772, -87.626923253)"
JE236442,05/19/2021 11:00:00 PM,009XX W 78TH ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,621,17,06,1171481,1853118,41.752416091,-87.647165138,"(41.752416091, -87.647165138)"
JE283769,06/29/2021 03:45:00 PM,117XX S MARSHFIELD AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,2234,34,06,1167515,1826950,41.680692908,-87.662446079,"(41.680692908, -87.662446079)"
JE251329,06/02/2021 03:13:00 PM,106XX S LA SALLE ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,512,34,08A,1177155,1834542,41.701315071,-87.626931073,"(41.701315071, -87.626931073)"
JE346714,08/23/2021 12:59:00 AM,069XX S INDIANA AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,322,6,04A,1178789,1859179,41.768885085,-87.620200454,"(41.768885085, -87.620200454)"
JF152486,02/21/2022 11:30:00 PM,096XX S MORGAN ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2223,21,07,1171351,1840769,41.71853157,-87.648001884,"(41.71853157, -87.648001884)"
JE347253,08/23/2021 02:00:00 PM,029XX N WISNER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,1412,35,08B,1152974,1919338,41.934516912,-87.713233841,"(41.934516912, -87.713233841)"
JE316365,07/27/2021 01:30:00 PM,010XX E 95TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,511,8,07,1184778,1842194,41.722138113,-87.598779414,"(41.722138113, -87.598779414)"
JE316340,07/27/2021 05:15:00 PM,069XX S MAY ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,Y,733,6,14,1169850,1858756,41.767923032,-87.652978649,"(41.767923032, -87.652978649)"
JE321295,07/25/2021 12:00:00 AM,046XX N KEYSTONE AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,N,Y,1722,39,08B,1148571,1930223,41.964472469,-87.729132998,"(41.964472469, -87.729132998)"
JE349857,08/23/2021 07:00:00 PM,036XX W FRANKLIN BLVD,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,SIDEWALK,N,N,1122,27,11,1152194,1903092,41.889951856,-87.716529717,"(41.889951856, -87.716529717)"
JF152530,02/21/2022 10:00:00 PM,011XX N MONTICELLO AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,N,Y,1112,27,08B,1151832,1907395,41.901766849,-87.717745768,"(41.901766849, -87.717745768)"
JE316719,07/27/2021 06:30:00 PM,078XX S CONSTANCE AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,N,N,414,8,04B,1189899,1853268,41.7524048,-87.579667016,"(41.7524048, -87.579667016)"
JE320132,07/23/2021 07:00:00 PM,022XX S KEDVALE AVE,0580,STALKING,SIMPLE,APARTMENT,N,N,1013,22,08A,1149179,1888832,41.850879687,-87.727971549,"(41.850879687, -87.727971549)"
JE316554,07/27/2021 08:15:00 PM,001XX N KEDZIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CTA BUS STOP,N,Y,1123,28,08B,1155018,1901002,41.884160519,-87.706214772,"(41.884160519, -87.706214772)"
JE217838,05/03/2021 03:10:00 AM,031XX W CHICAGO AVE,0560,ASSAULT,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1221,27,08A,1155074,1905156,41.895558372,-87.705897593,"(41.895558372, -87.705897593)"
JE362105,09/05/2021 03:59:00 AM,116XX S STEWART AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,N,N,522,34,15,1175716,1827708,41.682593817,-87.632403816,"(41.682593817, -87.632403816)"
JE218722,05/03/2021 01:30:00 PM,032XX N SOUTHPORT AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,N,N,1924,44,11,1166393,1921794,41.940979374,-87.663848576,"(41.940979374, -87.663848576)"
JE316016,07/27/2021 12:25:00 PM,076XX S ESSEX AVE,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,421,7,06,1194191,1854708,41.756252026,-87.563891772,"(41.756252026, -87.563891772)"
JF153289,02/21/2022 01:00:00 PM,003XX S RACINE AVE,0820,THEFT,$500 AND UNDER,CONSTRUCTION SITE,N,N,1232,25,06,1168435,1898697,41.877555811,-87.657012849,"(41.877555811, -87.657012849)"
JE219778,05/03/2021 12:00:00 AM,071XX S JEFFERY BLVD,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,333,5,06,1190784,1857875,41.765025476,-87.576275351,"(41.765025476, -87.576275351)"
JE218224,05/03/2021 12:00:00 PM,023XX W MARQUETTE RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,832,17,08B,1161802,1860172,41.771979642,-87.68243908,"(41.771979642, -87.68243908)"
JE316089,07/27/2021 12:00:00 PM,028XX N MASON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2514,30,08B,1136235,1918273,41.931910189,-87.774776035,"(41.931910189, -87.774776035)"
JE319811,07/24/2021 01:00:00 PM,045XX N CLARENDON AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,1914,46,11,1170091,1930547,41.96491786,-87.650000625,"(41.96491786, -87.650000625)"
JE349701,08/23/2021 10:00:00 AM,054XX N CENTRAL AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,N,N,1622,45,11,1137855,1935775,41.979908241,-87.768398683,"(41.979908241, -87.768398683)"
JE316466,07/27/2021 12:00:00 AM,016XX N FRANCISCO AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,Y,1421,1,26,1156880,1910843,41.911127557,-87.699110131,"(41.911127557, -87.699110131)"
JE316573,07/27/2021 12:00:00 AM,017XX S STATE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,POLICE FACILITY / VEHICLE PARKING LOT,N,N,131,3,14,1176607,1891853,41.858594819,-87.627214427,"(41.858594819, -87.627214427)"
JE218169,05/03/2021 11:50:00 AM,004XX W DIVISION ST,0560,ASSAULT,SIMPLE,GROCERY FOOD STORE,N,N,1821,27,08A,1173175,1908290,41.903775756,-87.639324074,"(41.903775756, -87.639324074)"
JE482405,12/13/2021 09:25:00 AM,032XX W 62ND PL,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,N,N,823,23,11,1155875,1863007,41.779880345,-87.704089757,"(41.779880345, -87.704089757)"
JE316402,07/27/2021 05:53:00 PM,019XX N LA CROSSE AVE,0325,ROBBERY,VEHICULAR HIJACKING,STREET,N,N,2533,36,03,1143752,1912431,41.915741446,-87.747298529,"(41.915741446, -87.747298529)"
JF151362,02/21/2022 11:50:00 AM,062XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,311,20,08B,1178263,1863570,41.780946398,-87.621995369,"(41.780946398, -87.621995369)"
JE218132,05/03/2021 11:20:00 AM,039XX W CERMAK RD,2820,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,N,N,1014,24,08A,1150248,1889087,41.851558692,-87.724041423,"(41.851558692, -87.724041423)"
JE316586,07/27/2021 09:00:00 PM,010XX W ADDISON ST,0460,BATTERY,SIMPLE,SPORTS ARENA / STADIUM,Y,N,1923,44,08B,1168634,1924088,41.947225886,-87.655545441,"(41.947225886, -87.655545441)"
JF155616,02/04/2022 11:00:00 AM,076XX S STEWART AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,621,17,04A,1174951,1854236,41.755407373,-87.634415828,"(41.755407373, -87.634415828)"
JF152185,02/21/2022 12:00:00 PM,076XX S MAY ST,0560,ASSAULT,SIMPLE,STREET,N,N,612,17,08A,1169978,1854041,41.754981686,-87.652646228,"(41.754981686, -87.652646228)"
JE367619,09/05/2021 12:00:00 AM,003XX W HURON ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1831,42,06,1174040,1905013,41.894764247,-87.63624456,"(41.894764247, -87.63624456)"
JF119855,01/17/2022 01:00:00 AM,002XX W 63RD ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,722,20,07,1175510,1863188,41.779960201,-87.632099778,"(41.779960201, -87.632099778)"
JE218583,05/03/2021 04:00:00 PM,074XX S EMERALD AVE,0560,ASSAULT,SIMPLE,SIDEWALK,N,N,732,6,08A,1172585,1855675,41.759408588,-87.643044272,"(41.759408588, -87.643044272)"
JE347461,08/23/2021 04:50:00 PM,051XX N PULASKI RD,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,PARK PROPERTY,N,N,1712,39,04B,1148792,1934103,41.97511518,-87.728219676,"(41.97511518, -87.728219676)"
JF151720,02/21/2022 08:00:00 AM,061XX N WINTHROP AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,N,N,2433,48,11,1167750,1940812,41.993136212,-87.658310422,"(41.993136212, -87.658310422)"
JF151197,02/21/2022 09:38:00 AM,062XX W WAVELAND AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,1633,36,06,1134129,1923951,41.947528635,-87.782381302,"(41.947528635, -87.782381302)"
JE347167,08/23/2021 12:45:00 PM,109XX S DOTY AVE W,0870,THEFT,POCKET-PICKING,DEPARTMENT STORE,N,N,513,9,06,1185440,1832668,41.695982095,-87.596653142,"(41.695982095, -87.596653142)"
JF152840,02/21/2022 07:00:00 PM,039XX W JACKSON BLVD,0810,THEFT,OVER $500,STREET,N,N,1132,28,06,1150243,1898399,41.877112015,-87.723817121,"(41.877112015, -87.723817121)"
JF116074,01/17/2022 10:00:00 PM,0000X E OAK ST,0560,ASSAULT,SIMPLE,SIDEWALK,N,N,1833,42,08A,1176535,1907221,41.900767115,-87.627014461,"(41.900767115, -87.627014461)"
JF151694,02/21/2022 02:27:00 PM,093XX S THROOP ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,N,N,2222,21,04B,1169299,1842908,41.724445884,-87.655455947,"(41.724445884, -87.655455947)"
JE218805,05/03/2021 08:31:00 PM,002XX W 115TH ST,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,N,Y,522,34,03,1176826,1828687,41.685255488,-87.628311233,"(41.685255488, -87.628311233)"
JE218740,05/03/2021 06:50:00 PM,001XX N DEARBORN ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,111,42,07,1175908,1901610,41.885384381,-87.629486511,"(41.885384381, -87.629486511)"
JF150444,02/20/2022 01:45:00 PM,122XX S MAY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,524,34,08B,1170877,1823666,41.671608561,-87.650234774,"(41.671608561, -87.650234774)"
JF151482,02/21/2022 02:20:00 PM,036XX N HALSTED ST,1330,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,Y,N,1923,44,26,1170273,1924431,41.948131367,-87.649510899,"(41.948131367, -87.649510899)"
JE331836,08/09/2021 04:15:00 PM,039XX N PONTIAC AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,N,N,1631,38,04B,1119684,1925216,41.951242476,-87.835451765,"(41.951242476, -87.835451765)"
JE220608,05/03/2021 10:00:00 PM,014XX E 68TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,332,5,14,1186852,1860189,41.771469359,-87.590613824,"(41.771469359, -87.590613824)"
JF155134,01/10/2022 08:21:00 AM,054XX S MARYLAND AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,N,Y,233,5,26,1182834,1869351,41.796704982,-87.605057809,"(41.796704982, -87.605057809)"
