,CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,community_id
44,JE207744,04/23/2021 01:10:00 PM,076XX S HERMITAGE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,N,N,611,17.0,14,1166009,1853941,41.754792525,-87.667194364,"(41.754792525, -87.667194364)",71
45,JE177889,03/23/2021 09:52:00 PM,035XX N BROADWAY,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,Y,N,1925,46.0,06,1171076,1923738,41.946212132,-87.646579678,"(41.946212132, -87.646579678)",6
46,JE177406,03/23/2021 01:55:00 PM,013XX N HUDSON AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,STREET,Y,N,1821,27.0,10,1173068,1909520,41.907153315,-87.639680572,"(41.907153315, -87.639680572)",8
47,JE180363,03/21/2021 09:30:00 AM,012XX W FOSTER AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,2033,47.0,05,1166881,1934668,41.976295664,-87.66168413700001,"(41.976295664, -87.661684137)",77
48,JE207626,04/23/2021 11:10:00 AM,009XX N DAMEN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1212,2.0,08B,1162902,1906185,41.89822134,-87.67711826,"(41.89822134, -87.67711826)",24
49,JE239648,05/23/2021 07:39:00 AM,066XX S KENWOOD AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,Y,321,5.0,05,1186208,1861294,41.774516813000005,-87.592939605,"(41.774516813, -87.592939605)",42
50,JE332521,08/10/2021 12:00:00 AM,021XX N MELVINA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2512,36.0,14,1134727,1913601,41.919116504,-87.780428515,"(41.919116504, -87.780428515)",19
51,JE177696,03/23/2021 05:10:00 PM,055XX W HUTCHINSON ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENCE,N,N,1624,38.0,15,1138736,1927712,41.957766668000005,-87.765355239,"(41.957766668, -87.765355239)",15
52,JE332962,08/10/2021 04:43:00 PM,052XX S MOZART ST,0560,ASSAULT,SIMPLE,RESIDENCE,N,Y,923,14.0,08A,1158261,1869843,41.798591034,-87.695156249,"(41.798591034, -87.695156249)",63
53,JE180408,03/23/2021 01:00:00 PM,026XX E 80TH ST,0560,ASSAULT,SIMPLE,APARTMENT,N,N,422,7.0,08A,1195046,1852432,41.74998548,-87.560833332,"(41.74998548, -87.560833332)",46
54,JE208207,04/23/2021 08:42:00 PM,024XX S LEAVITT ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,1034,25.0,04A,1162082,1887970,41.848254902,-87.680638782,"(41.848254902, -87.680638782)",31
55,JE194618,04/09/2021 04:22:00 PM,002XX W 70TH ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,Y,731,6.0,06,1176038,1858559,41.767245884,-87.630302793,"(41.767245884, -87.630302793)",69
56,JE180759,03/18/2021 11:30:00 AM,097XX S MERRION AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,431,7.0,14,1192686,1840744,41.717970357,-87.569861157,"(41.717970357, -87.569861157)",51
57,JE177846,03/23/2021 09:00:00 PM,081XX S WENTWORTH AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,Y,Y,622,21.0,06,1176402,1851032,41.746582742,-87.629194405,"(41.746582742, -87.629194405)",44
58,JE177259,03/23/2021 11:42:00 AM,045XX S STATE ST,0890,THEFT,FROM BUILDING,MEDICAL / DENTAL OFFICE,N,N,215,3.0,06,1177030,1875080,41.812558849,-87.626168624,"(41.812558849, -87.626168624)",38
59,JE178064,03/23/2021 01:15:00 PM,038XX W CONGRESS PKWY,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1133,28.0,07,1150697,1897420,41.87441667,-87.72217574700001,"(41.87441667, -87.722175747)",26
60,JE239458,05/23/2021 12:35:00 AM,069XX S CRANDON AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,APARTMENT,N,Y,331,5.0,03,1192521,1859491,41.769417774000004,-87.569856281,"(41.769417774, -87.569856281)",43
61,JE179389,03/20/2021 05:00:00 PM,028XX N CENTRAL AVE,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,SMALL RETAIL STORE,N,N,2514,31.0,11,1138547,1918373,41.932142953,-87.766277214,"(41.932142953, -87.766277214)",19
62,JE181701,03/22/2021 05:49:00 PM,004XX E BOWEN AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,214,3.0,05,1179822,1877577,41.819347316999995,-87.615851173,"(41.819347317, -87.615851173)",38
63,JF158648,02/02/2022 09:00:00 AM,021XX S ASHLAND AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,COMMERCIAL / BUSINESS OFFICE,N,N,1234,25.0,11,1166045,1889944,41.853588169,-87.66603807700001,"(41.853588169, -87.666038077)",31
64,JE176104,03/13/2021 09:00:00 AM,026XX N LAKEVIEW AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,1935,43.0,11,1173106,1917968,41.930334169,-87.63928983299999,"(41.930334169, -87.639289833)",7
65,JE177336,03/23/2021 12:47:00 PM,038XX W MADISON ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,N,N,1122,28.0,06,1150780,1899737,41.880773151999996,-87.721810393,"(41.880773152, -87.721810393)",26
66,JE180771,03/13/2021 09:30:00 PM,019XX S SAWYER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1022,24.0,14,1155002,1890301,41.854796158,-87.70656044399999,"(41.854796158, -87.706560444)",29
67,JE179813,03/19/2021 01:00:00 PM,021XX W HURON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1221,1.0,08B,1162030,1904654,41.894038412,-87.68036384,"(41.894038412, -87.68036384)",24
68,JF160975,03/01/2022 12:00:00 AM,013XX W HUBBARD ST,0810,THEFT,OVER $500,STREET,N,N,1215,27.0,06,1167800,1903215,41.889967243,-87.659214079,"(41.889967243, -87.659214079)",24
69,JE180346,03/20/2021 11:00:00 PM,032XX W DIVISION ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,N,1121,26.0,08B,1154451,1907797,41.902817999999996,-87.708115048,"(41.902818, -87.708115048)",23
70,JE239423,05/23/2021 12:07:00 AM,044XX S ELLIS AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,N,N,222,4.0,03,1183666,1875850,41.814519359,-87.60180397399999,"(41.814519359, -87.601803974)",39
71,JE207681,04/23/2021 11:55:00 AM,012XX W HOOD AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,N,N,2433,48.0,05,1166905,1940980,41.993615443,-87.66141378200001,"(41.993615443, -87.661413782)",77
72,JE177749,03/23/2021 06:57:00 PM,027XX N CALIFORNIA AVE,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1411,32.0,06,1157241,1918050,41.930896786999995,-87.697587655,"(41.930896787, -87.697587655)",22
73,JF160597,03/01/2022 08:06:00 PM,047XX S KILPATRICK AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,N,N,815,14.0,14,1145824,1872781,41.806897686999996,-87.740691624,"(41.806897687, -87.740691624)",56
74,JE180310,03/20/2021 11:00:00 PM,012XX S WABASH AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,GROCERY FOOD STORE,N,N,131,3.0,11,1176963,1894850,41.866810739,-87.625817031,"(41.866810739, -87.625817031)",33
75,JE178696,03/23/2021 11:30:00 PM,080XX S DREXEL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,N,N,631,8.0,14,1183627,1851969,41.748988677,-87.602691353,"(41.748988677, -87.602691353)",44
76,JE177783,03/23/2021 07:20:00 PM,108XX S EMERALD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,2233,34.0,11,1173240,1832940,41.697006165,-87.641313597,"(41.697006165, -87.641313597)",49
77,JE177573,03/23/2021 12:00:00 AM,029XX W BRYN MAWR AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,DRIVEWAY - RESIDENTIAL,N,N,2011,40.0,26,1155570,1937062,41.983100745,-87.703214534,"(41.983100745, -87.703214534)",4
78,JE178344,03/23/2021 08:00:00 PM,037XX W 64TH PL,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,823,23.0,06,1152617,1861577,41.776021004,-87.7160718,"(41.776021004, -87.7160718)",65
79,JE176931,03/23/2021 12:50:00 AM,067XX S PARNELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,722,6.0,08B,1173729,1860314,41.772113286999996,-87.638714258,"(41.772113287, -87.638714258)",68
80,JE179280,03/20/2021 07:20:00 PM,013XX N PULASKI RD,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,SMALL RETAIL STORE,N,N,2534,27.0,11,1149466,1908864,41.905844191999996,-87.72639826700001,"(41.905844192, -87.726398267)",23
81,JE240018,05/23/2021 02:28:00 PM,016XX S HOMAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,1021,24.0,14,1153973,1891485,41.858065739000004,-87.710305805,"(41.858065739, -87.710305805)",29
82,JE177372,03/23/2021 01:05:00 PM,022XX N NAGLE AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,N,Y,2512,36.0,04A,1133047,1914258,41.920948948,-87.78658575600001,"(41.920948948, -87.786585756)",19
83,JF159335,03/01/2022 12:26:00 AM,075XX S EGGLESTON AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,APARTMENT,N,Y,621,6.0,26,1174602,1854836,41.757061619,-87.63567698700001,"(41.757061619, -87.635676987)",69
84,JF159338,03/01/2022 12:10:00 AM,075XX S EGGLESTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,621,6.0,08B,1174602,1854836,41.757061619,-87.63567698700001,"(41.757061619, -87.635676987)",69
85,JF140608,02/10/2022 08:28:00 PM,003XX E 69TH PL,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,N,N,322,6.0,26,1179570,1859008,41.768398037,-87.61734293,"(41.768398037, -87.61734293)",69
86,JE239808,05/23/2021 10:15:00 AM,048XX W GREGORY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1621,39.0,08B,1142877,1936219,41.981034236999996,-87.74991835799999,"(41.981034237, -87.749918358)",12
87,JE177011,03/23/2021 06:42:00 AM,038XX N WHIPPLE ST,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,N,N,1733,33.0,04A,1155370,1925349,41.950963625,-87.70426638299999,"(41.950963625, -87.704266383)",16
88,JE338294,08/04/2021 05:00:00 PM,045XX S MARSHFIELD AVE,1752,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,N,N,924,15.0,17,1166099,1874557,41.811363517,-87.666278426,"(41.811363517, -87.666278426)",61
89,JE445728,11/15/2021 06:30:00 AM,012XX W 80TH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,N,N,612,21.0,11,1169249,1851729,41.748653043000004,-87.655384571,"(41.748653043, -87.655384571)",71
90,JE239810,05/23/2021 11:00:00 AM,0000X N WABASH AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA PLATFORM,N,N,112,42.0,14,1176805,1900577,41.882529536999996,-87.62622385600001,"(41.882529537, -87.626223856)",32
91,JE241161,05/22/2021 11:15:00 AM,062XX S DR MARTIN LUTHER KING JR DR,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,STREET,Y,N,311,20.0,11,1179990,1863787,41.781502489,-87.615657255,"(41.781502489, -87.615657255)",40
92,JE255607,06/06/2021 08:48:00 AM,075XX S UNION AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE - HANDGUN,STREET,N,N,621,6.0,15,1172937,1854978,41.757488175,-87.641774741,"(41.757488175, -87.641774741)",68
93,JE177883,03/23/2021 10:15:00 PM,090XX S LAFLIN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2221,21.0,08B,1167918,1844890,41.72991452,-87.66045778200001,"(41.72991452, -87.660457782)",73
94,JE240136,05/23/2021 04:10:00 PM,047XX N KENNETH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,AUTO / BOAT / RV DEALERSHIP,N,Y,1722,39.0,08B,1145608,1931022,41.966721804,-87.74000689200001,"(41.966721804, -87.740006892)",16
95,JE177401,03/23/2021 12:05:00 PM,014XX W HIGHLAND AVE,0810,THEFT,OVER $500,RESIDENCE - YARD (FRONT / BACK),N,N,2433,48.0,06,1165565,1942314,41.997304717,-87.666304595,"(41.997304717, -87.666304595)",77
96,JE208489,04/23/2021 10:00:00 PM,002XX W 70TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,731,6.0,14,1176038,1858559,41.767245884,-87.630302793,"(41.767245884, -87.630302793)",69
97,JE239484,05/23/2021 12:00:00 AM,015XX S WABASH AVE,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,APARTMENT,N,N,131,3.0,04B,1177014,1892855,41.861335178000004,-87.625690175,"(41.861335178, -87.625690175)",33
98,JE177822,03/23/2021 08:35:00 PM,022XX N KARLOV AVE,1715,OFFENSE INVOLVING CHILDREN,SALE OF TOBACCO PRODUCTS TO MINOR,CONVENIENCE STORE,N,N,2525,35.0,20,1148685,1914474,41.921253704,-87.729122007,"(41.921253704, -87.729122007)",20
99,JE388177,09/25/2021 12:01:00 AM,019XX S TOM PKWY,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,914,25.0,14,1174751,1890887,41.85598573,-87.634055961,"(41.85598573, -87.634055961)",34
100,JE178023,03/23/2021 05:30:00 PM,041XX N KEYSTONE AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1722,39.0,06,1148548,1927254,41.956325756999995,-87.729294514,"(41.956325757, -87.729294514)",16
101,JE181815,03/17/2021 03:00:00 PM,026XX N KILPATRICK AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,Y,2521,31.0,26,1144603,1917276,41.929020611999995,-87.74404966200001,"(41.929020612, -87.744049662)",19
102,JE208331,04/23/2021 11:43:00 PM,020XX W 52ND ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,932,16.0,15,1163602,1870007,41.798930589,-87.675565009,"(41.798930589, -87.675565009)",61
103,JE180104,03/23/2021 10:00:00 AM,024XX W OGDEN AVE,0460,BATTERY,SIMPLE,RESTAURANT,N,N,1023,28.0,08B,1160441,1893908,41.864583447,-87.686497178,"(41.864583447, -87.686497178)",28
104,JE177781,03/23/2021 06:20:00 PM,023XX W LOGAN BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1432,32.0,14,1160418,1917765,41.930049491999995,-87.68592073299999,"(41.930049492, -87.685920733)",22
105,JE177120,03/23/2021 09:29:00 AM,001XX N BELL AVE,1340,CRIMINAL DAMAGE,TO STATE SUPPORTED PROPERTY,CHA APARTMENT,N,N,1223,27.0,14,1161405,1901075,41.884230364000004,-87.682758922,"(41.884230364, -87.682758922)",28
106,JE177199,03/23/2021 11:00:00 AM,070XX W BERWYN AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,N,N,1613,41.0,05,1128415,1934701,41.977126672,-87.80314045899999,"(41.977126672, -87.803140459)",10
107,JE178189,03/23/2021 10:00:00 AM,076XX S MARSHFIELD AVE,0560,ASSAULT,SIMPLE,RESIDENCE,N,N,611,17.0,08A,1166670,1854025,41.755008962,-87.66476959399999,"(41.755008962, -87.664769594)",71
