CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JE316374,07/27/2021 05:53:00 PM,052XX S LAKE PARK AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,234,4,06,1187635,1870759,41.800455673,-87.587407515,"(41.800455673, -87.587407515)"
JE316965,07/27/2021 10:00:00 PM,061XX N SHERIDAN RD,0820,THEFT,$500 AND UNDER,RESIDENCE - GARAGE,N,N,2433,48,06,1168522,1940739,41.992919165,-87.655472861,"(41.992919165, -87.655472861)"
JE321068,05/11/2021 11:30:00 PM,025XX S DEARBORN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,N,N,133,3,14,1176392,1887351,41.846245862,-87.628139319,"(41.846245862, -87.628139319)"
JE316318,07/27/2021 04:00:00 PM,020XX S ALLPORT ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1235,25,07,1168353,1890415,41.854831103,-87.657553311,"(41.854831103, -87.657553311)"
JE317185,07/27/2021 06:00:00 PM,053XX S NATCHEZ AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,811,23,06,1133949,1868535,41.795462356,-87.784345722,"(41.795462356, -87.784345722)"
JE316025,07/27/2021 01:33:00 PM,053XX W QUINCY ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1522,29,14,1140895,1898485,41.87752505,-87.758138574,"(41.87752505, -87.758138574)"
JE317243,07/27/2021 08:41:00 PM,007XX S LOOMIS ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,N,N,1231,28,11,1167165,1896772,41.872300825,-87.661731237,"(41.872300825, -87.661731237)"
JE321220,06/22/2021 03:00:00 AM,071XX S VERNON AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,N,N,323,6,11,1180484,1857694,41.764771358,-87.614032985,"(41.764771358, -87.614032985)"
JE315333,07/26/2021 07:48:00 PM,078XX S HALSTED ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,621,17,08B,1172325,1852947,41.751928332,-87.644077264,"(41.751928332, -87.644077264)"
JE321833,07/31/2021 09:30:00 PM,013XX S SAWYER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - YARD (FRONT / BACK),N,N,1022,24,14,1154907,1893681,41.864073157,-87.706818608,"(41.864073157, -87.706818608)"
JE321926,07/31/2021 08:00:00 PM,077XX S ESSEX AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,421,7,06,1194202,1854222,41.754918134,-87.56386739,"(41.754918134, -87.56386739)"
JE321901,07/31/2021 10:00:00 PM,102XX S WALDEN PKWY,1320,CRIMINAL DAMAGE,TO VEHICLE,OTHER (SPECIFY),N,N,2213,19,14,1165647,1836713,41.707523954,-87.669008285,"(41.707523954, -87.669008285)"
JE320487,07/31/2021 12:00:00 AM,031XX W LOGAN BLVD,0460,BATTERY,SIMPLE,"VEHICLE - OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",N,N,1414,32,08B,1154891,1916967,41.927972442,-87.70625256,"(41.927972442, -87.70625256)"
JE321548,07/31/2021 10:30:00 PM,010XX W 76TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,612,17,15,1170713,1854424,41.756016699,-87.649941511,"(41.756016699, -87.649941511)"
JE326693,07/30/2021 05:00:00 PM,066XX S STONY ISLAND AVE,0810,THEFT,OVER $500,BANK,N,N,321,5,06,1188019,1861082,41.773892091,-87.58630763,"(41.773892091, -87.58630763)"
JE321118,07/31/2021 02:03:00 PM,078XX S PAULINA ST,0460,BATTERY,SIMPLE,ALLEY,N,N,611,17,08B,1166370,1852813,41.751689457,-87.665903469,"(41.751689457, -87.665903469)"
JE321536,07/31/2021 03:00:00 AM,023XX W FARWELL AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - GARAGE,N,Y,2411,50,06,1159451,1945538,42.006279967,-87.688706327,"(42.006279967, -87.688706327)"
JE321111,07/31/2021 02:05:00 PM,109XX S DOTY AVE W,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,513,9,03,1185440,1832668,41.695982095,-87.596653142,"(41.695982095, -87.596653142)"
JE321285,07/31/2021 05:10:00 PM,034XX W FULLERTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,1413,35,08B,1153188,1915746,41.924655924,-87.712542963,"(41.924655924, -87.712542963)"
JE324777,07/31/2021 10:00:00 PM,003XX E RANDOLPH ST,0870,THEFT,POCKET-PICKING,PARK PROPERTY,N,N,114,42,06,1178694,1901250,41.884333364,-87.619266937,"(41.884333364, -87.619266937)"
JE325310,07/31/2021 12:00:00 AM,082XX S COMMERCIAL AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,424,7,06,1197620,1850999,41.74598942,-87.551449002,"(41.74598942, -87.551449002)"
JE320661,07/31/2021 05:25:00 AM,024XX W ROSEMONT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,2413,50,08B,1158726,1941745,41.99588679,-87.69147831,"(41.99588679, -87.69147831)"
JE321067,07/31/2021 01:00:00 PM,062XX S PAULINA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,Y,714,15,14,1166077,1863419,41.780799978,-87.666675944,"(41.780799978, -87.666675944)"
JE251772,06/02/2021 11:25:00 PM,095XX S AVALON AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,511,8,15,1186201,1842147,41.721975702,-87.593568721,"(41.721975702, -87.593568721)"
JE477894,12/15/2021 01:12:00 AM,009XX N LARAMIE AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,Y,N,1524,37,18,1141521,1905724,41.897378218,-87.755661104,"(41.897378218, -87.755661104)"
JE478717,12/15/2021 06:55:00 PM,100XX S RHODES AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,N,N,511,9,03,1181676,1838613,41.712383472,-87.610251629,"(41.712383472, -87.610251629)"
JE479326,12/15/2021 04:00:00 PM,015XX S KOSTNER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1012,24,14,1147305,1892050,41.859746336,-87.734767254,"(41.859746336, -87.734767254)"
JE478907,12/15/2021 11:10:00 PM,004XX W BARRY AVE,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,N,N,1934,44,03,1172737,1920656,41.937718335,-87.64056599,"(41.937718335, -87.64056599)"
JE478053,12/15/2021 08:49:00 AM,044XX W LEXINGTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1131,24,08B,1146979,1896347,41.871544064,-87.735854142,"(41.871544064, -87.735854142)"
JE478707,12/15/2021 06:31:00 PM,006XX N MICHIGAN AVE,0313,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,SMALL RETAIL STORE,N,N,1834,42,03,1177309,1904931,41.894465726,-87.624241063,"(41.894465726, -87.624241063)"
JE478642,12/15/2021 06:00:00 PM,003XX N LOTUS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,1523,37,14,1139889,1901686,41.886327445,-87.761754112,"(41.886327445, -87.761754112)"
JE478592,12/15/2021 08:00:00 AM,035XX W GRACE ST,1375,CRIMINAL DAMAGE,INSTITUTIONAL VANDALISM,SCHOOL - PUBLIC BUILDING,N,N,1732,35,14,1151954,1925031,41.950159125,-87.716831894,"(41.950159125, -87.716831894)"
JE478479,12/15/2021 12:30:00 PM,013XX S KILDARE AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,N,1011,24,08A,1147932,1893418,41.863488279,-87.732430546,"(41.863488279, -87.732430546)"
JE478725,12/15/2021 07:00:00 AM,008XX W BARRY AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,N,N,1933,44,05,1170079,1920793,41.938152794,-87.650330548,"(41.938152794, -87.650330548)"
JE478980,12/15/2021 11:00:00 PM,066XX W BELMONT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,N,N,1632,36,14,1131679,1920546,41.938227793,-87.791466178,"(41.938227793, -87.791466178)"
JE478788,12/15/2021 08:00:00 PM,023XX E 70TH PL,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,331,5,08A,1193173,1858670,41.767148983,-87.567493189,"(41.767148983, -87.567493189)"
JE480927,12/15/2021 11:10:00 AM,013XX W OHIO ST,0460,BATTERY,SIMPLE,SIDEWALK,N,N,1215,1,08B,1167243,1904134,41.892501034,-87.661233186,"(41.892501034, -87.661233186)"
JE479157,12/15/2021 10:15:00 AM,025XX S KILDARE AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SCHOOL - PUBLIC BUILDING,N,N,1013,22,04B,1148345,1886897,41.84558589,-87.731082337,"(41.84558589, -87.731082337)"
JE478765,12/15/2021 06:00:00 PM,004XX S MICHIGAN AVE,0810,THEFT,OVER $500,RESTAURANT,N,N,113,42,06,1177351,1898451,41.876683313,-87.624283454,"(41.876683313, -87.624283454)"
JE478832,12/15/2021 09:50:00 PM,018XX S WABASH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,131,3,08B,1177049,1891470,41.857533855,-87.625603607,"(41.857533855, -87.625603607)"
JE478743,12/15/2021 01:00:00 AM,072XX S RICHMOND ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,831,18,14,1157962,1856383,41.761660944,-87.696618243,"(41.761660944, -87.696618243)"
JE238039,05/21/2021 08:40:00 PM,021XX S TAN CT,0650,BURGLARY,HOME INVASION,RESIDENCE,N,N,914,25,05,1174774,1890666,41.855378775,-87.633978147,"(41.855378775, -87.633978147)"
JE479220,12/15/2021 03:33:00 PM,019XX N KEYSTONE AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,N,2534,35,06,1149073,1912558,41.91598851,-87.727746102,"(41.91598851, -87.727746102)"
JE478453,12/15/2021 02:34:00 PM,069XX S ANTHONY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,322,6,14,1181012,1858990,41.768315582,-87.612057903,"(41.768315582, -87.612057903)"
JE478742,12/15/2021 02:15:00 PM,039XX N LAMON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1634,45,08B,1142966,1925950,41.952853599,-87.749848235,"(41.952853599, -87.749848235)"
JF113445,01/15/2022 07:50:00 AM,092XX S NORMAL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,N,N,2223,21,01A,1174589,1843621,41.726286508,-87.636057659,"(41.726286508, -87.636057659)"
JF114135,01/15/2022 07:45:00 PM,083XX S CREGIER AVE,0810,THEFT,OVER $500,ALLEY,N,N,412,8,06,1189640,1850218,41.744041542,-87.580713888,"(41.744041542, -87.580713888)"
JE395260,10/02/2021 11:00:00 AM,087XX S DANTE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,412,8,08B,1187314,1847308,41.736111718,-87.589328635,"(41.736111718, -87.589328635)"
JE468003,11/27/2021 02:30:00 PM,065XX S KILBOURN AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,833,13,06,1147508,1860660,41.773603707,-87.734824642,"(41.773603707, -87.734824642)"
JF166143,03/07/2022 01:10:00 PM,005XX E 87TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,632,9,14,1174336,1847124,41.73590483,-87.636880589,"(41.73590483, -87.636880589)"
JF166618,03/07/2022 08:06:00 PM,079XX S CHAPPEL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,SIDEWALK,N,N,414,8,14,1191245,1852768,41.751000296,-87.57475074,"(41.751000296, -87.57475074)"
JF165722,03/07/2022 03:00:00 AM,131XX S BALTIMORE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,433,10,14,1199094,1818443,41.65661587,-87.547137066,"(41.65661587, -87.547137066)"
JF166378,03/07/2022 01:00:00 AM,054XX S CHRISTIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,822,14,08B,1154970,1868394,41.794681186,-87.707263834,"(41.794681186, -87.707263834)"
JF166868,03/07/2022 10:30:00 PM,038XX N ORIOLE AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1631,38,06,1124713,1924805,41.950032987,-87.816974004,"(41.950032987, -87.816974004)"
JF168099,03/07/2022 11:00:00 PM,013XX N DEARBORN ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,N,N,1824,2,11,1175687,1909341,41.906603612,-87.630065347,"(41.906603612, -87.630065347)"
JF165705,03/07/2022 03:15:00 AM,048XX W MADISON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,N,N,1533,28,14,1144203,1899587,41.880487595,-87.745964635,"(41.880487595, -87.745964635)"
JF166245,03/07/2022 02:30:00 PM,002XX S STATE ST,0460,BATTERY,SIMPLE,SIDEWALK,Y,N,113,42,08B,1176421,1899045,41.878334315,-87.62768015,"(41.878334315, -87.62768015)"
JF168307,03/07/2022 12:01:00 AM,014XX W MADISON ST,0560,ASSAULT,SIMPLE,GOVERNMENT BUILDING / PROPERTY,N,N,1224,27,08A,1166873,1900131,41.881524451,-87.662706932,"(41.881524451, -87.662706932)"
JF166671,03/07/2022 10:00:00 PM,040XX W WEST END AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,N,N,1114,28,03,1149619,1900671,41.883358773,-87.726049257,"(41.883358773, -87.726049257)"
JF167367,03/07/2022 05:00:00 PM,065XX S ROCKWELL ST,0820,THEFT,$500 AND UNDER,STREET,N,N,831,17,06,1160168,1861130,41.77464231,-87.688402517,"(41.77464231, -87.688402517)"
JF153052,02/22/2022 11:21:00 PM,003XX E 75TH ST,031A,ROBBERY,ARMED - HANDGUN,RESTAURANT,Y,N,323,6,03,1179912,1855363,41.75838795,-87.616200733,"(41.75838795, -87.616200733)"
JF166875,03/07/2022 08:00:00 AM,085XX S MORGAN ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,613,21,05,1171139,1848199,41.738925174,-87.648561871,"(41.738925174, -87.648561871)"
JF166211,03/07/2022 01:30:00 PM,014XX S PULASKI RD,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,N,N,1011,24,03,1149952,1892737,41.861580496,-87.725032917,"(41.861580496, -87.725032917)"
JF165661,03/07/2022 12:35:00 AM,011XX W COLUMBIA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2432,49,08B,1167442,1945002,42.004640306,-87.659322034,"(42.004640306, -87.659322034)"
JF165749,03/07/2022 06:44:00 AM,080XX S HARVARD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,Y,623,17,14,1175349,1851725,41.748508002,-87.633032167,"(41.748508002, -87.633032167)"
JF166403,03/07/2022 04:10:00 PM,005XX W ROOSEVELT RD,0560,ASSAULT,SIMPLE,CURRENCY EXCHANGE,N,N,124,25,08A,1172693,1894968,41.86723004,-87.641489077,"(41.86723004, -87.641489077)"
JF166274,03/07/2022 03:03:00 PM,067XX S JEFFERY BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,Y,N,332,5,01A,1190703,1860780,41.772998982,-87.576478539,"(41.772998982, -87.576478539)"
JF166698,03/07/2022 11:50:00 PM,013XX N MILWAUKEE AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,Y,N,1424,1,04B,1164335,1909299,41.906736182,-87.671766774,"(41.906736182, -87.671766774)"
JF166912,03/07/2022 11:15:00 PM,028XX S DR MARTIN LUTHER KING JR DR,0820,THEFT,$500 AND UNDER,STREET,N,N,133,4,06,1179375,1886199,41.843016958,-87.61722727,"(41.843016958, -87.61722727)"
JF167043,03/07/2022 08:00:00 AM,071XX S BENNETT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,333,5,08B,1189945,1857919,41.765166438,-87.579349066,"(41.765166438, -87.579349066)"
JF166405,03/07/2022 02:30:00 PM,011XX S LAFLIN ST,0810,THEFT,OVER $500,APARTMENT,N,Y,1231,28,06,1166546,1895280,41.868219921,-87.664046556,"(41.868219921, -87.664046556)"
JF166641,03/07/2022 08:00:00 PM,013XX W RANDOLPH ST,0810,THEFT,OVER $500,STREET,N,N,1224,27,06,1167150,1901140,41.884287279,-87.661660805,"(41.884287279, -87.661660805)"
JF169315,03/07/2022 08:30:00 PM,017XX W 63RD ST,0810,THEFT,OVER $500,STREET,N,N,725,15,06,1165634,1862903,41.779393421,-87.668314701,"(41.779393421, -87.668314701)"
JF166426,03/07/2022 04:33:00 PM,021XX W MONROE ST,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,N,N,1223,27,08B,1162157,1899523,41.879955866,-87.680040875,"(41.879955866, -87.680040875)"
JF166468,03/07/2022 04:30:00 PM,054XX N CUMBERLAND AVE,0460,BATTERY,SIMPLE,ATHLETIC CLUB,N,N,1614,41,08B,1119317,1935168,41.97855782,-87.836588785,"(41.97855782, -87.836588785)"
JF166388,03/07/2022 04:24:00 PM,055XX S PARKSIDE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,N,N,811,23,08A,1139645,1867205,41.791710889,-87.763490222,"(41.791710889, -87.763490222)"
JF166150,03/07/2022 12:43:00 PM,012XX N MILWAUKEE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1433,1,06,1165387,1908414,41.904285353,-87.667927579,"(41.904285353, -87.667927579)"
JF168960,03/07/2022 11:20:00 AM,100XX S Normal Ave,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,2232,9,06,1174741,1838133,41.711223292,-87.635663779,"(41.711223292, -87.635663779)"
JF166554,03/07/2022 06:42:00 PM,001XX W RANDOLPH ST,0334,ROBBERY,ATTEMPT ARMED - KNIFE / CUTTING INSTRUMENT,RESTAURANT,N,N,122,42,03,1174926,1901269,41.884470703,-87.633102775,"(41.884470703, -87.633102775)"
JF166026,03/07/2022 10:00:00 AM,002XX W 104TH ST,0560,ASSAULT,SIMPLE,SCHOOL - PUBLIC BUILDING,N,N,512,34,08A,1176490,1835977,41.705267858,-87.629323117,"(41.705267858, -87.629323117)"
JF165709,03/07/2022 03:00:00 AM,002XX W 109TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,513,34,08B,1176665,1832328,41.695250549,-87.628791598,"(41.695250549, -87.628791598)"
JF166614,03/07/2022 07:55:00 PM,067XX N OXFORD AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,N,N,1611,41,26,1125290,1944072,42.002894136,-87.814423942,"(42.002894136, -87.814423942)"
JF166648,03/07/2022 10:37:00 AM,065XX W BRYN MAWR AVE,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC BUILDING,N,N,1612,41,08B,1131508,1936816,41.982877337,-87.791716697,"(41.982877337, -87.791716697)"
JF166074,03/07/2022 11:45:00 AM,031XX N CENTRAL PARK AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,1412,35,08B,1151841,1920680,41.938221879,-87.717362208,"(41.938221879, -87.717362208)"
JF166668,03/07/2022 09:40:00 PM,011XX N HAMLIN AVE,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,OTHER (SPECIFY),N,N,1112,27,11,1150836,1907431,41.901885191,-87.721403281,"(41.901885191, -87.721403281)"
JF166494,03/07/2022 05:12:00 PM,055XX W ALTGELD ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,N,N,2515,30,03,1138810,1916068,41.925813009,-87.765366821,"(41.925813009, -87.765366821)"
JF166486,03/07/2022 02:00:00 PM,070XX W ARMITAGE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,Y,2513,29,26,1129083,1912518,41.916242593,-87.801190343,"(41.916242593, -87.801190343)"
JF166926,03/07/2022 04:31:00 PM,034XX W 65TH PL,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,SCHOOL - PUBLIC GROUNDS,N,N,831,23,26,1154691,1860976,41.774330666,-87.708484611,"(41.774330666, -87.708484611)"
JF166674,03/07/2022 08:00:00 PM,0000X W HARRISON ST,031A,ROBBERY,ARMED - HANDGUN,CTA TRAIN,N,N,123,4,03,1176378,1897667,41.874553972,-87.627879622,"(41.874553972, -87.627879622)"
JE379450,09/18/2021 01:30:00 PM,002XX W 111TH PL,0820,THEFT,$500 AND UNDER,STREET,N,N,522,34,06,1176625,1831000,41.691607219,-87.62897781,"(41.691607219, -87.62897781)"
JF166053,03/07/2022 11:00:00 AM,001XX E CERMAK RD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,132,3,07,1177666,1889777,41.852874172,-87.623390261,"(41.852874172, -87.623390261)"
JF166322,03/07/2022 03:45:00 PM,036XX W FLOURNOY ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,Y,N,1133,24,15,1152178,1896781,41.872634118,-87.716754989,"(41.872634118, -87.716754989)"
JF165785,03/07/2022 03:53:00 AM,005XX N CLARK ST,0620,BURGLARY,UNLAWFUL ENTRY,RESTAURANT,N,N,1831,42,05,1175449,1903662,41.891025502,-87.63111036,"(41.891025502, -87.63111036)"
JF165974,03/07/2022 09:35:00 AM,003XX E 130TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,533,9,08B,1180709,1819193,41.659114458,-87.614386577,"(41.659114458, -87.614386577)"
JF165703,03/07/2022 02:55:00 AM,077XX S ASHLAND AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,611,17,15,1167020,1853364,41.753187616,-87.663505798,"(41.753187616, -87.663505798)"
JF166549,03/07/2022 06:55:00 PM,041XX W KAMERLING AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,Y,2534,26,14,1148629,1908670,41.905328046,-87.729477909,"(41.905328046, -87.729477909)"
JF166127,03/07/2022 11:55:00 AM,043XX W VAN BUREN ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,Y,N,1131,28,18,1147496,1897669,41.875161898,-87.73392212,"(41.875161898, -87.73392212)"
JF167590,03/07/2022 08:00:00 PM,014XX S CENTRAL PARK AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1011,24,07,1152607,1892855,41.861852268,-87.715283702,"(41.861852268, -87.715283702)"
JF165954,03/07/2022 01:25:00 AM,026XX W Chicago Ave,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,N,N,1211,26,06,1158690,1905229,41.895685358,-87.692614833,"(41.895685358, -87.692614833)"
