CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JF161028,03/02/2022 03:01:00 PM,005XX E 82ND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,631,6,08B,1181107,1850744,41.74568549,-87.611963132,"(41.74568549, -87.611963132)"
JE381748,09/21/2021 08:30:00 AM,039XX N LINCOLN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,N,N,1922,47,14,1162357,1926458,41.953863179,-87.678551395,"(41.953863179, -87.678551395)"
JE197685,04/12/2021 02:26:00 AM,014XX W 73RD PL,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,N,Y,734,17,26,1167582,1855995,41.760395412,-87.661370971,"(41.760395412, -87.661370971)"
JE197376,04/12/2021 02:10:00 PM,002XX N KOSTNER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - YARD (FRONT / BACK),N,N,1114,28,14,1147022,1900846,41.883889027,-87.735581231,"(41.883889027, -87.735581231)"
JE197725,04/12/2021 09:35:00 PM,068XX S LOWE AVE,2021,NARCOTICS,POSSESS - BARBITURATES,STREET,Y,N,723,6,18,1173323,1859504,41.769899541,-87.640226454,"(41.769899541, -87.640226454)"
JE196742,04/12/2021 12:50:00 AM,014XX S AVERS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1011,24,08B,1150944,1892834,41.861827331,-87.721388897,"(41.861827331, -87.721388897)"
JE197647,04/12/2021 07:30:00 PM,054XX W FLOURNOY ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,Y,N,1522,29,18,1140322,1896426,41.871885403,-87.760292981,"(41.871885403, -87.760292981)"
JE197169,04/12/2021 12:50:00 PM,072XX S FAIRFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,831,18,08B,1159295,1856456,41.761834087,-87.691730632,"(41.761834087, -87.691730632)"
JE198617,04/12/2021 07:00:00 PM,124XX S HARVARD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,523,34,11,1176213,1822353,41.667887745,-87.630744337,"(41.667887745, -87.630744337)"
JE198434,04/12/2021 01:30:00 PM,050XX N SHERIDAN RD,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,N,2024,48,26,1168713,1934093,41.974678235,-87.654963918,"(41.974678235, -87.654963918)"
JE196773,04/12/2021 02:35:00 AM,024XX W 63RD ST,0610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,N,N,825,16,05,1160994,1862809,41.779232682,-87.685328135,"(41.779232682, -87.685328135)"
JE230297,05/14/2021 06:30:00 PM,075XX S ASHLAND AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,611,17,06,1166986,1854640,41.756689862,-87.663593994,"(41.756689862, -87.663593994)"
JE196766,04/12/2021 02:28:00 AM,020XX N AUSTIN AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,2515,29,04A,1136078,1912833,41.916985013,-87.775483052,"(41.916985013, -87.775483052)"
JE196821,04/12/2021 06:55:00 AM,008XX S MICHIGAN AVE,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,114,4,06,1177399,1896583,41.871556324,-87.624163883,"(41.871556324, -87.624163883)"
JE198234,04/12/2021 08:00:00 PM,036XX S STATE ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,N,213,3,26,1176893,1880815,41.828299271,-87.626498087,"(41.828299271, -87.626498087)"
JF160504,03/02/2022 03:30:00 AM,012XX N ARTESIAN AVE,0560,ASSAULT,SIMPLE,CHA APARTMENT,N,Y,1423,26,08A,1159849,1908167,41.903723642,-87.688276949,"(41.903723642, -87.688276949)"
JE213561,04/29/2021 05:11:00 AM,050XX W DIVERSEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,2521,31,08B,1142353,1918148,41.931455603,-87.752296093,"(41.931455603, -87.752296093)"
JE213546,04/29/2021 03:00:00 AM,037XX W 47TH ST,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,N,N,821,14,08B,1152024,1873206,41.807944379,-87.717940554,"(41.807944379, -87.717940554)"
JF161224,03/02/2022 02:30:00 PM,035XX W SHAKESPEARE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1413,35,08B,1152254,1914057,41.920039667,-87.716019583,"(41.920039667, -87.716019583)"
JE217365,04/29/2021 09:45:00 AM,020XX W SHAKESPEARE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,1432,32,11,1162436,1914404,41.920784638,-87.678599409,"(41.920784638, -87.678599409)"
JE214689,04/29/2021 12:19:00 PM,083XX S STATE ST,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,N,N,632,21,08B,1177743,1849810,41.743199209,-87.624317581,"(41.743199209, -87.624317581)"
JE219449,04/27/2021 01:39:00 PM,012XX W 32ND ST,0810,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,N,N,913,11,06,1168594,1883586,41.836086499,-87.656866175,"(41.836086499, -87.656866175)"
JE213763,04/29/2021 07:39:00 AM,062XX S VERNON AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,Y,313,20,26,1180324,1863700,41.781256097,-87.614435412,"(41.781256097, -87.614435412)"
JE229738,05/14/2021 04:45:00 AM,033XX N SEMINARY AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,N,N,1924,44,26,1168355,1922417,41.942646639,-87.656619456,"(41.942646639, -87.656619456)"
JE213853,04/29/2021 08:00:00 AM,078XX S SOUTH SHORE DR,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,421,7,05,1197814,1854066,41.754400648,-87.550635931,"(41.754400648, -87.550635931)"
JE214354,04/29/2021 06:50:00 PM,038XX W ROOSEVELT RD,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,STREET,N,N,1133,24,04B,1150649,1894429,41.866209963,-87.722430138,"(41.866209963, -87.722430138)"
JF162344,03/02/2022 09:00:00 PM,002XX E 77TH ST,0810,THEFT,OVER $500,STREET,N,N,623,6,06,1179092,1854008,41.754688398,-87.619247158,"(41.754688398, -87.619247158)"
JE219543,04/13/2021 12:00:00 PM,077XX S HERMITAGE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,611,17,14,1166026,1853325,41.753101773,-87.667149544,"(41.753101773, -87.667149544)"
JE214089,04/29/2021 03:00:00 PM,004XX W 117TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,Y,522,34,08A,1175581,1827327,41.681551307,-87.632909334,"(41.681551307, -87.632909334)"
JF161504,03/02/2022 11:15:00 PM,105XX S AVENUE B,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,432,10,06,1204568,1835674,41.703760519,-87.526517076,"(41.703760519, -87.526517076)"
JE213504,04/29/2021 12:02:00 AM,115XX S HARVARD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE - GARAGE,N,Y,522,34,08B,1176024,1828380,41.684431007,-87.631256307,"(41.684431007, -87.631256307)"
JE230214,05/14/2021 05:35:00 PM,018XX N SHEFFIELD AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,N,1813,43,08A,1169359,1912075,41.914245877,-87.653230813,"(41.914245877, -87.653230813)"
JE259915,06/09/2021 01:00:00 PM,055XX S SHORE DR,0560,ASSAULT,SIMPLE,APARTMENT,N,N,235,5,08A,1189552,1868725,41.794828373,-87.580442725,"(41.794828373, -87.580442725)"
JE214383,04/29/2021 08:13:00 PM,043XX W LE MOYNE ST,033A,ROBBERY,ATTEMPT ARMED - HANDGUN,STREET,N,N,2534,26,03,1146984,1909502,41.907642758,-87.735499289,"(41.907642758, -87.735499289)"
JE259647,06/09/2021 12:01:00 AM,013XX S TROY ST,0810,THEFT,OVER $500,STREET,N,N,1022,24,06,1155574,1893613,41.863873174,-87.704371893,"(41.863873174, -87.704371893)"
JE214246,04/29/2021 04:15:00 PM,026XX N HALSTED ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,SIDEWALK,N,N,1935,43,11,1170480,1918009,41.9305046,-87.648938479,"(41.9305046, -87.648938479)"
JE214484,04/29/2021 11:30:00 PM,080XX S DOBSON AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,N,631,8,08A,1184623,1851808,41.748523609,-87.599046709,"(41.748523609, -87.599046709)"
JF161497,03/02/2022 11:58:00 PM,066XX N SHERIDAN RD,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,Y,N,2432,49,18,1167046,1944380,42.002942073,-87.6607969,"(42.002942073, -87.6607969)"
JE214173,04/29/2021 03:23:00 PM,050XX S BLACKSTONE AVE,0545,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",SCHOOL - PUBLIC GROUNDS,Y,N,222,4,08A,1186774,1871922,41.803667488,-87.590528166,"(41.803667488, -87.590528166)"
JE214402,04/29/2021 12:00:00 AM,010XX W LELAND AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1914,46,06,1168540,1931385,41.96725116,-87.655678857,"(41.96725116, -87.655678857)"
JE213540,04/29/2021 02:45:00 AM,069XX S CRANDON AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,331,5,15,1192521,1859491,41.769417774,-87.569856281,"(41.769417774, -87.569856281)"
JE219044,04/14/2021 07:00:00 AM,014XX W MADISON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1224,27,14,1166873,1900131,41.881524451,-87.662706932,"(41.881524451, -87.662706932)"
JF160637,03/02/2022 08:30:00 AM,0000X E 59TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,N,Y,232,20,07,1177903,1865920,41.7874032,-87.62324404,"(41.7874032, -87.62324404)"
JE319466,07/29/2021 06:25:00 PM,003XX E RANDOLPH ST,0870,THEFT,POCKET-PICKING,PARK PROPERTY,N,N,114,42,06,1178722,1901251,41.884335468,-87.619164088,"(41.884335468, -87.619164088)"
JE214805,04/29/2021 12:00:00 AM,019XX S SPAULDING AVE,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,APARTMENT,N,N,1022,24,26,1154671,1890273,41.854725946,-87.707776112,"(41.854725946, -87.707776112)"
JE229561,05/14/2021 06:30:00 AM,003XX E WACKER DR,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,HOTEL / MOTEL,N,N,114,42,02,1178664,1902455,41.887640628,-87.619340283,"(41.887640628, -87.619340283)"
JE417503,10/01/2021 04:00:00 PM,016XX E 71ST ST,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",VEHICLE - COMMERCIAL,N,N,332,5,11,1188642,1858271,41.7661636,-87.584113638,"(41.7661636, -87.584113638)"
JE259456,06/09/2021 10:39:00 AM,068XX S CLAREMONT AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,Y,N,832,17,18,1161912,1859298,41.769578978,-87.682060112,"(41.769578978, -87.682060112)"
JE213993,04/29/2021 02:00:00 PM,003XX E KENSINGTON AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,532,9,04A,1180402,1828251,41.683977989,-87.615233757,"(41.683977989, -87.615233757)"
JE214162,04/29/2021 04:24:00 PM,027XX N MERRIMAC AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,N,Y,2512,30,04A,1134272,1917570,41.930015943,-87.782006508,"(41.930015943, -87.782006508)"
JE351625,08/25/2021 03:00:00 AM,023XX W THOMAS ST,0810,THEFT,OVER $500,STREET,N,N,1212,1,06,1160661,1907263,41.901226201,-87.685319364,"(41.901226201, -87.685319364)"
JE218717,04/29/2021 09:11:00 PM,009XX W MONTANA ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,N,1932,43,26,1169791,1916499,41.926376152,-87.651514503,"(41.926376152, -87.651514503)"
JF144887,02/09/2022 12:00:00 PM,058XX S CLAREMONT AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,N,N,824,16,07,1161749,1865973,41.787899478,-87.68247241,"(41.787899478, -87.68247241)"
JE214314,04/29/2021 06:45:00 PM,048XX W WASHINGTON BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE - PORCH / HALLWAY,N,Y,1532,28,08B,1144157,1900067,41.881805637,-87.746121485,"(41.881805637, -87.746121485)"
JF141177,02/10/2022 09:30:00 AM,003XX E 133RD ST,0320,ROBBERY,STRONG ARM - NO WEAPON,SCHOOL - PUBLIC GROUNDS,N,N,533,9,03,1180670,1817201,41.65364899,-87.614590067,"(41.65364899, -87.614590067)"
JF142554,02/10/2022 08:00:00 PM,054XX N EAST RIVER RD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,1614,41,14,1116632,1934851,41.977730236,-87.846469859,"(41.977730236, -87.846469859)"
JE318153,07/28/2021 07:00:00 PM,101XX S YALE AVE,0890,THEFT,FROM BUILDING,RESIDENCE,N,Y,511,9,06,1176405,1837648,41.709855225,-87.629584369,"(41.709855225, -87.629584369)"
JE213513,04/29/2021 12:30:00 AM,078XX S PAULINA ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,611,17,14,1166376,1852617,41.751151477,-87.665887054,"(41.751151477, -87.665887054)"
JE214359,04/29/2021 06:50:00 PM,079XX S ESSEX AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,N,422,7,08A,1194235,1852771,41.750935666,-87.563794018,"(41.750935666, -87.563794018)"
JE214784,04/29/2021 10:00:00 AM,040XX N DAMEN AVE,3970,INTIMIDATION,EXTORTION,OTHER (SPECIFY),N,N,1911,47,26,1162294,1926826,41.954874311,-87.678772658,"(41.954874311, -87.678772658)"
JE213810,04/29/2021 08:00:00 AM,045XX W WASHINGTON BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,HOTEL / MOTEL,N,N,1113,28,07,1146210,1900113,41.881893071,-87.73858166,"(41.881893071, -87.73858166)"
JE260213,06/09/2021 09:40:00 PM,043XX S ROCKWELL ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,922,15,07,1159759,1875746,41.814758968,-87.689500573,"(41.814758968, -87.689500573)"
JE233127,05/14/2021 02:00:00 PM,042XX S KILDARE BLVD,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,FACTORY / MANUFACTURING BUILDING,N,N,815,14,04A,1148344,1876091,41.815932758,-87.731363898,"(41.815932758, -87.731363898)"
JE214155,04/29/2021 01:30:00 PM,079XX S EVANS AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,624,6,26,1182602,1852555,41.750620547,-87.606429161,"(41.750620547, -87.606429161)"
JE214447,04/29/2021 08:30:00 PM,007XX W LAKE ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1214,27,06,1171203,1901678,41.885675573,-87.646761991,"(41.885675573, -87.646761991)"
JE219048,04/04/2021 12:00:00 PM,071XX W FOSTER AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1613,41,06,1127800,1934107,41.975507097,-87.805415601,"(41.975507097, -87.805415601)"
JE230326,05/14/2021 07:35:00 PM,004XX S HAMLIN BLVD,0820,THEFT,$500 AND UNDER,STREET,N,N,1133,28,06,1151166,1897654,41.875049616,-87.72044764,"(41.875049616, -87.72044764)"
JE218781,04/29/2021 11:50:00 AM,010XX N LAKE SHORE DR NB,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1824,2,07,1178304,1907454,41.901366327,-87.62050978,"(41.901366327, -87.62050978)"
JE219213,04/29/2021 02:20:00 AM,056XX N MANGO AVE,0810,THEFT,OVER $500,STREET,N,N,1622,45,06,1136877,1937130,41.983644119,-87.771962784,"(41.983644119, -87.771962784)"
JE214837,04/29/2021 10:30:00 PM,063XX S CARPENTER ST,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,N,N,724,16,03,1170399,1862866,41.779189439,-87.650846762,"(41.779189439, -87.650846762)"
JE214634,04/29/2021 06:10:00 PM,025XX N Menard ave,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - PORCH / HALLWAY,N,N,2515,30,14,1137290,1916344,41.926597875,-87.7709455,"(41.926597875, -87.7709455)"
