,CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,community_id
17,JE389987,09/26/2021 11:30:00 AM,006XX W OAK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1822,27,14,1171776,1906846,41.899844282,-87.64450548,"(41.899844282, -87.64450548)",8
18,JE387623,09/26/2021 05:29:00 AM,0000X W KINZIE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,Y,N,1831,42,14,1176009,1903016,41.889240249000004,-87.62907325,"(41.889240249, -87.62907325)",8
19,JE387629,09/26/2021 06:20:00 AM,055XX S MAY ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,712,16,07,1169598,1867976,41.793229286,-87.65363521,"(41.793229286, -87.65363521)",68
20,JE387578,09/26/2021 03:40:00 AM,078XX S PHILLIPS AVE,041A,BATTERY,AGGRAVATED - HANDGUN,APARTMENT,N,N,421,7,04B,1193889,1853445,41.752793661,-87.56503985100001,"(41.752793661, -87.565039851)",43
21,JE391292,09/26/2021 06:30:00 AM,010XX S WESTERN AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,N,N,1135,28,03,1160534,1895609,41.869249232,-87.68610869700001,"(41.869249232, -87.686108697)",28
22,JE388470,09/26/2021 11:25:00 PM,035XX N CLARK ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,N,N,1924,44,04B,1168577,1923739,41.946269451999996,-87.65576509700001,"(41.946269452, -87.655765097)",6
23,JE388333,09/26/2021 08:40:00 PM,032XX N CLARK ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1924,44,06,1169868,1921628,41.94044868,-87.651081589,"(41.94044868, -87.651081589)",6
24,JE383151,09/10/2021 01:00:00 PM,047XX S ELLIS AVE,0460,BATTERY,SIMPLE,APARTMENT,N,N,222,4,08B,1183716,1873793,41.80887363,-87.60168480899999,"(41.80887363, -87.601684809)",39
25,JE387574,09/26/2021 03:11:00 AM,065XX S LAFLIN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,Y,Y,725,16,08B,1167464,1861270,41.774873231,-87.66165246899999,"(41.774873231, -87.661652469)",67
26,JE299413,07/12/2021 08:11:00 PM,067XX S PULASKI RD,031A,ROBBERY,ARMED - HANDGUN,SMALL RETAIL STORE,N,N,833,13,03,1150861,1859621,41.770687833000004,-87.72256016,"(41.770687833, -87.72256016)",65
27,JE390195,09/26/2021 08:00:00 PM,006XX W MADISON ST,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,N,N,121,42,06,1171862,1900277,41.881816644000004,-87.644383332,"(41.881816644, -87.644383332)",28
28,JE388484,09/26/2021 11:31:00 PM,042XX S MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,213,3,14,1177861,1877004,41.817819665,-87.623062204,"(41.817819665, -87.623062204)",38
29,JE388253,09/26/2021 07:08:00 PM,013XX S CANAL ST,0312,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,GROCERY FOOD STORE,N,N,124,11,03,1173336,1893976,41.864493678,-87.639158,"(41.864493678, -87.639158)",28
30,JE363327,09/04/2021 06:00:00 PM,045XX N ST LOUIS AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,1723,33,07,1152236,1929965,41.963692791999996,-87.71566455700001,"(41.963692792, -87.715664557)",14
31,JE388766,09/26/2021 08:00:00 PM,031XX N HAMLIN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2523,30,14,1150619,1920669,41.938215701,-87.721853639,"(41.938215701, -87.721853639)",21
32,JE389195,09/26/2021 02:00:00 PM,011XX N AUSTIN BLVD,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,N,N,1511,29,26,1136157,1907042,41.901092395,-87.77533121200001,"(41.901092395, -87.775331212)",25
33,JE389430,09/26/2021 08:00:00 PM,017XX W WABANSIA AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,N,N,1433,32,05,1164307,1911361,41.912395044,-87.671811211,"(41.912395044, -87.671811211)",24
34,JE387871,09/26/2021 11:00:00 AM,041XX W MONTROSE AVE,0560,ASSAULT,SIMPLE,SIDEWALK,N,N,1722,39,08A,1148250,1928926,41.960919611,-87.730346795,"(41.960919611, -87.730346795)",16
35,JE388637,09/26/2021 10:50:00 AM,055XX S HARPER AVE,0810,THEFT,OVER $500,RESIDENCE,N,Y,235,5,06,1187383,1868390,41.793960960999996,-87.58840695,"(41.793960961, -87.58840695)",41
36,JE387751,09/26/2021 09:02:00 AM,049XX W PALMER ST,501A,OTHER OFFENSE,ANIMAL ABUSE / NEGLECT,VEHICLE NON-COMMERCIAL,Y,N,2522,36,26,1142921,1914171,41.92053173,-87.750308138,"(41.92053173, -87.750308138)",19
37,JE388908,09/26/2021 01:00:00 AM,059XX W MADISON ST,051A,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,N,N,1513,29,04A,1136821,1899401,41.880112626,-87.773075499,"(41.880112626, -87.773075499)",25
38,JE389054,09/26/2021 12:00:00 PM,016XX E HYDE PARK BLVD,0890,THEFT,FROM BUILDING,APARTMENT,N,N,222,5,06,1188001,1871507,41.802499513,-87.586041451,"(41.802499513, -87.586041451)",41
39,JE387863,09/26/2021 12:19:00 PM,012XX S SPAULDING AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,N,N,1022,24,26,1154560,1894195,41.865490571,-87.708078696,"(41.865490571, -87.708078696)",29
40,JE389497,09/26/2021 08:00:00 PM,035XX N CLARK ST,0460,BATTERY,SIMPLE,SIDEWALK,N,N,1924,44,08B,1168480,1923896,41.94670237,-87.656117076,"(41.94670237, -87.656117076)",6
41,JE388031,09/26/2021 02:55:00 PM,020XX N LARAMIE AVE,0810,THEFT,OVER $500,RESIDENCE - YARD (FRONT / BACK),N,N,2515,36,06,1141390,1913089,41.917591031,-87.755960176,"(41.917591031, -87.755960176)",19
42,JE387533,09/26/2021 02:14:00 AM,009XX N KINGSBURY ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1822,27,06,1171816,1906588,41.899135433000005,-87.644366171,"(41.899135433, -87.644366171)",8
43,JE387613,09/26/2021 05:16:00 AM,032XX W FULTON BLVD,0820,THEFT,$500 AND UNDER,APARTMENT,N,Y,1123,28,06,1154685,1901816,41.886400887,-87.707415789,"(41.886400887, -87.707415789)",27
44,JE388007,09/26/2021 02:45:00 PM,087XX S WALLACE ST,0560,ASSAULT,SIMPLE,STREET,N,N,2223,21,08A,1173834,1846853,41.735172303,-87.638727741,"(41.735172303, -87.638727741)",71
45,JE388068,09/26/2021 12:00:00 PM,071XX S YALE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,731,6,07,1175862,1857534,41.764437113,-87.63097858200001,"(41.764437113, -87.630978582)",69
46,JE387492,09/26/2021 12:18:00 AM,037XX W LEXINGTON ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,N,N,1133,24,15,1151672,1896448,41.871730288,-87.71862151299999,"(41.871730288, -87.718621513)",27
47,JE388407,09/26/2021 09:43:00 PM,005XX N TRUMBULL AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,1121,27,15,1153282,1903492,41.891027965,-87.712523445,"(41.891027965, -87.712523445)",23
48,JE388112,09/26/2021 04:30:00 PM,071XX S SOUTH SHORE DR,0560,ASSAULT,SIMPLE,APARTMENT,N,N,334,7,08A,1194486,1858322,41.766161865,-87.56269202799999,"(41.766161865, -87.562692028)",43
49,JE388394,09/26/2021 08:00:00 PM,030XX S LLOYD AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,Y,913,11,26,1167985,1884687,41.839120888000004,-87.659069093,"(41.839120888, -87.659069093)",60
50,JE433819,11/03/2021 09:00:00 PM,004XX N STATE ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER (SPECIFY),N,N,1831,42,11,1176292,1903437,41.890389116,-87.628021263,"(41.890389116, -87.628021263)",8
51,JE299372,07/12/2021 03:00:00 PM,056XX N SHERIDAN RD,0460,BATTERY,SIMPLE,STREET,N,N,2022,48,08B,1168619,1937576,41.984237719,-87.65520818600001,"(41.984237719, -87.655208186)",77
52,JE387691,09/26/2021 05:30:00 AM,004XX N CENTRAL PARK BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1123,27,14,1152269,1902746,41.889000917,-87.71626342,"(41.889000917, -87.71626342)",23
53,JE390728,09/26/2021 12:01:00 AM,003XX S OAKLEY BLVD,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,APARTMENT,N,N,1225,27,15,1161127,1898434,41.876989004,-87.683853163,"(41.876989004, -87.683853163)",28
54,JE388196,09/26/2021 05:53:00 PM,013XX E 53RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARK PROPERTY,N,Y,234,5,08B,1186020,1870394,41.799492391,-87.59334166299999,"(41.799492391, -87.593341663)",41
55,JE298459,07/12/2021 02:20:00 AM,022XX S DRAKE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1024,22,08B,1153054,1888819,41.850768171999995,-87.713749737,"(41.850768172, -87.713749737)",30
56,JE361329,09/04/2021 11:15:00 AM,087XX S BURLEY AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,Y,424,10,06,1199188,1847571,41.736543497,-87.545818607,"(41.736543497, -87.545818607)",46
57,JE361666,09/04/2021 06:05:00 PM,009XX N MICHIGAN AVE,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,N,N,1833,42,06,1177324,1906733,41.899410159,-87.624131266,"(41.899410159, -87.624131266)",8
58,JE361261,09/04/2021 08:30:00 AM,061XX S CHAMPLAIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,313,20,08B,1181624,1864460,41.783311684000005,-87.609645926,"(41.783311684, -87.609645926)",42
59,JE361791,09/04/2021 08:15:00 PM,072XX S COTTAGE GROVE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,323,6,14,1182813,1857163,41.763260479,-87.605513109,"(41.763260479, -87.605513109)",69
60,JE387595,09/26/2021 03:35:00 AM,087XX S BEVERLY AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,N,Y,2221,21,04A,1164779,1846604,41.734684761,-87.671908646,"(41.734684761, -87.671908646)",71
61,JF119742,01/21/2022 11:40:00 AM,079XX S LAFAYETTE AVE,0560,ASSAULT,SIMPLE,STREET,N,N,623,17,08A,1177312,1852570,41.750782715,-87.625813624,"(41.750782715, -87.625813624)",44
62,JE387521,09/26/2021 12:10:00 AM,013XX S HALSTED ST,031A,ROBBERY,ARMED - HANDGUN,STREET,N,N,1232,11,03,1171243,1893987,41.864570047,-87.646840994,"(41.864570047, -87.646840994)",28
63,JE387586,09/26/2021 04:10:00 AM,081XX S ESSEX AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,422,7,14,1194260,1851555,41.74759825,-87.563742264,"(41.74759825, -87.563742264)",46
64,JE388450,09/26/2021 10:00:00 PM,096XX S BRENNAN AVE,4230,KIDNAPPING,UNLAWFUL RESTRAINT,RESIDENCE,N,Y,431,7,26,1193220,1841604,41.720317269,-87.56787735200001,"(41.720317269, -87.567877352)",51
65,JE387518,09/26/2021 01:39:00 AM,032XX N NEENAH AVE,0460,BATTERY,SIMPLE,RESIDENCE,Y,N,1632,36,08B,1132148,1920827,41.938990742,-87.78973592,"(41.938990742, -87.78973592)",17
66,JE388749,09/26/2021 10:15:00 PM,077XX S BISHOP ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,N,N,612,17,14,1167900,1853502,41.753547461,-87.660276974,"(41.753547461, -87.660276974)",71
67,JE387635,09/26/2021 06:35:00 AM,009XX S WESTERN AVE,0820,THEFT,$500 AND UNDER,CTA BUS STOP,N,N,1225,28,06,1160534,1895603,41.869232768,-87.68610886299999,"(41.869232768, -87.686108863)",28
68,JE388483,09/26/2021 11:46:00 PM,011XX S INDEPENDENCE BLVD,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,N,N,1133,24,04B,1151264,1894914,41.867528826,-87.720159686,"(41.867528826, -87.720159686)",29
69,JE388631,09/26/2021 06:00:00 PM,050XX N BROADWAY,0810,THEFT,OVER $500,APARTMENT,N,N,2033,47,06,1167398,1933847,41.974031675999996,-87.65980666700001,"(41.974031676, -87.659806667)",3
70,JE387672,09/26/2021 08:10:00 AM,041XX W MAYPOLE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1114,28,08B,1148676,1901130,41.88463658,-87.72950018799999,"(41.88463658, -87.729500188)",26
71,JE387561,09/26/2021 03:00:00 AM,015XX N DAMEN AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,ALLEY,N,N,1424,1,03,1162780,1910412,41.909823102,-87.67744765100001,"(41.909823102, -87.677447651)",24
72,JE316147,07/26/2021 04:00:00 PM,008XX N STATE ST,0620,BURGLARY,UNLAWFUL ENTRY,RESTAURANT,N,N,1832,2,05,1176213,1906146,41.897824532,-87.62822962700001,"(41.897824532, -87.628229627)",8
73,JE389272,09/26/2021 10:00:00 PM,045XX W WELLINGTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2521,31,14,1145677,1919561,41.935270542,-87.740044903,"(41.935270542, -87.740044903)",20
74,JE387918,09/26/2021 01:06:00 PM,052XX W GRAND AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,N,N,2515,36,26,1141314,1912871,41.916994219,-87.756244795,"(41.916994219, -87.756244795)",19
75,JE388466,09/26/2021 11:42:00 PM,031XX W 38TH PL,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,911,12,04B,1156120,1878918,41.823537386,-87.70276361299999,"(41.823537386, -87.702763613)",58
76,JE388758,09/26/2021 11:00:00 PM,0000X S ALBANY AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,N,Y,1124,28,26,1155915,1899654,41.88044344,-87.70295723299999,"(41.88044344, -87.702957233)",27
77,JE393122,09/26/2021 07:30:00 AM,065XX S ALBANY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,831,17,14,1156842,1861200,41.774902198,-87.700593313,"(41.774902198, -87.700593313)",66
78,JE388163,09/26/2021 05:05:00 PM,054XX S DAMEN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,932,16,07,1163946,1868688,41.79530386,-87.67434056100001,"(41.79530386, -87.674340561)",61
79,JE388433,09/26/2021 10:47:00 PM,034XX W 23RD ST,041A,BATTERY,AGGRAVATED - HANDGUN,RESIDENCE,N,N,1024,22,04B,1153625,1888496,41.849870497,-87.711662621,"(41.849870497, -87.711662621)",30
80,JE388886,09/26/2021 04:00:00 PM,031XX W 47TH ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,922,14,06,1156316,1873312,41.808149845,-87.70219561,"(41.808149845, -87.70219561)",58
81,JE387572,09/26/2021 03:01:00 AM,120XX S WENTWORTH AVE,0460,BATTERY,SIMPLE,"VEHICLE - OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",N,N,523,9,08B,1177106,1825081,41.675353781,-87.627394386,"(41.675353781, -87.627394386)",53
82,JE387671,09/26/2021 04:00:00 AM,071XX W ADDISON ST,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,N,N,1632,38,05,1127965,1923100,41.945299883000004,-87.805058365,"(41.945299883, -87.805058365)",17
83,JE387811,09/26/2021 02:30:00 AM,053XX S ABERDEEN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,934,20,14,1169891,1869345,41.796979614,-87.65252105200001,"(41.796979614, -87.652521052)",61
84,JE388143,09/26/2021 04:30:00 PM,050XX W SUPERIOR ST,0460,BATTERY,SIMPLE,RESIDENCE,N,N,1531,37,08B,1142660,1904503,41.894006531,-87.75150806100001,"(41.894006531, -87.751508061)",25
85,JE388340,09/26/2021 08:30:00 PM,045XX S LAMON AVE,0460,BATTERY,SIMPLE,RESIDENCE,N,N,814,22,08B,1144457,1873991,41.810243872,-87.74567508,"(41.810243872, -87.74567508)",56
86,JE387602,09/26/2021 03:21:00 AM,010XX N PULASKI RD,051A,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,N,N,1112,37,04A,1149530,1906660,41.899794952,-87.726220467,"(41.899794952, -87.726220467)",23
87,JE388628,09/26/2021 10:00:00 PM,033XX W 83RD PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,834,18,07,1155650,1849031,41.741532510999996,-87.70528873,"(41.741532511, -87.70528873)",70
88,JE361776,09/04/2021 07:10:00 PM,022XX W CHICAGO AVE,0890,THEFT,FROM BUILDING,RESTAURANT,N,N,1221,1,06,1161427,1905297,41.895815428,-87.68256055299999,"(41.895815428, -87.682560553)",24
89,JE360100,09/03/2021 09:54:00 AM,016XX W 59TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,N,N,714,15,08A,1166473,1865585,41.786735319,-87.66516242200001,"(41.786735319, -87.665162422)",67
90,JE387697,09/26/2021 06:20:00 AM,026XX S KEDZIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,N,N,1032,12,14,1155454,1886196,41.843522499,-87.705011642,"(41.843522499, -87.705011642)",30
91,JE390746,09/26/2021 08:00:00 PM,069XX S BELL AVE,0560,ASSAULT,SIMPLE,RESIDENCE - YARD (FRONT / BACK),N,N,832,17,08A,1162596,1858632,41.76773714,-87.679571419,"(41.76773714, -87.679571419)",66
92,JE432110,11/03/2021 04:20:00 AM,062XX S ASHLAND AVE,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,N,N,713,16,05,1166738,1863437,41.780835284,-87.66425207399999,"(41.780835284, -87.664252074)",67
93,JE447307,11/16/2021 03:00:00 PM,002XX W GARFIELD BLVD,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,N,N,935,3,04B,1175445,1868497,41.794530105999996,-87.632179351,"(41.794530106, -87.632179351)",68
94,JE388331,09/26/2021 05:30:00 PM,014XX W RANDOLPH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1224,27,14,1166794,1901050,41.88404795,-87.662970656,"(41.88404795, -87.662970656)",28
95,JE388672,09/26/2021 03:00:00 PM,081XX S ESCANABA AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,422,7,11,1196909,1851654,41.747804488,-87.554032459,"(41.747804488, -87.554032459)",46
96,JF103654,01/04/2022 01:00:00 PM,0000X W PARKING LOT B ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,AIRPORT EXTERIOR - NON-SECURE AREA,N,N,1654,41,07,1101011,1935880,41.980783214,-87.903898835,"(41.980783214, -87.903898835)",76
97,JE388439,09/26/2021 11:00:00 PM,072XX S HERMITAGE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,Y,735,17,14,1165934,1856689,41.76233501,-87.66739126,"(41.76233501, -87.66739126)",67
98,JE432127,11/03/2021 05:40:00 AM,060XX S DAMEN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,714,16,08B,1164060,1864663,41.784256349,-87.674035705,"(41.784256349, -87.674035705)",67
99,JE388179,09/26/2021 04:30:00 PM,075XX N SHERIDAN RD,0820,THEFT,$500 AND UNDER,GAS STATION,N,N,2422,49,06,1165619,1950124,42.018734341999995,-87.66588196,"(42.018734342, -87.66588196)",1
100,JE387571,09/26/2021 03:00:00 AM,043XX W MONTROSE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,N,Y,1722,39,08B,1146300,1928884,41.96084179,-87.737517148,"(41.96084179, -87.737517148)",16
101,JE388464,09/26/2021 11:10:00 PM,056XX N LINCOLN AVE,0460,BATTERY,SIMPLE,HOTEL / MOTEL,Y,Y,2011,40,08B,1157660,1937177,41.983373861,-87.695524775,"(41.983373861, -87.695524775)",2
102,JE432730,11/03/2021 01:00:00 PM,002XX W MADISON ST,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,N,N,122,42,06,1174636,1900346,41.881944424000004,-87.634195294,"(41.881944424, -87.634195294)",32
103,JE388476,09/26/2021 11:13:00 PM,005XX W CHICAGO AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,Y,N,1831,42,24,1172446,1905628,41.896487232,-87.64208062799999,"(41.896487232, -87.642080628)",8
104,JE447151,11/16/2021 09:00:00 AM,052XX W MELROSE ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1634,31,06,1140908,1921107,41.939602146,-87.757533254,"(41.939602146, -87.757533254)",15
105,JE391784,09/26/2021 12:00:00 AM,005XX N CENTRAL PARK AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,RESIDENCE,N,Y,1122,27,04B,1152286,1903485,41.891028471999995,-87.71618146899999,"(41.891028472, -87.716181469)",23
106,JE388188,09/26/2021 05:50:00 PM,044XX W GRAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2533,37,14,1146624,1910458,41.910272998,-87.736797324,"(41.910272998, -87.736797324)",23
107,JE433971,11/03/2021 02:00:00 PM,009XX W ARMITAGE AVE,0460,BATTERY,SIMPLE,STREET,N,N,1812,43,08B,1169515,1913487,41.918117086,-87.652616524,"(41.918117086, -87.652616524)",7
108,JE387895,09/26/2021 01:03:00 PM,0000X E CHICAGO AVE,0460,BATTERY,SIMPLE,SIDEWALK,Y,N,1833,42,08B,1176365,1905732,41.896685065999996,-87.627683859,"(41.896685066, -87.627683859)",8
109,JE388422,09/26/2021 10:07:00 PM,031XX N RACINE AVE,0460,BATTERY,SIMPLE,APARTMENT,N,N,1933,32,08B,1167730,1921189,41.939290467,-87.65895211899999,"(41.939290467, -87.658952119)",6
110,JE388614,09/26/2021 08:15:00 PM,0000X E 115TH ST,0610,BURGLARY,FORCIBLE ENTRY,SCHOOL - PUBLIC BUILDING,N,N,531,9,05,1178538,1828729,41.685332125,-87.622042783,"(41.685332125, -87.622042783)",49
111,JE387658,09/26/2021 07:24:00 AM,0000X N LAVERGNE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1533,28,08B,1143050,1899768,41.881005857,-87.750193876,"(41.881005857, -87.750193876)",25
