,CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,community_id
24,JE472609,12/10/2021 12:00:00 PM,048XX S DREXEL BLVD,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,N,N,222,4.0,04B,1183133.0,1873130.0,41.807067906,-87.60384374700001,"(41.807067906, -87.603843747)",39
25,JE473120,12/10/2021 06:50:00 PM,031XX W MADISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,N,Y,1222,28.0,08B,1155520.0,1899851.0,41.88099198,-87.704402338,"(41.88099198, -87.704402338)",27
26,JF122233,01/24/2022 02:20:00 AM,019XX W ERIE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1221,1.0,08B,1163400.0,1904359.0,41.893200189,-87.675340584,"(41.893200189, -87.675340584)",24
27,JE445561,10/28/2021 02:00:00 PM,0000X W TERMINAL ST,0810,THEFT,OVER $500,AIRPORT VENDING ESTABLISHMENT,N,N,1651,41.0,06,1100317.0,1935229.0,41.979006297,-87.906463155,"(41.979006297, -87.906463155)",76
28,JE477639,12/10/2021 08:00:00 PM,0000X W 71ST ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,731,6.0,14,1176970.0,1857910.0,41.765444001,-87.62690618100001,"(41.765444001, -87.626906181)",69
29,JF123158,01/24/2022 09:01:00 PM,027XX N CICERO AVE,2020,NARCOTICS,POSSESS - AMPHETAMINES,STREET,Y,N,2521,31.0,18,1143931.0,1917470.0,41.929565614,-87.74651420100001,"(41.929565614, -87.746514201)",19
30,JF122858,01/24/2022 09:13:00 AM,089XX S OGLESBY AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,413,7.0,05,1193389.0,1846199.0,41.732922254,-87.567108549,"(41.732922254, -87.567108549)",48
31,JF122480,01/24/2022 09:50:00 AM,015XX E 70TH ST,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,N,Y,332,5.0,04B,1187756.0,1858884.0,41.767866857,-87.58734160799999,"(41.767866857, -87.587341608)",43
32,JF122524,01/24/2022 10:56:00 AM,086XX S ABERDEEN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,613,21.0,08B,1170494.0,1847547.0,41.737150055,-87.650943966,"(41.737150055, -87.650943966)",71
33,JE487837,12/24/2021 12:39:00 PM,005XX W MADISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,121,42.0,08B,1172573.0,1900294.0,41.881847601,-87.641772074,"(41.881847601, -87.641772074)",28
34,JE458235,11/27/2021 10:55:00 AM,046XX N CLARK ST,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,N,N,1912,47.0,08A,1165506.0,1930838.0,41.965815477,-87.666850116,"(41.965815477, -87.666850116)",3
35,JE399364,09/27/2021 12:41:00 PM,055XX W ROSCOE ST,1585,SEX OFFENSE,OTHER,RESIDENCE,N,Y,1633,36.0,17,1138928.0,1922059.0,41.942250794,-87.764787235,"(41.942250794, -87.764787235)",15
36,JE458307,11/27/2021 11:20:00 AM,133XX S EDBROOKE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,533,9.0,08B,1179801.0,1816920.0,41.65289772,-87.61777822200001,"(41.65289772, -87.617778222)",54
37,JE458170,11/27/2021 08:00:00 AM,0000X W ILLINOIS ST,0810,THEFT,OVER $500,HOTEL / MOTEL,N,N,1831,42.0,06,1175996.0,1903601.0,41.890845813,-87.629103359,"(41.890845813, -87.629103359)",8
38,JE459329,11/27/2021 09:00:00 AM,038XX W CONGRESS PKWY,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1133,28.0,07,1150713.0,1897421.0,41.874419102,-87.72211697600001,"(41.874419102, -87.722116976)",26
39,JE464068,11/15/2021 09:00:00 AM,054XX W RACE AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,1523,37.0,05,1139799.0,1903021.0,41.889992497,-87.76205198,"(41.889992497, -87.76205198)",25
40,JF122513,01/24/2022 01:45:00 AM,020XX N KIMBALL AVE,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,N,N,1413,26.0,03,1153381.0,1913165.0,41.917569606,-87.71190251899999,"(41.917569606, -87.711902519)",22
41,JF123028,01/24/2022 06:31:00 PM,054XX S MAPLEWOOD AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,923,14.0,15,1160299.0,1868376.0,41.79452363,-87.68772284,"(41.79452363, -87.68772284)",63
42,JE478050,10/19/2021 12:00:00 PM,081XX S COLFAX AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,422,7.0,11,1194922.0,1851574.0,41.747634115,-87.561315922,"(41.747634115, -87.561315922)",46
43,JF122322,01/24/2022 07:40:00 AM,061XX S COTTAGE GROVE AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,N,Y,313,20.0,04B,1182620.0,1864479.0,41.783340761,-87.605993706,"(41.783340761, -87.605993706)",42
44,JE473335,12/10/2021 05:30:00 PM,003XX E SUPERIOR ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1833,2.0,07,1178616.0,1905434.0,41.89581624,-87.61942553,"(41.89581624, -87.61942553)",8
45,JE473116,12/10/2021 07:30:00 PM,014XX N WASHTENAW AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1423,1.0,08B,1158153.0,1909416.0,41.907185828,-87.694472597,"(41.907185828, -87.694472597)",24
46,JF123213,01/24/2022 11:52:00 PM,009XX W 63RD ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,712,16.0,15,1171255.0,1863060.0,41.779703112,-87.647702916,"(41.779703112, -87.647702916)",68
47,JE472975,12/10/2021 10:30:00 AM,009XX N MASSASOIT AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,1511,29.0,26,1137856.0,1905624.0,41.897170733,-87.769124796,"(41.897170733, -87.769124796)",25
48,JE473534,12/10/2021 06:45:00 PM,072XX S VERNON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,323,6.0,07,1180501.0,1857077.0,41.763077855,-87.613989588,"(41.763077855, -87.613989588)",69
49,JF122547,01/24/2022 10:30:00 AM,017XX E 72ND ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,324,7.0,04A,1189209.0,1857587.0,41.764273074,-87.582057311,"(41.764273074, -87.582057311)",43
50,JF123200,01/24/2022 10:56:00 PM,003XX S PULASKI RD,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,1132,28.0,15,1149787.0,1897930.0,41.875833899999996,-87.725503629,"(41.8758339, -87.725503629)",26
51,JF124253,01/24/2022 01:00:00 AM,024XX N SAWYER AVE,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,N,N,1413,32.0,06,1154065.0,1916032.0,41.925423264,-87.70931282,"(41.925423264, -87.70931282)",22
52,JF122272,01/24/2022 04:40:00 AM,011XX S DELANO CT W,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,N,N,123,25.0,05,1175065.0,1895290.0,41.868060842,-87.632771561,"(41.868060842, -87.632771561)",32
53,JE475823,12/10/2021 05:00:00 PM,062XX N NORDICA AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1611,41.0,06,1128596.0,1941270.0,41.995149568,-87.80232505,"(41.995149568, -87.80232505)",10
54,JE473489,12/10/2021 06:45:00 PM,080XX S COTTAGE GROVE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,631,8.0,14,1182951.0,1851892.0,41.748793106,-87.605170835,"(41.748793106, -87.605170835)",44
55,JE473003,12/10/2021 05:00:00 PM,011XX S WABASH AVE,0870,THEFT,POCKET-PICKING,RESTAURANT,N,N,123,4.0,06,1176951.0,1895401.0,41.868322989,-87.625844413,"(41.868322989, -87.625844413)",32
56,JE473831,12/10/2021 10:00:00 PM,031XX N LOCKWOOD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2514,30.0,07,1140493.0,1920254.0,41.937269066999995,-87.759079523,"(41.937269067, -87.759079523)",19
57,JF123094,01/24/2022 07:21:00 PM,015XX S MILLARD AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,Y,1014,24.0,06,1152291.0,1892251.0,41.860201058,-87.716459625,"(41.860201058, -87.716459625)",29
58,JF123167,01/24/2022 09:15:00 PM,099XX S WESTERN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,N,N,2213,19.0,07,1162136.0,1838580.0,41.712720927,-87.681813981,"(41.712720927, -87.681813981)",72
59,JE476041,12/10/2021 09:00:00 PM,023XX W MADISON ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,STREET,N,N,1223,27.0,11,1160808.0,1899960.0,41.881183104,-87.68498211,"(41.881183104, -87.68498211)",28
60,JE472671,12/10/2021 01:00:00 AM,006XX S STATE ST,0460,BATTERY,SIMPLE,CTA PLATFORM,N,N,123,4.0,08B,1176452.0,1897617.0,41.8744151,-87.627609439,"(41.8744151, -87.627609439)",32
61,JF122643,01/24/2022 12:22:00 PM,009XX S KEDZIE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,Y,N,1134,24.0,15,1155176.0,1895748.0,41.869739835,-87.705775644,"(41.869739835, -87.705775644)",27
62,JF108150,01/10/2022 02:53:00 AM,082XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,631,6.0,08B,1178582.0,1850480.0,41.745018758,-87.621223149,"(41.745018758, -87.621223149)",44
63,JE458230,11/27/2021 07:20:00 AM,045XX S DREXEL BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,221,4.0,14,1182955.0,1875130.0,41.812560204,-87.604434374,"(41.812560204, -87.604434374)",39
64,JE458031,11/27/2021 01:30:00 AM,034XX S PRAIRIE AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,N,N,211,3.0,07,1178496.0,1882270.0,41.83225556,-87.620572592,"(41.83225556, -87.620572592)",35
65,JE461891,11/26/2021 09:44:00 PM,083XX S PULASKI RD,2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,TAVERN / LIQUOR STORE,Y,N,834,18.0,22,1151190.0,1848759.0,41.740874255,-87.721637255,"(41.740874255, -87.721637255)",70
66,JE458799,11/27/2021 01:30:00 PM,001XX E 95TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,634,9.0,14,1178987.0,1842019.0,41.721791527,-87.619996124,"(41.721791527, -87.619996124)",49
67,JE458033,11/27/2021 03:23:00 AM,091XX S WOODLAWN AVE,141B,WEAPONS VIOLATION,UNLAWFUL USE - OTHER FIREARM,STREET,N,N,413,8.0,15,1185806.0,1844566.0,41.728623014,-87.594939523,"(41.728623014, -87.594939523)",47
68,JE473214,12/10/2021 08:37:00 PM,033XX N RAVENSWOOD AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,1922,47.0,06,1163634.0,1922394.0,41.942684487,-87.673971939,"(41.942684487, -87.673971939)",5
69,JF122264,01/24/2022 03:45:00 AM,054XX N EAST RIVER RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,1614,41.0,08B,1116633.0,1934807.0,41.977609479,-87.846467101,"(41.977609479, -87.846467101)",76
70,JE473740,12/10/2021 12:18:00 PM,0000X E 124TH PL,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,532,9.0,06,1178935.0,1822309.0,41.667705673,-87.620783822,"(41.667705673, -87.620783822)",53
71,JE472847,12/10/2021 02:35:00 PM,076XX S RHODES AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,ALLEY,N,N,624,6.0,26,1181227.0,1854479.0,41.755931978,-87.61140860100001,"(41.755931978, -87.611408601)",69
72,JE473266,12/10/2021 10:00:00 PM,006XX E 90TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,633,8.0,08B,1182049.0,1845109.0,41.730200685,-87.608685353,"(41.730200685, -87.608685353)",44
73,JF123049,01/24/2022 06:45:00 PM,090XX S BLACKSTONE AVE,0560,ASSAULT,SIMPLE,STREET,N,N,413,8.0,08A,1187694.0,1845328.0,41.73066937,-87.587999287,"(41.73066937, -87.587999287)",48
74,JE473381,12/10/2021 11:30:00 PM,039XX W FULLERTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,HOTEL / MOTEL,N,N,2525,35.0,14,1149791.0,1915668.0,41.924508691999996,-87.725027144,"(41.924508692, -87.725027144)",22
75,JE478172,12/07/2021 01:00:00 PM,052XX S NASHVILLE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,811,14.0,11,1133265.0,1869185.0,41.797258033,-87.786838876,"(41.797258033, -87.786838876)",56
76,JE478284,12/01/2021 07:00:00 AM,014XX E 69TH PL,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,N,Y,332,5.0,26,1186844.0,1859194.0,41.768739181,-87.59067464299999,"(41.768739181, -87.590674643)",43
77,JF122295,01/24/2022 06:43:00 AM,064XX S EBERHART AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENCE - YARD (FRONT / BACK),N,N,312,20.0,15,1180687.0,1862345.0,41.77752951,-87.613146192,"(41.77752951, -87.613146192)",42
78,JE472549,12/10/2021 08:10:00 AM,023XX N WESTERN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,BANK,N,N,1431,1.0,11,1159981.0,1915316.0,41.923338311,-87.687594371,"(41.923338311, -87.687594371)",22
79,JF122517,01/24/2022 10:00:00 AM,036XX W GRAND AVE,0560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,N,N,2535,27.0,08A,1151458.0,1907935.0,41.903256018,-87.719105324,"(41.903256018, -87.719105324)",23
80,JE393551,10/01/2021 12:33:00 AM,102XX S WENTWORTH AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,511,9.0,04B,1176749.0,1836997.0,41.708061068,-87.628344113,"(41.708061068, -87.628344113)",49
81,JE472244,12/10/2021 08:30:00 AM,033XX N NAGLE AVE,0810,THEFT,OVER $500,STREET,N,N,1632,36.0,06,1132786.0,1921505.0,41.940840124,-87.78737519100001,"(41.940840124, -87.787375191)",17
82,JF123156,01/24/2022 09:22:00 PM,0000X W CHESTNUT ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,N,Y,1832,2.0,07,1175628.0,1906198.0,41.897980396,-87.630376682,"(41.897980396, -87.630376682)",8
83,JE472352,12/10/2021 07:30:00 AM,053XX N WESTERN AVE,0870,THEFT,POCKET-PICKING,NURSING / RETIREMENT HOME,N,N,2011,40.0,06,1159379.0,1935412.0,41.978495324,-87.68925142299999,"(41.978495324, -87.689251423)",4
84,JE472662,12/10/2021 01:00:00 PM,133XX S CARONDOLET AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,N,N,433,10.0,06,1198440.0,1817203.0,41.653229509,-87.54957134,"(41.653229509, -87.54957134)",55
85,JE472630,12/10/2021 10:15:00 AM,009XX W WASHINGTON BLVD,1120,DECEPTIVE PRACTICE,FORGERY,BANK,N,N,1224,27.0,10,1169945.0,1900720.0,41.883074281,-87.65140954299999,"(41.883074281, -87.651409543)",28
86,JE473217,12/10/2021 08:29:00 PM,031XX W 82ND ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,835,18.0,15,1157033.0,1850071.0,41.744358632,-87.700193396,"(41.744358632, -87.700193396)",70
87,JE472107,12/10/2021 01:00:00 AM,0000X S MIDWAY ST,0810,THEFT,OVER $500,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,N,N,813,13.0,06,1145919.0,1866019.0,41.788339891,-87.740514226,"(41.788339891, -87.740514226)",56
88,JE473289,12/10/2021 09:28:00 PM,025XX N HALSTED ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,N,N,1935,43.0,07,1170505.0,1917288.0,41.928525595,-87.648867761,"(41.928525595, -87.648867761)",7
89,JE487796,12/24/2021 04:00:00 AM,074XX S DORCHESTER AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,N,Y,324,8.0,26,1186830.0,1855927.0,41.75977457,-87.59082933,"(41.75977457, -87.59082933)",43
90,JE396399,10/01/2021 04:30:00 PM,051XX N LEAVITT ST,0810,THEFT,OVER $500,STREET,N,N,2031,40.0,06,1160741.0,1934316.0,41.975459642,-87.684273167,"(41.975459642, -87.684273167)",4
91,JE472095,12/10/2021 01:40:00 AM,002XX W 119TH ST,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,N,Y,522,34.0,04B,1176623.0,1826024.0,41.677952365,-87.629134044,"(41.677952365, -87.629134044)",53
92,JE393909,10/01/2021 04:30:00 AM,030XX W MONTROSE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,COMMERCIAL / BUSINESS OFFICE,N,N,1724,33.0,14,1155159.0,1929082.0,41.961211463000005,-87.704941388,"(41.961211463, -87.704941388)",14
93,JE458217,11/27/2021 10:55:00 AM,039XX W MARQUETTE RD,0560,ASSAULT,SIMPLE,STREET,N,N,833,13.0,08A,1151356.0,1859885.0,41.77140263,-87.72073876399999,"(41.77140263, -87.720738764)",65
94,JE458548,11/27/2021 04:06:00 PM,007XX E 43RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,214,4.0,08B,1181953.0,1876664.0,41.816792881,-87.60806218299999,"(41.816792881, -87.608062183)",38
95,JE458018,11/27/2021 02:52:00 AM,040XX W DIVERSEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,2523,31.0,08B,1148972.0,1918311.0,41.931777224,-87.727967958,"(41.931777224, -87.727967958)",21
96,JE472304,12/10/2021 09:15:00 AM,014XX N HUMBOLDT DR,0560,ASSAULT,SIMPLE,SIDEWALK,N,N,1423,26.0,08A,1156303.0,1909321.0,41.906962748000005,-87.701271041,"(41.906962748, -87.701271041)",24
97,JF123196,01/24/2022 10:25:00 PM,014XX N CENTRAL AVE,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,Y,N,2531,29.0,18,1138738.0,1908958.0,41.906303669,-87.76580427399999,"(41.906303669, -87.765804274)",25
98,JF122623,01/24/2022 12:00:00 AM,031XX W 66TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER (SPECIFY),N,N,831,17.0,11,1156391.0,1860689.0,41.773509032,-87.702260375,"(41.773509032, -87.702260375)",66
99,JE473292,12/10/2021 10:23:00 PM,014XX N LAWLER AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,Y,N,2533,37.0,24,1142441.0,1909109.0,41.906649995,-87.752197796,"(41.906649995, -87.752197796)",25
100,JE472122,12/10/2021 02:20:00 AM,022XX S CALIFORNIA AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,N,Y,1034,12.0,04B,1158050.0,1888805.0,41.850629374,-87.69541372100001,"(41.850629374, -87.695413721)",30
101,JE472150,12/10/2021 04:37:00 AM,048XX N SHERIDAN RD,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,2024,46.0,08A,1168754.0,1932564.0,41.970481724,-87.654857679,"(41.970481724, -87.654857679)",3
102,JE478487,05/29/2021 12:00:00 AM,018XX E 72ND ST,1754,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,APARTMENT,Y,Y,324,7.0,02,1189730.0,1857599.0,41.7642935,-87.580147362,"(41.7642935, -87.580147362)",43
103,JE473290,12/10/2021 03:30:00 PM,017XX S RACINE AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,1235,25.0,05,1168643.0,1891803.0,41.858633625,-87.65644872799999,"(41.858633625, -87.656448728)",31
104,JE472336,12/10/2021 07:59:00 AM,017XX E 95TH ST,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,N,N,431,7.0,05,1189545.0,1842328.0,41.722392879000004,-87.581314566,"(41.722392879, -87.581314566)",51
105,JE478095,10/04/2021 12:00:00 AM,003XX E 90TH PL,0810,THEFT,OVER $500,RESIDENCE,N,N,633,9.0,06,1179880.0,1845045.0,41.730074896,-87.616632959,"(41.730074896, -87.616632959)",44
