,CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,community_id
12,JE368285,09/09/2021 12:00:00 AM,049XX W ST PAUL AVE,0560,ASSAULT,SIMPLE,SIDEWALK,N,Y,2533,37.0,08A,1143075,1911181,41.912323979,-87.74981705100001,"(41.912323979, -87.749817051)",25
13,JE404743,10/02/2021 10:55:00 PM,015XX W HASTINGS ST,0810,THEFT,OVER $500,PARK PROPERTY,N,N,1233,28.0,06,1166293,1893812,41.864197012,-87.66501732200001,"(41.864197012, -87.665017322)",28
14,JE399029,10/05/2021 02:10:00 PM,030XX W 44TH ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,922,15.0,04A,1156899,1875318,41.813642803,-87.700003072,"(41.813642803, -87.700003072)",58
15,JE327344,08/05/2021 03:45:00 PM,022XX N AUSTIN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,2512,36.0,15,1136033,1914267,41.92092088,-87.775614121,"(41.92092088, -87.775614121)",19
16,JE327914,08/05/2021 07:50:00 PM,044XX N MAGNOLIA AVE,0810,THEFT,OVER $500,OTHER (SPECIFY),N,N,1913,46.0,06,1167111,1929700,41.962658354,-87.66098171200001,"(41.962658354, -87.660981712)",3
17,JE399527,10/05/2021 04:00:00 PM,118XX S SANGAMON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,524,34.0,08B,1172120,1826382,41.679034586,-87.64560607899999,"(41.679034586, -87.645606079)",53
18,JE327590,08/05/2021 07:33:00 PM,008XX W ADDISON ST,0860,THEFT,RETAIL THEFT,GAS STATION,Y,N,1924,44.0,06,1170200,1924134,41.947317986,-87.64978793600001,"(41.947317986, -87.649787936)",6
19,JE402416,10/03/2021 08:00:00 PM,014XX S LOOMIS ST,0820,THEFT,$500 AND UNDER,PARK PROPERTY,N,N,1233,28.0,06,1167273,1893086,41.862183816,-87.661440644,"(41.862183816, -87.661440644)",28
20,JE430901,11/02/2021 02:30:00 AM,044XX W ROOSEVELT RD,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,N,N,1011,24.0,15,1147069,1894336,41.866023915999996,-87.735575126,"(41.866023916, -87.735575126)",29
21,JE327281,08/05/2021 03:31:00 PM,026XX S MILLARD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1032,22.0,08B,1152461,1886295,41.843853728,-87.715992773,"(41.843853728, -87.715992773)",30
22,JE399265,10/05/2021 05:00:00 PM,090XX S DR MARTIN LUTHER KING JR DR,0560,ASSAULT,SIMPLE,STREET,N,N,633,9.0,08A,1180492,1845313,41.730796315,-87.614382835,"(41.730796315, -87.614382835)",44
23,JE400393,10/05/2021 06:00:00 PM,080XX S PHILLIPS AVE,0810,THEFT,OVER $500,STREET,N,N,422,7.0,06,1193917,1852157,41.749258599,-87.564979395,"(41.749258599, -87.564979395)",46
24,JE403217,09/23/2021 06:00:00 PM,031XX N PULASKI RD,0820,THEFT,$500 AND UNDER,SIDEWALK,N,N,2523,31.0,06,1149179,1920548,41.93791173,-87.727149134,"(41.93791173, -87.727149134)",21
25,JE399536,10/05/2021 08:00:00 PM,0000X N KOSTNER AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,VEHICLE NON-COMMERCIAL,N,N,1113,28.0,03,1147053,1899827,41.881092181,-87.73549346200001,"(41.881092181, -87.735493462)",26
26,JE400219,10/05/2021 11:00:00 PM,055XX N MILWAUKEE AVE,0810,THEFT,OVER $500,STREET,N,N,1622,45.0,06,1136432,1936565,41.982101703000005,-87.773613022,"(41.982101703, -87.773613022)",11
27,JE402267,08/03/2021 10:00:00 AM,038XX W LEXINGTON ST,0890,THEFT,FROM BUILDING,APARTMENT,N,Y,1133,24.0,06,1150942,1896424,41.871678744,-87.72130228399999,"(41.871678744, -87.721302284)",26
28,JE399203,10/05/2021 04:36:00 PM,023XX N SHEFFIELD AVE,0810,THEFT,OVER $500,STREET,Y,N,1812,43.0,06,1169238,1915707,41.924214912,-87.65356957799999,"(41.924214912, -87.653569578)",7
29,JE330579,08/05/2021 06:00:00 PM,050XX S LAVERGNE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER (SPECIFY),N,N,814,22.0,07,1143875,1870846,41.801624397,-87.747888394,"(41.801624397, -87.747888394)",56
30,JF140882,02/10/2022 05:00:00 PM,061XX S TROY ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,823,16.0,07,1156437,1863805,41.78205887,-87.702007889,"(41.78205887, -87.702007889)",66
31,JE399025,10/05/2021 07:00:00 AM,032XX W DIVISION ST,0810,THEFT,OVER $500,STREET,N,N,1121,26.0,06,1154496,1907798,41.902819844,-87.70794972700001,"(41.902819844, -87.707949727)",23
32,JE399804,10/05/2021 09:00:00 PM,118XX S MAPLEWOOD AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,2212,19.0,06,1161529,1825822,41.677723287,-87.68438904799999,"(41.677723287, -87.684389048)",75
33,JE336947,08/14/2021 09:33:00 AM,033XX W ARMITAGE AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1413,26.0,03,1153636,1913088,41.917353237,-87.710967689,"(41.917353237, -87.710967689)",22
34,JE402873,09/03/2021 08:00:00 AM,039XX S LAKE PARK AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,214,4.0,11,1183292,1879180,41.823665846,-87.603072021,"(41.823665846, -87.603072021)",36
35,JE463023,12/01/2021 10:40:00 PM,028XX N BROADWAY,0460,BATTERY,SIMPLE,STREET,N,N,1934,44.0,08B,1171665,1919218,41.933796108,-87.64454821700001,"(41.933796108, -87.644548217)",6
36,JE399347,10/05/2021 06:35:00 PM,005XX N SAWYER AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,Y,N,1121,27.0,15,1154612,1903473,41.890949318000004,-87.707639495,"(41.890949318, -87.707639495)",23
37,JE399313,10/05/2021 12:00:00 AM,007XX E 81ST ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,N,Y,631,6.0,04B,1182480,1851454,41.747602111999996,-87.606910284,"(41.747602112, -87.606910284)",44
38,JE398541,10/05/2021 07:30:00 AM,037XX S VINCENNES AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,212,4.0,06,1180863,1880137,41.826348233000004,-87.61195356700001,"(41.826348233, -87.611953567)",36
39,JE402680,07/01/2021 10:00:00 AM,072XX S RICHMOND ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,831,18.0,11,1157958,1856505,41.761995811,-87.696629594,"(41.761995811, -87.696629594)",66
40,JE312631,07/24/2021 02:20:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,Y,N,111,42.0,06,1176352,1900927,41.883500186999996,-87.627876698,"(41.883500187, -87.627876698)",32
41,JE384348,09/23/2021 12:55:00 PM,028XX W PALMER ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1414,1.0,06,1156762,1914684,41.921669961999996,-87.699439329,"(41.921669962, -87.699439329)",22
42,JE403927,10/04/2021 04:00:00 PM,051XX S DAMEN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,932,16.0,14,1163889,1870644,41.800672564,-87.67449460700001,"(41.800672564, -87.674494607)",61
43,JE400014,10/05/2021 03:00:00 PM,012XX N LAWNDALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,2535,26.0,14,1151333,1908144,41.903831989000004,-87.719558985,"(41.903831989, -87.719558985)",23
44,JE402598,09/24/2021 02:40:00 PM,009XX W 88TH ST,0460,BATTERY,SIMPLE,SCHOOL - PRIVATE GROUNDS,N,N,2222,21.0,08B,1171679,1846485,41.734209915,-87.646633525,"(41.734209915, -87.646633525)",71
45,JE399251,10/05/2021 02:00:00 PM,075XX S SOUTH SHORE DR,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,421,7.0,08A,1196126,1856148,41.76015578,-87.556752911,"(41.76015578, -87.556752911)",43
46,JE398559,10/05/2021 05:30:00 AM,040XX W 115TH ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2211,19.0,07,1151275,1828011,41.683936153000005,-87.72186566799999,"(41.683936153, -87.721865668)",74
47,JE399583,10/05/2021 09:40:00 PM,084XX S BLACKSTONE AVE,0580,STALKING,SIMPLE,APARTMENT,N,N,412,8.0,08A,1187675,1849140,41.741130339,-87.587947946,"(41.741130339, -87.587947946)",45
48,JE400068,10/05/2021 12:00:00 AM,105XX S OGLESBY AVE,0460,BATTERY,SIMPLE,APARTMENT,N,N,434,7.0,08B,1193860,1835599,41.703823312,-87.565729315,"(41.703823312, -87.565729315)",51
49,JE398770,10/05/2021 11:00:00 AM,057XX N WASHTENAW AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2011,40.0,08B,1157303,1938064,41.985815117,-87.696813512,"(41.985815117, -87.696813512)",2
50,JE403931,09/30/2021 03:50:00 AM,033XX N KNOX AVE,0820,THEFT,$500 AND UNDER,OTHER (SPECIFY),N,N,1731,30.0,06,1144880,1921781,41.941377524,-87.742917755,"(41.941377524, -87.742917755)",16
51,JE399629,10/05/2021 11:31:00 PM,033XX W 26TH ST,5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,VEHICLE NON-COMMERCIAL,Y,N,1024,12.0,26,1154309,1886529,41.844459201,-87.70920469100001,"(41.844459201, -87.709204691)",30
52,JE398642,10/05/2021 07:45:00 AM,021XX W HURON ST,0560,ASSAULT,SIMPLE,ALLEY,N,N,1221,1.0,08A,1162051,1904655,41.894040718,-87.680286686,"(41.894040718, -87.680286686)",24
53,JE400033,10/05/2021 09:06:00 PM,018XX N HARLEM AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,N,N,2513,29.0,06,1127805,1911386,41.913157898,-87.80591133200001,"(41.913157898, -87.805911332)",
54,JE324458,08/02/2021 10:00:00 PM,007XX N HOYNE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1221,1.0,14,1162272,1904937,41.89480993,-87.67946713100001,"(41.89480993, -87.679467131)",24
55,JE401586,10/05/2021 05:00:00 PM,042XX S FRANCISCO AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,921,15.0,26,1157732,1876470,41.81678715,-87.696916254,"(41.81678715, -87.696916254)",58
56,JE403708,09/30/2021 09:00:00 AM,059XX N ST LOUIS AVE,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,N,N,1711,39.0,10,1151971,1939286,41.989275415,-87.71639206799999,"(41.989275415, -87.716392068)",13
57,JE399096,10/05/2021 03:31:00 PM,067XX S ST LAWRENCE AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,N,N,321,20.0,15,1181400,1860441,41.772288333,-87.610591017,"(41.772288333, -87.610591017)",42
58,JE399783,10/05/2021 08:00:00 AM,053XX S KILPATRICK AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,815,23.0,14,1145928,1868927,41.79631974,-87.740407687,"(41.79631974, -87.740407687)",56
59,JE400518,10/05/2021 09:10:00 PM,133XX S PRAIRIE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,533,9.0,07,1180389,1816924,41.652895283,-87.61562666799999,"(41.652895283, -87.615626668)",54
60,JE431221,11/02/2021 11:00:00 AM,076XX S STATE ST,0460,BATTERY,SIMPLE,STREET,N,N,623,6.0,08B,1177594,1854568,41.756259091,-87.62471994299999,"(41.756259091, -87.624719943)",69
61,JE398833,10/05/2021 11:55:00 AM,003XX W DIVISION ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,1823,27.0,08B,1174035,1908316,41.903827966,-87.63616434299999,"(41.903827966, -87.636164343)",8
62,JE399173,10/05/2021 04:30:00 PM,056XX W LAKE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1512,29.0,08B,1138389,1902211,41.887795397,-87.767249835,"(41.887795397, -87.767249835)",25
63,JE327020,08/05/2021 12:03:00 PM,074XX S EUCLID PKWY,0560,ASSAULT,SIMPLE,RESIDENCE,N,Y,333,8.0,08A,1190262,1855879,41.759560877,-87.578252819,"(41.759560877, -87.578252819)",43
64,JE431013,11/02/2021 08:00:00 AM,024XX S AVERS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1013,22.0,08B,1151095,1887557,41.847343649,-87.72097274299999,"(41.847343649, -87.720972743)",30
65,JE398915,10/05/2021 12:30:00 PM,049XX W FULTON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,1532,28.0,14,1143188,1901474,41.885684754,-87.749644536,"(41.885684754, -87.749644536)",25
66,JE398817,10/05/2021 11:00:00 AM,028XX W 19TH ST,0560,ASSAULT,SIMPLE,HOSPITAL BUILDING / GROUNDS,N,N,1022,12.0,08A,1157372,1890584,41.855524939,-87.69785379999999,"(41.855524939, -87.6978538)",30
67,JE404913,10/05/2021 02:00:00 PM,013XX E 74TH ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,N,N,324,8.0,11,1186301,1856199,41.760533476,-87.592759502,"(41.760533476, -87.592759502)",43
68,JE462579,12/01/2021 01:14:00 PM,010XX N KEDVALE AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,1111,37.0,08A,1148529,1906548,41.899506992,-87.729900075,"(41.899506992, -87.729900075)",23
69,JE326847,08/05/2021 10:15:00 AM,063XX S ASHLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CTA BUS,N,N,725,16.0,14,1166757,1862692,41.778790504,-87.66420367,"(41.778790504, -87.66420367)",67
70,JE326706,08/05/2021 03:00:00 AM,006XX N SAWYER AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,Y,1121,27.0,06,1154593,1904130,41.892752569,-87.70769167899999,"(41.892752569, -87.707691679)",23
71,JE312221,07/24/2021 08:40:00 AM,058XX W CHICAGO AVE,051B,ASSAULT,AGGRAVATED - OTHER FIREARM,STREET,N,N,1511,29.0,04A,1137568,1904752,41.894783048,-87.770203617,"(41.894783048, -87.770203617)",25
72,JE399590,10/05/2021 11:29:00 PM,039XX W OHIO ST,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,N,N,1122,37.0,14,1149857,1903714,41.891704467,-87.725096094,"(41.891704467, -87.725096094)",23
73,JE398883,10/05/2021 12:30:00 PM,090XX S CLYDE AVE,0460,BATTERY,SIMPLE,RESIDENCE - GARAGE,N,N,413,8.0,08B,1191748,1845522,41.731104433,-87.57314209100001,"(41.731104433, -87.573142091)",48
74,JE400180,10/05/2021 04:00:00 PM,021XX W 111TH ST,3960,INTIMIDATION,INTIMIDATION,SCHOOL - PRIVATE GROUNDS,N,N,2212,19.0,08A,1163984,1830996,41.691870573,-87.67525822200001,"(41.691870573, -87.675258222)",75
75,JE428092,10/30/2021 03:43:00 PM,086XX S ADA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,613,21.0,08B,1168835,1847549,41.737191479,-87.657021997,"(41.737191479, -87.657021997)",71
76,JE327701,08/05/2021 08:30:00 PM,105XX S PERRY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,512,34.0,08B,1177465,1835090,41.702811876999995,-87.625779476,"(41.702811877, -87.625779476)",49
77,JE376129,09/16/2021 04:50:00 PM,011XX W WILSON AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,CTA STATION,Y,N,1913,46.0,03,1167916,1930703,41.965393249,-87.65799298399999,"(41.965393249, -87.657992984)",3
78,JE403071,10/04/2021 04:15:00 PM,050XX S BLACKSTONE AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,N,N,222,4.0,03,1186774,1871922,41.803667488,-87.590528166,"(41.803667488, -87.590528166)",39
79,JE404809,08/23/2021 11:30:00 AM,071XX S DORCHESTER AVE,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,NURSING / RETIREMENT HOME,N,N,324,8.0,04B,1186779,1857721,41.764698678,-87.59095949799999,"(41.764698678, -87.590959498)",43
80,JE404669,05/07/2021 07:55:00 AM,064XX S DR MARTIN LUTHER KING JR DR,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,312,20.0,14,1180029,1862350,41.777558327,-87.615558249,"(41.777558327, -87.615558249)",42
81,JE398834,10/05/2021 12:20:00 PM,001XX N HARBOR DR,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,114,42.0,07,1179643,1901697,41.885538231999995,-87.615768415,"(41.885538232, -87.615768415)",32
82,JE399171,10/05/2021 02:00:00 AM,013XX S LAWNDALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,1011,24.0,14,1151918,1893645,41.864033702,-87.71779213299999,"(41.864033702, -87.717792133)",29
83,JE328433,08/05/2021 08:32:00 PM,001XX W 104TH PL,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,N,512,34.0,26,1177174,1835662,41.704388082,-87.626827858,"(41.704388082, -87.626827858)",49
84,JE326796,08/05/2021 09:43:00 AM,024XX W 56TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,824,15.0,08B,1160847,1867462,41.792004183,-87.685738574,"(41.792004183, -87.685738574)",63
85,JE402447,09/27/2021 12:00:00 AM,004XX N LEAMINGTON AVE,4386,OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,APARTMENT,N,Y,1532,37.0,26,1141957,1902465,41.888427066999995,-87.754140512,"(41.888427067, -87.754140512)",25
86,JE399512,10/05/2021 08:11:00 PM,067XX S JEFFERY BLVD,0820,THEFT,$500 AND UNDER,APARTMENT,N,Y,332,5.0,06,1190704,1860712,41.772812361,-87.57647706700001,"(41.772812361, -87.576477067)",43
87,JE398625,10/05/2021 09:15:00 AM,041XX N RIDGEWAY AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,N,N,1723,35.0,26,1150654,1927162,41.956032308000005,-87.72155467799999,"(41.956032308, -87.721554678)",16
88,JE326762,08/05/2021 09:17:00 AM,078XX S COLFAX AVE,0460,BATTERY,SIMPLE,SIDEWALK,N,N,421,7.0,08B,1194882,1853410,41.752673228,-87.56140213299999,"(41.752673228, -87.561402133)",43
89,JE399952,10/05/2021 05:15:00 PM,035XX W ADDISON ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,N,N,1732,35.0,04B,1151945,1923702,41.946512428000005,-87.716900113,"(41.946512428, -87.716900113)",21
90,JE398661,10/05/2021 06:30:00 AM,007XX E 84TH PL,0460,BATTERY,SIMPLE,APARTMENT,N,N,632,6.0,08B,1182771,1849016,41.740905227,-87.605919502,"(41.740905227, -87.605919502)",44
91,JE398749,10/05/2021 10:26:00 AM,042XX N LINCOLN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,N,N,1911,47.0,14,1161505,1928056,41.958265994,-87.681638768,"(41.958265994, -87.681638768)",5
92,JE327130,08/05/2021 02:31:00 PM,071XX S BENNETT AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,N,N,333,5.0,01A,1189945,1857919,41.765166438,-87.579349066,"(41.765166438, -87.579349066)",43
93,JE398516,10/05/2021 07:00:00 AM,058XX S PRINCETON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,711,20.0,08B,1175285,1866228,41.788307316,-87.632833858,"(41.788307316, -87.632833858)",68
94,JE431231,11/02/2021 09:34:00 AM,117XX S LOWE AVE,0810,THEFT,OVER $500,APARTMENT,N,N,524,34.0,06,1174065,1826893,41.680394029,-87.638471521,"(41.680394029, -87.638471521)",53
95,JE332981,08/04/2021 09:00:00 AM,032XX S LITUANICA AVE,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,N,N,913,11.0,10,1170832,1883547,41.835930821,-87.648655333,"(41.835930821, -87.648655333)",60
96,JE398498,10/05/2021 05:00:00 AM,077XX S ST LOUIS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,835,18.0,08B,1154386,1853219,41.753050302,-87.70980882399999,"(41.753050302, -87.709808824)",70
97,JE399529,10/05/2021 09:42:00 PM,048XX W MADISON ST,0860,THEFT,RETAIL THEFT,GAS STATION,N,N,1533,28.0,06,1144203,1899587,41.880487595,-87.745964635,"(41.880487595, -87.745964635)",25
98,JE327101,08/05/2021 12:47:00 PM,049XX W ADAMS ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,Y,Y,1533,28.0,26,1143631,1898881,41.878560968,-87.748082667,"(41.878560968, -87.748082667)",25
99,JE399308,10/05/2021 12:45:00 PM,016XX W GREENLEAF AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,2423,49.0,11,1164261,1947025,42.010259581,-87.67096742,"(42.010259581, -87.67096742)",1
100,JE313594,07/24/2021 09:00:00 PM,004XX W BARRY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1934,44.0,08B,1172690,1920655,41.937716633,-87.640738752,"(41.937716633, -87.640738752)",6
101,JE401753,10/05/2021 09:00:00 AM,081XX S SAGINAW AVE,0810,THEFT,OVER $500,RESIDENCE,N,N,422,7.0,06,1195256,1851508,41.747444775,-87.560094244,"(41.747444775, -87.560094244)",46
102,JE399183,10/05/2021 07:00:00 AM,083XX S VERNON AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,632,6.0,05,1180807,1849847,41.743230917,-87.61308989,"(41.743230917, -87.61308989)",44
103,JE398551,10/05/2021 08:00:00 AM,043XX N CENTRAL AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,N,N,1624,38.0,06,1138223,1928483,41.959891679,-87.767222504,"(41.959891679, -87.767222504)",15
104,JE397494,10/02/2021 02:30:00 PM,056XX S ASHLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,715,16.0,08B,1166638,1867218,41.79121295,-87.664510866,"(41.79121295, -87.664510866)",67
105,JE398847,10/05/2021 11:31:00 AM,063XX S KEDZIE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,Y,N,823,17.0,06,1156143,1862448,41.778340981,-87.703122242,"(41.778340981, -87.703122242)",66
106,JE398812,10/05/2021 11:00:00 AM,005XX E 79TH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,624,6.0,06,1181026,1852740,41.751164599,-87.612198632,"(41.751164599, -87.612198632)",69
107,JE398441,10/05/2021 01:22:00 AM,054XX W THOMAS ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,N,N,1524,37.0,15,1139622,1906794,41.900349301999995,-87.762609842,"(41.900349302, -87.762609842)",25
108,JE399335,10/05/2021 03:00:00 PM,022XX W PERSHING RD,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,SIDEWALK,N,N,924,12.0,04B,1161873,1878776,41.823029919,-87.681661816,"(41.823029919, -87.681661816)",59
109,JE401401,10/01/2021 08:00:00 AM,013XX N KEDZIE AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,N,N,1422,26.0,08B,1154785,1908685,41.905248066,-87.706864379,"(41.905248066, -87.706864379)",24
110,JE400334,10/05/2021 08:00:00 PM,041XX W 56TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,813,13.0,07,1149773,1867148,41.791364251,-87.726353641,"(41.791364251, -87.726353641)",62
111,JE398462,10/05/2021 03:00:00 AM,004XX N FRANKLIN ST,033A,ROBBERY,ATTEMPT ARMED - HANDGUN,SIDEWALK,N,N,1831,42.0,03,1174255,1903043,41.889353661,-87.63551377600001,"(41.889353661, -87.635513776)",8
