CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JE190293,04/03/2021 02:00:00 PM,009XX E 131ST ST,1340,CRIMINAL DAMAGE,TO STATE SUPPORTED PROPERTY,LIBRARY,N,N,533,9,14,1184993,1818567,41.657297496,-87.598729919,"(41.657297496, -87.598729919)"
JE187900,04/03/2021 02:00:00 AM,026XX N KILPATRICK AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2521,31,08B,1144603,1917291,41.929061773,-87.744049283,"(41.929061773, -87.744049283)"
JE362091,09/05/2021 03:50:00 AM,036XX W 67TH PL,041A,BATTERY,AGGRAVATED - HANDGUN,RESIDENCE,N,N,833,13,04B,1153272,1859607,41.77060209,-87.713722627,"(41.77060209, -87.713722627)"
JE362388,09/05/2021 09:54:00 AM,004XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1834,42,06,1177361,1903270,41.889906681,-87.624100509,"(41.889906681, -87.624100509)"
JE363034,09/05/2021 10:45:00 PM,071XX S STATE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,323,6,08B,1177519,1857812,41.765162688,-87.624896894,"(41.765162688, -87.624896894)"
JE430679,11/01/2021 07:15:00 PM,075XX N CLAREMONT AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,N,2411,49,08A,1159348,1949924,42.018317404,-87.68896381,"(42.018317404, -87.68896381)"
JE188775,04/03/2021 11:06:00 PM,015XX W HOLLYWOOD AVE,0560,ASSAULT,SIMPLE,APARTMENT,Y,Y,2012,40,08A,1164767,1937869,41.985124533,-87.669366893,"(41.985124533, -87.669366893)"
JF102121,01/03/2022 12:40:00 PM,009XX E 40TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,214,4,08B,1183198,1878599,41.822073733,-87.603434976,"(41.822073733, -87.603434976)"
JE191661,03/29/2021 07:00:00 PM,013XX N HUDSON AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,N,N,1821,27,08B,1173068,1909520,41.907153315,-87.639680572,"(41.907153315, -87.639680572)"
JE188374,04/03/2021 04:00:00 PM,015XX W HOWARD ST,0460,BATTERY,SIMPLE,SIDEWALK,N,N,2422,49,08B,1164890,1950347,42.019361825,-87.668558186,"(42.019361825, -87.668558186)"
JE188192,04/03/2021 12:58:00 PM,103XX S CALUMET AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,N,512,9,08A,1180407,1836439,41.70644688,-87.614965468,"(41.70644688, -87.614965468)"
JE188123,04/03/2021 12:00:00 PM,039XX W MADISON ST,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,N,N,1122,28,26,1150223,1899725,41.880751096,-87.723855981,"(41.880751096, -87.723855981)"
JE187186,04/02/2021 02:00:00 AM,001XX N CLARK ST,0610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,N,N,122,42,05,1175523,1901017,41.883765812,-87.63091811,"(41.883765812, -87.63091811)"
JE187839,04/03/2021 02:13:00 AM,057XX S TALMAN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,824,16,15,1159690,1866401,41.789116493,-87.690010236,"(41.789116493, -87.690010236)"
JE381412,09/20/2021 09:45:00 PM,002XX W ONTARIO ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,1831,42,15,1174523,1904441,41.893183866,-87.634487765,"(41.893183866, -87.634487765)"
JE187994,04/03/2021 07:54:00 AM,006XX N LAMON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,N,Y,1532,37,14,1143572,1903963,41.892507688,-87.748172063,"(41.892507688, -87.748172063)"
JE461874,11/30/2021 09:10:00 PM,109XX S DOTY AVE W,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,Y,N,513,9,08B,1185440,1832668,41.695982095,-87.596653142,"(41.695982095, -87.596653142)"
JE222071,05/05/2021 04:30:00 AM,054XX S CORNELL AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,N,N,234,5,04A,1188189,1869081,41.795837911,-87.585429397,"(41.795837911, -87.585429397)"
JE396746,10/03/2021 01:30:00 AM,004XX N WABASH AVE,0460,BATTERY,SIMPLE,STREET,N,N,1834,42,08B,1176659,1903440,41.890389063,-87.626673392,"(41.890389063, -87.626673392)"
JF137294,02/08/2022 03:45:00 AM,077XX S ADA ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,612,17,14,1168787,1853358,41.753133218,-87.657030586,"(41.753133218, -87.657030586)"
JE188093,04/03/2021 10:30:00 AM,019XX N CICERO AVE,0460,BATTERY,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2533,36,08B,1144087,1912517,41.915971151,-87.746065586,"(41.915971151, -87.746065586)"
JE187850,04/03/2021 02:30:00 AM,041XX W 21ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,1012,24,08B,1149205,1889771,41.853455918,-87.727851822,"(41.853455918, -87.727851822)"
JF159593,02/27/2022 09:00:00 AM,081XX S KEDZIE AVE,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,834,18,06,1156464,1850404,41.745283908,-87.70226935,"(41.745283908, -87.70226935)"
JE381262,09/20/2021 06:54:00 PM,034XX W 55TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,822,14,15,1154564,1867937,41.793435216,-87.70876482,"(41.793435216, -87.70876482)"
JE188078,04/03/2021 11:30:00 AM,038XX S DR MARTIN LUTHER KING JR DR,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,Y,N,212,4,06,1179489,1879516,41.824675709,-87.617013434,"(41.824675709, -87.617013434)"
JE189033,04/03/2021 05:00:00 PM,079XX S CLYDE AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,414,8,06,1191580,1852675,41.750736985,-87.573526166,"(41.750736985, -87.573526166)"
JE463391,11/30/2021 02:30:00 PM,052XX W NORTH AVE,0265,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER,COMMERCIAL / BUSINESS OFFICE,N,N,2532,37,02,1141096,1910133,41.909484866,-87.75711332,"(41.909484866, -87.75711332)"
JE462070,11/30/2021 05:30:00 PM,020XX W 69TH PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,735,17,07,1163862,1858562,41.767518551,-87.674932908,"(41.767518551, -87.674932908)"
JF104813,01/02/2022 08:00:00 AM,114XX S CHAMPLAIN AVE,0810,THEFT,OVER $500,STREET,N,N,531,9,06,1182622,1829208,41.686553064,-87.607077575,"(41.686553064, -87.607077575)"
JE221659,05/05/2021 06:00:00 PM,060XX S ARCHER AVE,0560,ASSAULT,SIMPLE,RESTAURANT,N,N,811,23,08A,1138535,1868368,41.79492248,-87.767532402,"(41.79492248, -87.767532402)"
JE187859,04/03/2021 01:33:00 AM,040XX N LAVERGNE AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,Y,N,1624,45,07,1142307,1926296,41.95381534,-87.752262162,"(41.95381534, -87.752262162)"
JE363514,09/05/2021 11:59:00 AM,027XX S DRAKE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1032,22,14,1153142,1885665,41.842111471,-87.713510304,"(41.842111471, -87.713510304)"
JE362143,09/05/2021 04:34:00 AM,083XX S DR MARTIN LUTHER KING JR DR,0610,BURGLARY,FORCIBLE ENTRY,CLEANING STORE,N,N,632,6,05,1180364,1849889,41.743356333,-87.614711765,"(41.743356333, -87.614711765)"
JF139791,02/08/2022 06:00:00 PM,015XX W 78TH ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,612,17,05,1167306,1853003,41.752190867,-87.662468031,"(41.752190867, -87.662468031)"
JE193442,03/22/2021 10:24:00 AM,075XX N BELL AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,2411,49,06,1160011,1950101,42.018789374,-87.686519164,"(42.018789374, -87.686519164)"
JE188417,04/03/2021 03:47:00 PM,033XX S HALSTED ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESTAURANT,Y,N,913,11,04A,1171508,1882943,41.834258578,-87.646192596,"(41.834258578, -87.646192596)"
JE188191,04/03/2021 01:05:00 PM,031XX E 91ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,424,10,08B,1198780,1845226,41.730118871,-87.547391801,"(41.730118871, -87.547391801)"
JE188367,04/03/2021 04:01:00 PM,040XX W MONTROSE AVE,0460,BATTERY,SIMPLE,SIDEWALK,N,N,1722,39,08B,1148853,1928939,41.960943618,-87.728129498,"(41.960943618, -87.728129498)"
JE188537,04/03/2021 05:30:00 PM,111XX S MICHIGAN AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,531,9,06,1178789,1831299,41.692378887,-87.621046145,"(41.692378887, -87.621046145)"
JE188661,04/03/2021 07:00:00 PM,122XX S GREEN ST,0560,ASSAULT,SIMPLE,RESIDENCE,N,N,524,34,08A,1172874,1823735,41.671754235,-87.642923771,"(41.671754235, -87.642923771)"
JE461923,11/30/2021 11:13:00 PM,076XX S YATES BLVD,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,414,7,15,1193525,1854868,41.756707398,-87.566327248,"(41.756707398, -87.566327248)"
JE431761,11/01/2021 06:00:00 PM,061XX W SCHUBERT AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2512,30,07,1135037,1917301,41.929264244,-87.779201669,"(41.929264244, -87.779201669)"
JE461705,11/30/2021 06:00:00 PM,001XX E 58TH ST,0560,ASSAULT,SIMPLE,STREET,N,Y,232,20,08A,1178280,1866596,41.789249657,-87.621841243,"(41.789249657, -87.621841243)"
JE381468,09/20/2021 09:58:00 PM,114XX S PARNELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,2233,34,08B,1174683,1829064,41.686337893,-87.63614504,"(41.686337893, -87.63614504)"
JE188568,04/03/2021 06:33:00 PM,013XX S SPAULDING AVE,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,N,N,1021,24,06,1154577,1893618,41.86390688,-87.708031716,"(41.86390688, -87.708031716)"
JE429694,11/01/2021 04:26:00 AM,073XX S KENWOOD AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE - HANDGUN,SIDEWALK,Y,N,324,8,15,1186476,1856701,41.761906875,-87.592102276,"(41.761906875, -87.592102276)"
JE429610,11/01/2021 12:40:00 AM,037XX N BROADWAY,0460,BATTERY,SIMPLE,BAR OR TAVERN,N,N,1925,46,08B,1170406,1925185,41.950197458,-87.648999894,"(41.950197458, -87.648999894)"
JE432641,11/01/2021 05:00:00 PM,021XX W ARTHUR AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,N,2412,50,06,1160625,1943125,41.999634284,-87.68445431,"(41.999634284, -87.68445431)"
JF102136,01/03/2022 11:00:00 AM,025XX N MARMORA AVE,0810,THEFT,OVER $500,STREET,N,N,2515,30,06,1136632,1916210,41.926241982,-87.773366607,"(41.926241982, -87.773366607)"
JF139750,02/08/2022 09:00:00 AM,053XX W FLETCHER ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,N,N,2514,30,05,1140142,1920424,41.937742009,-87.760365346,"(41.937742009, -87.760365346)"
JE187970,04/03/2021 08:47:00 AM,080XX S LAFAYETTE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,623,17,08B,1177333,1851793,41.748650061,-87.625760085,"(41.748650061, -87.625760085)"
JE188237,04/03/2021 12:33:00 PM,069XX S LAFLIN ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,734,16,05,1167536,1858631,41.767629931,-87.661464102,"(41.767629931, -87.661464102)"
JE220723,05/05/2021 03:31:00 PM,005XX W MELROSE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1925,44,08B,1172155,1921906,41.941161268,-87.642667917,"(41.941161268, -87.642667917)"
JE188722,04/03/2021 10:14:00 PM,034XX W MONROE ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,Y,N,1123,28,15,1153524,1899323,41.879582998,-87.711745595,"(41.879582998, -87.711745595)"
JE188734,04/03/2021 10:20:00 PM,057XX S ELIZABETH ST,0460,BATTERY,SIMPLE,RESIDENCE,N,N,713,16,08B,1168971,1866645,41.789590448,-87.655972809,"(41.789590448, -87.655972809)"
JE362689,09/05/2021 03:15:00 PM,0000X E MONROE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,HOTEL / MOTEL,Y,N,112,42,11,1176591,1899936,41.880775433,-87.627029031,"(41.880775433, -87.627029031)"
JE362241,09/05/2021 07:34:00 AM,007XX W ALDINE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1925,44,14,1170703,1922133,41.941816143,-87.647997862,"(41.941816143, -87.647997862)"
JE381665,09/20/2021 11:00:00 PM,002XX W ONTARIO ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1831,42,07,1174494,1904440,41.89318177,-87.6345943,"(41.89318177, -87.6345943)"
JE192262,03/29/2021 12:00:00 AM,067XX W DEVON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,N,N,1611,41,14,1130264,1942018,41.9971736,-87.796171947,"(41.9971736, -87.796171947)"
JE191121,04/03/2021 02:00:00 AM,051XX W WINDSOR AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1623,45,06,1141204,1929732,41.96326448,-87.756231899,"(41.96326448, -87.756231899)"
JE189025,04/03/2021 11:00:00 PM,053XX W GRAND AVE,0810,THEFT,OVER $500,STREET,N,N,2515,36,06,1140306,1913113,41.917676846,-87.75994229,"(41.917676846, -87.75994229)"
JE225404,05/01/2021 12:00:00 AM,051XX S MICHIGAN AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,231,3,06,1178033,1870819,41.800843576,-87.622618888,"(41.800843576, -87.622618888)"
JE188642,04/03/2021 06:49:00 PM,055XX W FULLERTON AVE,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",SIDEWALK,Y,N,2515,30,08B,1139231,1915413,41.924007955,-87.763835817,"(41.924007955, -87.763835817)"
JE187816,04/03/2021 01:10:00 AM,011XX N MONITOR AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,1511,29,08B,1137147,1907077,41.901170711,-87.771693958,"(41.901170711, -87.771693958)"
JE187834,04/03/2021 02:00:00 AM,006XX N CLARK ST,0460,BATTERY,SIMPLE,RESTAURANT,N,N,1832,42,08B,1175432,1904246,41.892628411,-87.63115524,"(41.892628411, -87.63115524)"
