CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JE240467,05/23/2021 07:48:00 PM,076XX S VERNON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,624,6,14,1180565,1854540,41.756114587,-87.613832791,"(41.756114587, -87.613832791)"
JE241990,05/23/2021 10:00:00 PM,093XX S LEAVITT ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2221,19,14,1163335,1842723,41.724065015,-87.677307223,"(41.724065015, -87.677307223)"
JE244562,05/23/2021 03:00:00 AM,023XX E 69TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,331,5,14,1192743,1859662,41.7698816,-87.569036976,"(41.7698816, -87.569036976)"
JE239605,05/23/2021 04:25:00 AM,076XX N ASHLAND AVE,0810,THEFT,OVER $500,SIDEWALK,N,N,2422,49,06,1164298,1950860,42.020782101,-87.670722056,"(42.020782101, -87.670722056)"
JE240763,05/23/2021 11:59:00 PM,021XX S INDIANA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,132,3,07,1177977,1890072,41.853676611,-87.622239838,"(41.853676611, -87.622239838)"
JE268209,04/11/2021 07:11:00 AM,0000X E ROOSEVELT RD,1340,CRIMINAL DAMAGE,TO STATE SUPPORTED PROPERTY,CTA TRAIN,N,N,123,4,14,1176818,1895074,41.867428687,-87.626342565,"(41.867428687, -87.626342565)"
JE239943,05/23/2021 12:25:00 PM,013XX N MILWAUKEE AVE,0820,THEFT,$500 AND UNDER,ALLEY,N,N,1424,1,06,1164565,1909105,41.906198962,-87.670927395,"(41.906198962, -87.670927395)"
JE176956,03/23/2021 02:09:00 AM,049XX N MILWAUKEE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CTA BUS STOP,Y,Y,1623,45,08B,1139431,1932207,41.97008868,-87.762690091,"(41.97008868, -87.762690091)"
JE177806,03/23/2021 08:15:00 PM,114XX S VINCENNES AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,N,Y,2234,34,14,1166225,1828791,41.6857724,-87.667116025,"(41.6857724, -87.667116025)"
JE176924,03/23/2021 12:07:00 AM,047XX N KEATING AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,N,N,1722,39,14,1143839,1931149,41.967103734,-87.746508119,"(41.967103734, -87.746508119)"
JE178309,03/23/2021 12:00:00 PM,019XX S HAMLIN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,1014,24,14,1151361,1890165,41.854495111,-87.719928143,"(41.854495111, -87.719928143)"
JE177868,03/23/2021 09:40:00 PM,001XX N ELIZABETH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1224,27,14,1167916,1901321,41.88476747,-87.65884275,"(41.88476747, -87.65884275)"
JE178242,03/23/2021 01:30:00 PM,072XX S YALE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,731,6,11,1175876,1856980,41.76291656,-87.630943849,"(41.76291656, -87.630943849)"
JE177768,03/23/2021 06:53:00 PM,0000X N HOMAN BLVD,2027,NARCOTICS,POSSESS - CRACK,PARK PROPERTY,Y,N,1123,28,18,1153716,1900015,41.881478099,-87.711022171,"(41.881478099, -87.711022171)"
JE177829,03/23/2021 04:55:00 PM,084XX S PULASKI RD,4386,OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,RESTAURANT,N,N,834,18,26,1151211,1848098,41.739059945,-87.721577528,"(41.739059945, -87.721577528)"
JE177757,03/23/2021 06:50:00 PM,055XX S WOLCOTT AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,715,15,08A,1164634,1867867,41.793036433,-87.671840811,"(41.793036433, -87.671840811)"
JE207630,04/23/2021 09:00:00 AM,037XX S LAKE PARK AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,212,4,08B,1182520,1880766,41.828035913,-87.605854908,"(41.828035913, -87.605854908)"
JE225360,05/09/2021 08:00:00 PM,027XX N LAWNDALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,2524,35,08B,1151248,1917970,41.930797089,-87.719612922,"(41.930797089, -87.719612922)"
JE182085,03/23/2021 06:00:00 PM,072XX S EVANS AVE,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,323,6,06,1182476,1857221,41.763427455,-87.60674647,"(41.763427455, -87.60674647)"
JE207397,04/23/2021 02:30:00 AM,075XX S STONY ISLAND AVE,0820,THEFT,$500 AND UNDER,HOSPITAL BUILDING / GROUNDS,N,N,411,8,06,1188234,1855158,41.757630995,-87.585708249,"(41.757630995, -87.585708249)"
JE178382,03/23/2021 06:30:00 PM,087XX S NORMAL AVE,0810,THEFT,OVER $500,STREET,N,N,2223,21,06,1174494,1846985,41.735519886,-87.636305861,"(41.735519886, -87.636305861)"
JE179003,03/23/2021 06:15:00 PM,033XX N CLARK ST,0810,THEFT,OVER $500,STREET,N,N,1924,44,06,1169344,1922483,41.942806264,-87.652982515,"(41.942806264, -87.652982515)"
JE177801,03/23/2021 06:20:00 PM,088XX S EXCHANGE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,423,10,08B,1197300,1846927,41.734823509,-87.552756858,"(41.734823509, -87.552756858)"
JE177793,03/23/2021 07:20:00 PM,001XX N HOYNE AVE,0560,ASSAULT,SIMPLE,STREET,N,N,1223,27,08A,1162385,1901069,41.884193456,-87.679160417,"(41.884193456, -87.679160417)"
JE177435,03/23/2021 02:28:00 PM,003XX S KILBOURN AVE,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,Y,N,1131,28,18,1146440,1898174,41.87656785,-87.737786502,"(41.87656785, -87.737786502)"
JE240319,05/23/2021 01:43:00 PM,033XX W MAYPOLE AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,N,N,1123,28,11,1154131,1900784,41.883580046,-87.709477772,"(41.883580046, -87.709477772)"
JE177572,03/23/2021 03:39:00 PM,073XX N HONORE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2424,49,08B,1162688,1948495,42.014326545,-87.676713552,"(42.014326545, -87.676713552)"
JE177706,03/23/2021 08:30:00 AM,078XX S ESSEX AVE,1562,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,RESIDENCE,N,N,421,7,17,1194222,1853393,41.752642802,-87.56382127,"(41.752642802, -87.56382127)"
JE177130,03/23/2021 09:45:00 AM,008XX N ST LOUIS AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,Y,1121,27,06,1152896,1905326,41.896068297,-87.713892414,"(41.896068297, -87.713892414)"
JE240418,05/23/2021 08:55:00 PM,041XX N MOZART ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,N,N,1724,33,04B,1156641,1927312,41.956324525,-87.699540876,"(41.956324525, -87.699540876)"
JE176870,03/22/2021 10:30:00 PM,0000X E WACKER DR,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,VEHICLE NON-COMMERCIAL,N,N,111,42,11,1176971,1902537,41.887904127,-87.625554948,"(41.887904127, -87.625554948)"
JE208406,04/23/2021 10:00:00 PM,091XX S DANTE AVE,0460,BATTERY,SIMPLE,STREET,N,N,413,8,08B,1187379,1844667,41.728862995,-87.589174157,"(41.728862995, -87.589174157)"
JE207744,04/23/2021 01:10:00 PM,076XX S HERMITAGE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,N,N,611,17,14,1166009,1853941,41.754792525,-87.667194364,"(41.754792525, -87.667194364)"
JE177889,03/23/2021 09:52:00 PM,035XX N BROADWAY,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,Y,N,1925,46,06,1171076,1923738,41.946212132,-87.646579678,"(41.946212132, -87.646579678)"
JE177406,03/23/2021 01:55:00 PM,013XX N HUDSON AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,STREET,Y,N,1821,27,10,1173068,1909520,41.907153315,-87.639680572,"(41.907153315, -87.639680572)"
JE180363,03/21/2021 09:30:00 AM,012XX W FOSTER AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,2033,47,05,1166881,1934668,41.976295664,-87.661684137,"(41.976295664, -87.661684137)"
JE207626,04/23/2021 11:10:00 AM,009XX N DAMEN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1212,2,08B,1162902,1906185,41.89822134,-87.67711826,"(41.89822134, -87.67711826)"
JE239648,05/23/2021 07:39:00 AM,066XX S KENWOOD AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,Y,321,5,05,1186208,1861294,41.774516813,-87.592939605,"(41.774516813, -87.592939605)"
JE332521,08/10/2021 12:00:00 AM,021XX N MELVINA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2512,36,14,1134727,1913601,41.919116504,-87.780428515,"(41.919116504, -87.780428515)"
JE177696,03/23/2021 05:10:00 PM,055XX W HUTCHINSON ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENCE,N,N,1624,38,15,1138736,1927712,41.957766668,-87.765355239,"(41.957766668, -87.765355239)"
JE332962,08/10/2021 04:43:00 PM,052XX S MOZART ST,0560,ASSAULT,SIMPLE,RESIDENCE,N,Y,923,14,08A,1158261,1869843,41.798591034,-87.695156249,"(41.798591034, -87.695156249)"
JE180408,03/23/2021 01:00:00 PM,026XX E 80TH ST,0560,ASSAULT,SIMPLE,APARTMENT,N,N,422,7,08A,1195046,1852432,41.74998548,-87.560833332,"(41.74998548, -87.560833332)"
JE208207,04/23/2021 08:42:00 PM,024XX S LEAVITT ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,1034,25,04A,1162082,1887970,41.848254902,-87.680638782,"(41.848254902, -87.680638782)"
JE194618,04/09/2021 04:22:00 PM,002XX W 70TH ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,Y,731,6,06,1176038,1858559,41.767245884,-87.630302793,"(41.767245884, -87.630302793)"
JE180759,03/18/2021 11:30:00 AM,097XX S MERRION AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,431,7,14,1192686,1840744,41.717970357,-87.569861157,"(41.717970357, -87.569861157)"
JE177846,03/23/2021 09:00:00 PM,081XX S WENTWORTH AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,Y,Y,622,21,06,1176402,1851032,41.746582742,-87.629194405,"(41.746582742, -87.629194405)"
JE177259,03/23/2021 11:42:00 AM,045XX S STATE ST,0890,THEFT,FROM BUILDING,MEDICAL / DENTAL OFFICE,N,N,215,3,06,1177030,1875080,41.812558849,-87.626168624,"(41.812558849, -87.626168624)"
JE178064,03/23/2021 01:15:00 PM,038XX W CONGRESS PKWY,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1133,28,07,1150697,1897420,41.87441667,-87.722175747,"(41.87441667, -87.722175747)"
JE239458,05/23/2021 12:35:00 AM,069XX S CRANDON AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,APARTMENT,N,Y,331,5,03,1192521,1859491,41.769417774,-87.569856281,"(41.769417774, -87.569856281)"
JE179389,03/20/2021 05:00:00 PM,028XX N CENTRAL AVE,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,SMALL RETAIL STORE,N,N,2514,31,11,1138547,1918373,41.932142953,-87.766277214,"(41.932142953, -87.766277214)"
JE181701,03/22/2021 05:49:00 PM,004XX E BOWEN AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,214,3,05,1179822,1877577,41.819347317,-87.615851173,"(41.819347317, -87.615851173)"
JF158648,02/02/2022 09:00:00 AM,021XX S ASHLAND AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,COMMERCIAL / BUSINESS OFFICE,N,N,1234,25,11,1166045,1889944,41.853588169,-87.666038077,"(41.853588169, -87.666038077)"
JE176104,03/13/2021 09:00:00 AM,026XX N LAKEVIEW AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,1935,43,11,1173106,1917968,41.930334169,-87.639289833,"(41.930334169, -87.639289833)"
JE177336,03/23/2021 12:47:00 PM,038XX W MADISON ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,N,N,1122,28,06,1150780,1899737,41.880773152,-87.721810393,"(41.880773152, -87.721810393)"
JE180771,03/13/2021 09:30:00 PM,019XX S SAWYER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1022,24,14,1155002,1890301,41.854796158,-87.706560444,"(41.854796158, -87.706560444)"
JE179813,03/19/2021 01:00:00 PM,021XX W HURON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1221,1,08B,1162030,1904654,41.894038412,-87.68036384,"(41.894038412, -87.68036384)"
JF160975,03/01/2022 12:00:00 AM,013XX W HUBBARD ST,0810,THEFT,OVER $500,STREET,N,N,1215,27,06,1167800,1903215,41.889967243,-87.659214079,"(41.889967243, -87.659214079)"
JE180346,03/20/2021 11:00:00 PM,032XX W DIVISION ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,N,1121,26,08B,1154451,1907797,41.902818,-87.708115048,"(41.902818, -87.708115048)"
JE239423,05/23/2021 12:07:00 AM,044XX S ELLIS AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,N,N,222,4,03,1183666,1875850,41.814519359,-87.601803974,"(41.814519359, -87.601803974)"
JE207681,04/23/2021 11:55:00 AM,012XX W HOOD AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,N,N,2433,48,05,1166905,1940980,41.993615443,-87.661413782,"(41.993615443, -87.661413782)"
JE177749,03/23/2021 06:57:00 PM,027XX N CALIFORNIA AVE,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1411,32,06,1157241,1918050,41.930896787,-87.697587655,"(41.930896787, -87.697587655)"
JF160597,03/01/2022 08:06:00 PM,047XX S KILPATRICK AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,N,N,815,14,14,1145824,1872781,41.806897687,-87.740691624,"(41.806897687, -87.740691624)"
JE180310,03/20/2021 11:00:00 PM,012XX S WABASH AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,GROCERY FOOD STORE,N,N,131,3,11,1176963,1894850,41.866810739,-87.625817031,"(41.866810739, -87.625817031)"
JE178696,03/23/2021 11:30:00 PM,080XX S DREXEL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,N,N,631,8,14,1183627,1851969,41.748988677,-87.602691353,"(41.748988677, -87.602691353)"
JE177783,03/23/2021 07:20:00 PM,108XX S EMERALD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,2233,34,11,1173240,1832940,41.697006165,-87.641313597,"(41.697006165, -87.641313597)"
JE177573,03/23/2021 12:00:00 AM,029XX W BRYN MAWR AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,DRIVEWAY - RESIDENTIAL,N,N,2011,40,26,1155570,1937062,41.983100745,-87.703214534,"(41.983100745, -87.703214534)"
JE178344,03/23/2021 08:00:00 PM,037XX W 64TH PL,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,823,23,06,1152617,1861577,41.776021004,-87.7160718,"(41.776021004, -87.7160718)"
JE176931,03/23/2021 12:50:00 AM,067XX S PARNELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,722,6,08B,1173729,1860314,41.772113287,-87.638714258,"(41.772113287, -87.638714258)"
JE179280,03/20/2021 07:20:00 PM,013XX N PULASKI RD,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,SMALL RETAIL STORE,N,N,2534,27,11,1149466,1908864,41.905844192,-87.726398267,"(41.905844192, -87.726398267)"
JE240018,05/23/2021 02:28:00 PM,016XX S HOMAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,1021,24,14,1153973,1891485,41.858065739,-87.710305805,"(41.858065739, -87.710305805)"
JE177372,03/23/2021 01:05:00 PM,022XX N NAGLE AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,N,Y,2512,36,04A,1133047,1914258,41.920948948,-87.786585756,"(41.920948948, -87.786585756)"
JF159335,03/01/2022 12:26:00 AM,075XX S EGGLESTON AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,APARTMENT,N,Y,621,6,26,1174602,1854836,41.757061619,-87.635676987,"(41.757061619, -87.635676987)"
JF159338,03/01/2022 12:10:00 AM,075XX S EGGLESTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,621,6,08B,1174602,1854836,41.757061619,-87.635676987,"(41.757061619, -87.635676987)"
JF140608,02/10/2022 08:28:00 PM,003XX E 69TH PL,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,N,N,322,6,26,1179570,1859008,41.768398037,-87.61734293,"(41.768398037, -87.61734293)"
JE239808,05/23/2021 10:15:00 AM,048XX W GREGORY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1621,39,08B,1142877,1936219,41.981034237,-87.749918358,"(41.981034237, -87.749918358)"
JE177011,03/23/2021 06:42:00 AM,038XX N WHIPPLE ST,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,N,N,1733,33,04A,1155370,1925349,41.950963625,-87.704266383,"(41.950963625, -87.704266383)"
JE338294,08/04/2021 05:00:00 PM,045XX S MARSHFIELD AVE,1752,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,N,N,924,15,17,1166099,1874557,41.811363517,-87.666278426,"(41.811363517, -87.666278426)"
JE445728,11/15/2021 06:30:00 AM,012XX W 80TH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,N,N,612,21,11,1169249,1851729,41.748653043,-87.655384571,"(41.748653043, -87.655384571)"
JE239810,05/23/2021 11:00:00 AM,0000X N WABASH AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA PLATFORM,N,N,112,42,14,1176805,1900577,41.882529537,-87.626223856,"(41.882529537, -87.626223856)"
JE241161,05/22/2021 11:15:00 AM,062XX S DR MARTIN LUTHER KING JR DR,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,STREET,Y,N,311,20,11,1179990,1863787,41.781502489,-87.615657255,"(41.781502489, -87.615657255)"
JE255607,06/06/2021 08:48:00 AM,075XX S UNION AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE - HANDGUN,STREET,N,N,621,6,15,1172937,1854978,41.757488175,-87.641774741,"(41.757488175, -87.641774741)"
JE177883,03/23/2021 10:15:00 PM,090XX S LAFLIN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2221,21,08B,1167918,1844890,41.72991452,-87.660457782,"(41.72991452, -87.660457782)"
JE240136,05/23/2021 04:10:00 PM,047XX N KENNETH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,AUTO / BOAT / RV DEALERSHIP,N,Y,1722,39,08B,1145608,1931022,41.966721804,-87.740006892,"(41.966721804, -87.740006892)"
JE177401,03/23/2021 12:05:00 PM,014XX W HIGHLAND AVE,0810,THEFT,OVER $500,RESIDENCE - YARD (FRONT / BACK),N,N,2433,48,06,1165565,1942314,41.997304717,-87.666304595,"(41.997304717, -87.666304595)"
JE208489,04/23/2021 10:00:00 PM,002XX W 70TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,731,6,14,1176038,1858559,41.767245884,-87.630302793,"(41.767245884, -87.630302793)"
JE239484,05/23/2021 12:00:00 AM,015XX S WABASH AVE,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,APARTMENT,N,N,131,3,04B,1177014,1892855,41.861335178,-87.625690175,"(41.861335178, -87.625690175)"
JE177822,03/23/2021 08:35:00 PM,022XX N KARLOV AVE,1715,OFFENSE INVOLVING CHILDREN,SALE OF TOBACCO PRODUCTS TO MINOR,CONVENIENCE STORE,N,N,2525,35,20,1148685,1914474,41.921253704,-87.729122007,"(41.921253704, -87.729122007)"
JE388177,09/25/2021 12:01:00 AM,019XX S TOM PKWY,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,914,25,14,1174751,1890887,41.85598573,-87.634055961,"(41.85598573, -87.634055961)"
JE178023,03/23/2021 05:30:00 PM,041XX N KEYSTONE AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1722,39,06,1148548,1927254,41.956325757,-87.729294514,"(41.956325757, -87.729294514)"
JE181815,03/17/2021 03:00:00 PM,026XX N KILPATRICK AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,Y,2521,31,26,1144603,1917276,41.929020612,-87.744049662,"(41.929020612, -87.744049662)"
JE208331,04/23/2021 11:43:00 PM,020XX W 52ND ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,932,16,15,1163602,1870007,41.798930589,-87.675565009,"(41.798930589, -87.675565009)"
JE180104,03/23/2021 10:00:00 AM,024XX W OGDEN AVE,0460,BATTERY,SIMPLE,RESTAURANT,N,N,1023,28,08B,1160441,1893908,41.864583447,-87.686497178,"(41.864583447, -87.686497178)"
JE177781,03/23/2021 06:20:00 PM,023XX W LOGAN BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1432,32,14,1160418,1917765,41.930049492,-87.685920733,"(41.930049492, -87.685920733)"
JE177120,03/23/2021 09:29:00 AM,001XX N BELL AVE,1340,CRIMINAL DAMAGE,TO STATE SUPPORTED PROPERTY,CHA APARTMENT,N,N,1223,27,14,1161405,1901075,41.884230364,-87.682758922,"(41.884230364, -87.682758922)"
JE177199,03/23/2021 11:00:00 AM,070XX W BERWYN AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,N,N,1613,41,05,1128415,1934701,41.977126672,-87.803140459,"(41.977126672, -87.803140459)"
JE178189,03/23/2021 10:00:00 AM,076XX S MARSHFIELD AVE,0560,ASSAULT,SIMPLE,RESIDENCE,N,N,611,17,08A,1166670,1854025,41.755008962,-87.664769594,"(41.755008962, -87.664769594)"
JE240007,05/23/2021 11:22:00 AM,004XX N HARDING AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,SIDEWALK,N,N,1122,37,15,1149976,1902775,41.889125436,-87.72468352,"(41.889125436, -87.72468352)"
JF120874,01/20/2022 03:05:00 PM,078XX W BALMORAL AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,1613,41,11,1123171,1934905,41.977773915,-87.822420988,"(41.977773915, -87.822420988)"
JF159621,03/01/2022 11:20:00 AM,072XX S UNIVERSITY AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,N,324,5,08A,1185136,1857184,41.763263853,-87.596998313,"(41.763263853, -87.596998313)"
JF160009,03/01/2022 02:00:00 PM,073XX S DORCHESTER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,324,8,14,1186814,1856517,41.761393963,-87.590869306,"(41.761393963, -87.590869306)"
JF159553,03/01/2022 09:45:00 AM,104XX S BENSLEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,Y,Y,434,10,08B,1194527,1836256,41.705609847,-87.563265421,"(41.705609847, -87.563265421)"
JE207779,04/23/2021 12:45:00 PM,040XX W GRAND AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2534,26,18,1149442,1908989,41.906187671,-87.72648318,"(41.906187671, -87.72648318)"
